race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,5.27,69.9,30.1,Lean D,-12.13,5.2,5.28,2.06,10.86,-0.71,-13.45,18.71,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.47,44.28,7,5.23,0.282,19860206,1218702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63,47.37,0.0,612893,551561,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-41.96,0.0,100.0,Safe R,-36.27,5.2,-45.75,-1.82,-12.37,-0.49,-37.52,-4.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,29.0,50.5,1,-24.5,0.178,136953,2057743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02,70.98,0.0,183844,449698,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,19.98,97.5,2.5,Safe D,12.91,5.2,19.93,1.84,-0.02,0.0,11.14,8.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.3,0.15,25619035,2166962,0,3141018,127990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,40.01,0.0,2372500,1582237,0,0,3954737
KS-GOV,governor,KS,GOV,Cindy Holscher,Ty Masterson,DEM,REP,,DEM,-9.36,17.8,82.2,Likely R,-16.42,5.2,-11.65,0.0,0.0,-0.43,-16.41,7.06,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.0,46.0,1,-2.0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.32,54.68,0.0,421184,508129,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,30.77,99.9,0.1,Safe D,27.8,5.2,33.78,0.0,1.13,-0.34,25.91,4.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,presumptive,53.37,31.99,8,21.37,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.38,34.62,0.0,1589871,841696,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,36.08,100.0,0.0,Safe D,30.37,5.2,38.92,0.0,3.43,-0.08,29.51,6.57,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,58.0,31.0,1,24.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.04,31.96,0.0,1447099,679734,0,0,2126834
ME-GOV,governor,ME,GOV,Hannah Pingree,Robert Charles,DEM,REP,,DEM,11.49,87.1,12.9,Likely D,7.36,5.2,11.59,0.0,0.0,-0.97,7.09,4.4,False,False,IND,0,,0.0,Rick Bennett,5.69,0.0,,,0.0,confirmed,confirmed,50.81,38.39,4,12.42,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,41.74,0.0,305960,242889,0,33114,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.24,88.6,11.4,Likely D,-0.43,5.2,14.33,0.21,9.97,-0.63,-1.44,13.68,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.21,42.16,24,7.37,0.3,5958887,4492470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.12,43.88,0.0,2224719,1739543,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,11.66,87.5,12.5,Likely D,4.83,5.2,10.76,1.57,-0.12,-0.72,4.34,7.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,51.72,36.25,4,15.46,0.192,9312380,1102119,0,4480911,457944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.83,44.17,0.0,1271692,1006052,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-17.72,4.1,95.9,Safe R,-20.91,5.2,-19.44,0.0,-3.25,-0.48,-20.84,3.12,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,33.0,38.0,1,-8.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.14,58.86,0.0,272752,390260,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.22,11.4,88.6,Likely R,3.63,5.2,-13.13,-1.31,-19.79,-0.86,2.82,-15.04,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,presumptive,38.47,47.97,6,-9.5,0.251,606192,3694856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,56.11,0.0,253834,324498,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,9.63,82.9,17.1,Likely D,7.41,5.2,9.29,1.95,-6.39,1.12,6.14,3.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.55,35.12,3,10.53,0.275,13910580,987856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.82,45.18,0.0,354322,292055,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.77,60.9,39.1,Lean D,-1.57,5.2,5.35,0.47,0.85,0.4,-3.15,5.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.14,49.05,10,-4.94,0.25,4285307,2275075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.39,48.61,0.0,533950,505118,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.27,90.4,9.6,Likely D,15.56,5.2,13.55,0.16,-7.5,0.13,12.68,0.58,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.35,37.41,16,12.56,0.28,16594119,13445025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.63,43.37,0.0,3292468,2521030,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.72,32.0,68.0,Lean R,-10.38,5.2,-6.35,-0.48,0.0,-0.69,-11.31,6.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.69,48.29,19,-0.71,0.289,15928993,30306297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.64,52.36,0.0,1922550,2112962,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Mike Mazzei,DEM,REP,,REP,-30.36,0.1,99.9,Safe R,-34.86,5.2,-30.36,0.0,0.0,-0.7,-34.95,4.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.82,65.18,0.0,381701,714521,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.62,71.1,28.9,Lean D,15.18,5.2,6.63,0.0,-13.29,-0.46,14.89,-9.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.2,47.13,3,-0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.81,47.19,0.0,830081,741693,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,17.48,95.7,4.3,Safe D,-0.99,5.2,17.25,1.95,11.61,-0.53,-1.75,19.24,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,54.09,36.01,14,18.07,0.289,34960533,2545436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.74,41.26,0.0,2892241,2031377,0,0,4923617
RI-GOV,governor,RI,GOV,Helena Foulkes,Elaine Pelino,DEM,REP,,DEM,20.2,97.6,2.4,Safe D,15.75,5.2,20.75,0.0,0.0,-0.2,14.16,6.03,False,False,IND,0,,0.0,Ken Block,18.0,0.0,,,0.0,presumptive,projected,42.0,20.0,1,22.0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.28,32.72,0.0,177086,117579,0,64683,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Alan Wilson,DEM,REP,,REP,-10.27,15.6,84.4,Likely R,-16.61,5.2,-10.25,1.47,0.07,-0.39,-18.12,7.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,39.66,47.0,2,-10.33,0.225,753609,62585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.86,55.14,0.0,800246,983452,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-25.87,0.6,99.4,Safe R,-29.41,5.2,-25.87,0.0,-0.64,-1.02,-29.98,4.11,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.07,62.93,0.0,110631,187842,0,0,298473
TN-GOV,governor,TN,GOV,Jerri Green,Marsha Blackburn,DEM,REP,,REP,-16.46,5.3,94.7,Likely R,-28.6,5.2,-20.21,0.0,3.73,-0.54,-30.12,13.66,False,False,IND,0,,0.0,Lauren Pinkston,7.54,0.0,,,0.0,confirmed,confirmed,32.65,46.29,3,-13.64,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.62,53.84,0.0,828278,1154767,0,161715,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-8.66,19.7,80.3,Likely R,-11.93,5.2,-10.61,-1.58,-3.33,1.04,-13.88,5.22,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.09,48.26,24,-4.25,0.306,8589462,71434049,0,3002416,67461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.67,54.33,0.0,3645820,4337350,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-22.83,1.3,98.7,Safe R,33.44,5.2,-24.89,0.0,-62.58,-0.95,32.77,-55.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,30.95,43.32,2,-12.37,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.59,61.41,0.0,99781,158814,0,0,258595
WI-GOV,governor,WI,GOV,David Crowley,Tom Tiffany,DEM,REP,,DEM,2.67,60.5,39.5,Lean D,-0.43,5.2,2.63,-1.76,0.28,-0.66,-0.87,3.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.33,43.81,6,2.75,0.296,1426778,15315779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.33,48.67,0.0,1229982,1166061,0,0,2396043
WY-GOV,governor,WY,GOV,Kenneth Casner,Eric Barlow,DEM,REP,,REP,-42.21,0.0,100.0,Safe R,-46.77,5.2,-42.21,0.0,0.0,-0.64,-46.96,4.75,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,1673103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,71.1,0.0,54421,133913,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.42,45.5,54.5,Toss-up,-12.11,5.2,-3.46,0.39,4.11,-1.06,-13.8,11.56,True,False,,4,Dan S. Sullivan,1.75,,0.0,0.0,,,0.0,confirmed,confirmed,49.13,48.02,14,0.83,0.272,18545132,9136967,0,4636755,7295069,0,6368062,9215638,13908377,3932803,0,6750626,558386,0,603646,1998758,0,0,0,0,0,0,0,47.63,49.87,2.5,112625,117910,5911,0,236446
AL-SEN,senate,AL,SEN,Everett Wess,Barry Moore,DEM,REP,,REP,-22.97,1.2,98.8,Safe R,-26.82,5.2,-24.38,-3.2,0.93,-0.48,-30.88,7.91,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,32.0,47.0,1,-15.0,0.15,83341,3787330,0,-10011,627788,0,3019,17129305,94747,3284673,0,4247,346554,0,0,881598,0,70643,50000,0,0,360928,0,38.52,61.48,0.0,610685,974878,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-21.62,1.7,98.3,Safe R,-28.07,5.2,-25.91,-0.87,-1.67,-0.51,-31.57,9.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,39.64,48.37,4,-8.89,0.252,2269114,6233117,0,863578,9931885,0,0,3244245,1405536,3752101,0,807603,552197,0,20060,1191500,0,0,0,0,0,73959,0,39.19,60.81,0.0,328986,510470,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,24.67,99.2,0.8,Safe D,13.08,5.2,24.67,2.84,3.55,-0.01,11.29,13.38,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8119380,138147,0,2083870,50021,0,510004,0,7471143,88913,0,1302169,28371,0,958273,999,0,0,2200,0,0,0,0,62.33,37.67,0.0,1393135,841786,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,24.78,99.2,0.8,Safe D,15.57,5.2,24.78,2.63,1.67,-0.28,14.84,9.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,,,0,,0.0,3940137,70152,0,4705684,38004,0,11559,0,1419652,32148,0,52510,3182,0,1310377,300,0,0,54260,0,0,54250,0,62.39,37.61,0.0,223074,134468,0,0,357542
FL-SEN,senate,FL,SEN,Angie Nixon,Ashley Moody,DEM,REP,REP,REP,-6.99,24.5,75.5,Likely R,-8.75,5.2,-6.51,-1.8,-1.67,0.51,-13.22,6.24,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,40.04,49.3,4,-9.25,0.175,974845,11270805,0,264978,8491175,0,52168,589711,709866,2779629,0,576840,1529142,0,0,2083000,0,0,0,0,0,0,0,46.51,53.49,0.0,3560002,4094824,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,12.29,88.7,11.3,Likely D,-0.81,5.2,12.7,1.7,6.73,-0.12,-2.21,14.5,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,53.62,42.98,11,11.11,0.257,77279766,7409350,0,42587451,2079981,0,906052,1643723,39682882,5932539,0,39110515,2085895,0,931316,495632,0,0,65000,0,0,461916,0,56.15,43.85,0.0,2063411,1611635,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.29,40.9,59.1,Toss-up,-7.46,5.2,-4.01,-0.11,-0.93,-0.71,-13.45,11.15,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.64,45.68,12,-0.1,0.304,6276527,10217845,0,2362314,6749491,0,15271510,8848410,3914213,5396429,0,2726556,1052135,0,440127,2232367,0,0,0,0,0,0,0,47.57,49.8,2.63,553907,579922,30625,0,1164454
ID-SEN,senate,ID,SEN,(No Democrat),Jim Risch,DEM,REP,REP,REP,-24.67,0.8,99.2,Safe R,-31.38,5.2,-29.48,-1.14,-1.67,-0.49,-37.52,12.85,False,True,IND,0,,0.0,Todd Achilles,37.66,0.8,,,0.0,,confirmed,29.96,39.02,5,-10.56,0.254,0,3357516,692245,0,3535956,194226,0,0,0,2241925,506311,0,139910,115721,0,959329,10000,0,0,10500,0,0,0,0.0,62.34,0.0,0,394932,0,238611,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.64,97.8,2.2,Safe D,15.12,5.2,20.64,0.32,0.0,0.0,11.14,9.5,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5906599,2459890,0,1107958,1512424,0,10437456,11068156,4798641,947466,0,1182892,27050,0,426634,12325,0,0,2000000,0,0,2000000,0,60.32,39.68,0.0,2385445,1569291,0,0,3954737
KS-SEN,senate,KS,SEN,Adam Hamilton,Roger Marshall,DEM,REP,REP,REP,-10.25,15.6,84.4,Likely R,-14.66,5.2,-11.07,-0.09,-1.09,-0.43,-16.41,6.17,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.2,47.03,3,-6.83,0.194,4169078,4009075,0,1730621,5388078,0,0,2182276,2438457,326015,0,767189,151384,0,17500,1555250,0,50050,0,0,50000,0,0,44.88,55.12,0.0,417048,512266,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-28.74,0.2,99.8,Safe R,-30.07,5.2,-31.34,-0.86,-4.86,-0.75,-31.03,2.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,38.0,49.0,1,-14.0,0.15,1099509,9981055,0,309623,2305546,0,8306596,6980575,789887,11368587,0,654554,729356,0,24750,1995311,0,0,0,0,89868,0,0,35.63,64.37,0.0,517424,934745,0,0,1452169
LA-SEN,senate,LA,SEN,Jamie Davis,Julia Letlow,DEM,REP,,REP,-24.06,0.9,99.1,Safe R,-21.43,5.2,-24.06,-0.45,-7.1,-0.28,-22.36,-1.7,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1983548,6210122,0,479104,1427072,0,10861766,12093658,1504444,4783049,0,1699034,127995,0,0,824000,0,10000,0,0,10000,0,0,37.97,62.03,0.0,533429,871454,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,32.26,99.9,0.1,Safe D,29.01,5.2,36.05,0.52,1.67,-0.34,25.91,6.35,False,False,,0,,0.0,,0.0,0.0,,,0.0,presumptive,presumptive,50.61,30.23,9,20.39,0.242,5352148,1561360,0,1348676,712417,0,42917,3329005,5814159,848943,0,804613,71926,0,589250,5775,0,0,1053414,0,0,1005000,0,66.13,33.87,0.0,1607976,823592,0,0,2431568
ME-SEN,senate,ME,SEN,Troy Jackson,Susan Collins,DEM,REP,REP,REP,0.19,51.9,48.1,Toss-up,8.46,5.2,-0.86,0.0,-13.55,-0.97,7.09,-6.9,True,False,,2,Troy Jackson,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.26,44.4,6,2.56,0.306,0,16169827,0,0,11038115,0,2839416,19827582,0,7708021,0,0,1425763,0,0,1263550,0,0,0,0,0,0,0,50.09,49.91,0.0,291529,290433,0,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,5.61,71.0,29.0,Lean D,2.99,5.2,7.66,-0.34,0.44,-0.63,-1.44,7.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.06,44.71,26,1.47,0.331,14514336,10898177,0,2552763,4473237,0,8143062,49198396,11961573,6680643,0,4142626,2220167,0,71845,849227,0,0,0,0,0,0,0,52.8,47.2,0.0,2093276,1870985,0,0,3964262
MN-SEN,senate,MN,SEN,Peggy Flanagan,Michele Tafoya,DEM,REP,,DEM,9.87,83.5,16.5,Likely D,6.66,5.2,11.05,-0.09,0.0,-0.72,4.34,5.53,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.18,41.09,5,4.99,0.194,6517348,5337942,0,1058604,1372728,0,1746564,7920529,5458744,3965545,0,2913200,2464154,0,177992,229000,0,7000,7878,0,0,294847,0,54.94,45.06,0.0,1251332,1026412,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.26,9.6,90.4,Likely R,-21.48,5.2,-14.19,-0.16,2.62,-0.37,-23.15,9.89,False,False,IND,0,,0.0,Ty Pinkins,3.54,0.0,,,0.0,confirmed,confirmed,39.49,45.44,2,-8.95,0.213,2384921,3825455,98038,847046,2535896,5352,2154757,98645,1537875,1759323,98301,351461,98642,64618,312330,1182050,0,25193,0,0,61083,60000,0,41.84,54.62,0.0,359631,469544,0,30430,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-29.33,0.2,99.6,Safe R,-13.86,5.2,-9.31,0.36,0.0,-1.01,-20.58,-8.75,False,True,IND,0,,0.0,Seth Bodnar,21.83,0.2,,,0.0,confirmed,confirmed,29.54,44.7,6,-16.15,0.252,58829,1984861,3238151,21485,1450719,977779,5394980,3314938,37011,534142,2260371,18727,88310,369366,6627,639500,93050,6522,0,0,0,0,0,22.59,51.92,3.66,95332,219139,15448,92155,422074
