date,state,chamber,dem_control_prob,proj_dem_mean,proj_control
2026-05-30,NC,Senate,0.2356,23.0,R
2026-05-30,ND,House,0.0,10.2,R
2026-05-30,ND,Senate,0.0,6.1,R
2026-05-30,NE,Legislature,0.0046,18.0,R
2026-05-30,NH,House,0.6144,213.5,D
2026-05-30,NH,Senate,0.3211,11.1,R
2026-05-30,NM,House,0.9542,45.7,D
2026-05-30,NV,Assembly,0.8946,27.7,D
2026-05-30,NV,Senate,0.9461,12.9,D
2026-05-30,NY,Assembly,0.9785,107.0,D
2026-05-30,NY,Senate,0.9619,43.3,D
2026-05-30,OH,House,0.1263,39.7,R
2026-05-30,OH,Senate,0.0109,11.1,R
2026-05-30,OK,House,0.0046,20.0,R
2026-05-30,OK,Senate,0.0,8.4,R
2026-05-30,OR,House,0.9477,38.8,D
2026-05-30,OR,Senate,0.9573,19.2,D
2026-05-30,PA,House,0.6962,108.0,D
2026-05-30,PA,Senate,0.2155,23.6,R
2026-05-30,RI,House,0.9728,61.2,D
2026-05-30,RI,Senate,0.9727,31.6,D
2026-05-30,SC,House,0.0613,42.7,R
2026-05-30,SD,House,0.0065,6.6,R
2026-05-30,SD,Senate,0.0056,4.5,R
2026-05-30,TN,House,0.0066,25.9,R
2026-05-30,TN,Senate,0.0009,6.5,R
2026-05-30,TX,House,0.2811,70.2,R
2026-05-30,TX,Senate,0.0545,12.4,R
2026-05-30,UT,House,0.0112,18.0,R
2026-05-30,UT,Senate,0.0001,6.8,R
2026-05-30,VT,House,0.9785,123.2,D
2026-05-30,VT,Senate,0.9975,27.4,D
2026-05-30,WA,House,0.96,63.7,D
2026-05-30,WA,Senate,0.9875,30.0,D
2026-05-30,WI,Assembly,0.5458,50.9,D
2026-05-30,WI,Senate,0.8388,18.3,D
2026-05-30,WV,House of Delegates,0.0007,12.6,R
2026-05-30,WV,Senate,0.0,2.1,R
2026-05-30,WY,House,0.0034,7.8,R
2026-05-30,WY,Senate,0.0,2.5,R
2026-05-31,AK,House,0.0696,16.7,Coalition
2026-05-31,AK,Senate,0.0283,8.9,Coalition
2026-05-31,AL,House,0.0127,30.2,R
2026-05-31,AL,Senate,0.0056,9.0,R
2026-05-31,AR,House,0.0094,23.7,R
2026-05-31,AR,Senate,0.0004,6.7,R
2026-05-31,AZ,House,0.4296,30.3,R
2026-05-31,AZ,Senate,0.5096,15.8,D
2026-05-31,CA,Assembly,0.9935,62.1,D
2026-05-31,CA,Senate,0.9996,31.2,D
2026-05-31,CO,House,0.9741,46.5,D
2026-05-31,CO,Senate,0.9903,23.8,D
2026-05-31,CT,House,0.9661,120.4,D
2026-05-31,CT,Senate,0.9293,28.2,D
2026-05-31,DE,House,0.9812,31.5,D
2026-05-31,DE,Senate,0.9965,15.7,D
2026-05-31,FL,House,0.1948,48.8,R
2026-05-31,FL,Senate,0.0219,13.8,R
2026-05-31,GA,House,0.3468,88.0,R
2026-05-31,GA,Senate,0.1857,25.4,R
2026-05-31,HI,House,0.9972,44.5,D
2026-05-31,HI,Senate,1.0,22.0,D
2026-05-31,IA,House,0.1987,41.6,R
2026-05-31,IA,Senate,0.0127,19.2,R
2026-05-31,ID,House,0.001,11.3,R
2026-05-31,ID,Senate,0.0002,6.2,R
2026-05-31,IL,House,0.9806,81.4,D
2026-05-31,IL,Senate,0.9976,42.5,D
2026-05-31,IN,House,0.0291,33.0,R
2026-05-31,IN,Senate,0.0019,11.8,R
2026-05-31,KS,House,0.0714,46.0,R
2026-05-31,KY,House,0.009,22.1,R
2026-05-31,KY,Senate,0.0005,6.9,R
2026-05-31,MA,House,0.996,138.0,D
2026-05-31,MA,Senate,0.9942,34.5,D
2026-05-31,MD,House of Delegates,0.9968,104.8,D
2026-05-31,MD,Senate,0.9946,35.4,D
2026-05-31,ME,House,0.6943,84.1,D
2026-05-31,ME,Senate,0.8557,21.9,D
2026-05-31,MI,House,0.5887,59.2,D
2026-05-31,MI,Senate,0.6336,21.5,D
2026-05-31,MN,House,0.7324,75.1,D
2026-05-31,MN,Senate,0.7521,37.8,D
2026-05-31,MO,House,0.0374,59.0,R
2026-05-31,MO,Senate,0.0009,11.4,R
2026-05-31,MT,House,0.0993,40.7,R
2026-05-31,MT,Senate,0.0131,19.2,R
2026-05-31,NC,House,0.3204,57.1,R
2026-05-31,NC,Senate,0.2347,22.9,R
2026-05-31,ND,House,0.0,10.1,R
2026-05-31,ND,Senate,0.0,6.1,R
2026-05-31,NE,Legislature,0.0047,18.0,R
2026-05-31,NH,House,0.6129,213.4,D
2026-05-31,NH,Senate,0.3197,11.1,R
2026-05-31,NM,House,0.9541,45.7,D
2026-05-31,NV,Assembly,0.8942,27.7,D
2026-05-31,NV,Senate,0.9459,12.9,D
2026-05-31,NY,Assembly,0.9785,106.9,D
2026-05-31,NY,Senate,0.9617,43.3,D
2026-05-31,OH,House,0.1255,39.7,R
2026-05-31,OH,Senate,0.0108,11.1,R
2026-05-31,OK,House,0.0046,20.0,R
2026-05-31,OK,Senate,0.0,8.4,R
2026-05-31,OR,House,0.9476,38.8,D
2026-05-31,OR,Senate,0.9571,19.2,D
2026-05-31,PA,House,0.6951,108.0,D
2026-05-31,PA,Senate,0.2147,23.6,R
2026-05-31,RI,House,0.9728,61.2,D
2026-05-31,RI,Senate,0.9725,31.5,D
2026-05-31,SC,House,0.0607,42.7,R
2026-05-31,SD,House,0.0064,6.6,R
2026-05-31,SD,Senate,0.0056,4.5,R
2026-05-31,TN,House,0.0066,25.9,R
2026-05-31,TN,Senate,0.0009,6.5,R
2026-05-31,TX,House,0.2798,70.2,R
2026-05-31,TX,Senate,0.0538,12.4,R
2026-05-31,UT,House,0.0109,18.0,R
2026-05-31,UT,Senate,0.0001,6.8,R
2026-05-31,VT,House,0.9785,123.2,D
2026-05-31,VT,Senate,0.9975,27.4,D
2026-05-31,WA,House,0.9599,63.7,D
2026-05-31,WA,Senate,0.9875,30.0,D
2026-05-31,WI,Assembly,0.5444,50.9,D
2026-05-31,WI,Senate,0.8384,18.3,D
2026-05-31,WV,House of Delegates,0.0007,12.6,R
2026-05-31,WV,Senate,0.0,2.1,R
2026-05-31,WY,House,0.0034,7.8,R
2026-05-31,WY,Senate,0.0,2.5,R
2026-06-01,AK,House,0.073,16.8,Coalition
2026-06-01,AK,Senate,0.0294,8.9,Coalition
2026-06-01,AL,House,0.0134,30.4,R
2026-06-01,AL,Senate,0.0058,9.1,R
2026-06-01,AR,House,0.0095,24.1,R
2026-06-01,AR,Senate,0.0004,6.8,R
2026-06-01,AZ,House,0.457,30.6,R
2026-06-01,AZ,Senate,0.5327,16.0,D
2026-06-01,CA,Assembly,0.9941,62.5,D
2026-06-01,CA,Senate,0.9996,31.3,D
2026-06-01,CO,House,0.9774,47.0,D
2026-06-01,CO,Senate,0.992,23.9,D
2026-06-01,CT,House,0.9711,121.8,D
2026-06-01,CT,Senate,0.9384,28.5,D
2026-06-01,DE,House,0.984,31.8,D
2026-06-01,DE,Senate,0.997,15.8,D
2026-06-01,FL,House,0.2132,49.8,R
2026-06-01,FL,Senate,0.0257,14.0,R
2026-06-01,GA,House,0.3739,88.7,R
2026-06-01,GA,Senate,0.2058,25.6,R
2026-06-01,HI,House,0.9973,44.6,D
2026-06-01,HI,Senate,1.0,22.0,D
2026-06-01,IA,House,0.2181,42.3,R
2026-06-01,IA,Senate,0.0138,19.4,R
2026-06-01,ID,House,0.0013,11.6,R
2026-06-01,ID,Senate,0.0003,6.4,R
2026-06-01,IL,House,0.9822,81.8,D
2026-06-01,IL,Senate,0.9977,42.7,D
2026-06-01,IN,House,0.0315,33.3,R
2026-06-01,IN,Senate,0.0023,11.9,R
2026-06-01,KS,House,0.0824,46.7,R
2026-06-01,KY,House,0.01,22.4,R
2026-06-01,KY,Senate,0.0006,7.0,R
2026-06-01,MA,House,0.996,138.4,D
2026-06-01,MA,Senate,0.9944,34.6,D
2026-06-01,MD,House of Delegates,0.997,105.2,D
2026-06-01,MD,Senate,0.9949,35.5,D
2026-06-01,ME,House,0.7197,85.4,D
2026-06-01,ME,Senate,0.8722,22.2,D
2026-06-01,MI,House,0.6158,60.1,D
2026-06-01,MI,Senate,0.6581,21.8,D
2026-06-01,MN,House,0.7563,76.0,D
2026-06-01,MN,Senate,0.78,38.3,D
2026-06-01,MO,House,0.0417,59.6,R
2026-06-01,MO,Senate,0.001,11.5,R
2026-06-01,MT,House,0.1109,41.2,R
2026-06-01,MT,Senate,0.0153,19.4,R
2026-06-01,NC,House,0.3505,57.8,R
2026-06-01,NC,Senate,0.254,23.2,R
2026-06-01,ND,House,0.0,10.3,R
2026-06-01,ND,Senate,0.0,6.1,R
2026-06-01,NE,Legislature,0.0056,18.1,R
2026-06-01,NH,House,0.6404,216.2,D
2026-06-01,NH,Senate,0.3471,11.4,R
2026-06-01,NM,House,0.9575,46.0,D
2026-06-01,NV,Assembly,0.9034,28.0,D
2026-06-01,NV,Senate,0.9504,13.0,D
2026-06-01,NY,Assembly,0.9802,107.7,D
2026-06-01,NY,Senate,0.965,43.6,D
2026-06-01,OH,House,0.1497,40.5,R
2026-06-01,OH,Senate,0.0129,11.3,R
2026-06-01,OK,House,0.0048,20.3,R
2026-06-01,OK,Senate,0.0,8.5,R
2026-06-01,OR,House,0.954,39.1,D
2026-06-01,OR,Senate,0.9627,19.4,D
2026-06-01,PA,House,0.7142,108.7,D
2026-06-01,PA,Senate,0.2296,23.8,R
2026-06-01,RI,House,0.9776,61.9,D
2026-06-01,RI,Senate,0.9767,31.9,D
2026-06-01,SC,House,0.0691,43.4,R
2026-06-01,SD,House,0.007,7.0,R
2026-06-01,SD,Senate,0.006,4.6,R
2026-06-01,TN,House,0.0073,26.2,R
2026-06-01,TN,Senate,0.0009,6.6,R
2026-06-01,TX,House,0.3047,71.0,R
2026-06-01,TX,Senate,0.0606,12.5,R
2026-06-01,UT,House,0.0122,18.3,R
2026-06-01,UT,Senate,0.0001,6.8,R
2026-06-01,VT,House,0.9808,124.2,D
2026-06-01,VT,Senate,0.9984,27.5,D
2026-06-01,WA,House,0.9634,64.1,D
2026-06-01,WA,Senate,0.9882,30.1,D
2026-06-01,WI,Assembly,0.5736,51.5,D
2026-06-01,WI,Senate,0.85,18.5,D
2026-06-01,WV,House of Delegates,0.0007,13.0,R
2026-06-01,WV,Senate,0.0,2.2,R
2026-06-01,WY,House,0.0036,7.9,R
2026-06-01,WY,Senate,0.0,2.6,R
2026-06-02,AK,House,0.0736,16.9,Coalition
2026-06-02,AK,Senate,0.0297,8.9,Coalition
2026-06-02,AL,House,0.0134,30.4,R
2026-06-02,AL,Senate,0.0058,9.1,R
2026-06-02,AR,House,0.0095,24.1,R
2026-06-02,AR,Senate,0.0004,6.8,R
2026-06-02,AZ,House,0.4576,30.6,R
2026-06-02,AZ,Senate,0.5331,16.0,D
2026-06-02,CA,Assembly,0.9941,62.5,D
2026-06-02,CA,Senate,0.9996,31.3,D
2026-06-02,CO,House,0.9774,47.0,D
2026-06-02,CO,Senate,0.992,24.0,D
2026-06-02,CT,House,0.9716,121.8,D
2026-06-02,CT,Senate,0.9389,28.5,D
2026-06-02,DE,House,0.9842,31.8,D
2026-06-02,DE,Senate,0.997,15.8,D
2026-06-02,FL,House,0.2132,49.8,R
2026-06-02,FL,Senate,0.0258,14.0,R
2026-06-02,GA,House,0.3752,88.8,R
2026-06-02,GA,Senate,0.2066,25.7,R
2026-06-02,HI,House,0.9973,44.6,D
2026-06-02,HI,Senate,1.0,22.0,D
2026-06-02,IA,House,0.2181,42.3,R
2026-06-02,IA,Senate,0.0138,19.4,R
2026-06-02,ID,House,0.0012,11.6,R
2026-06-02,ID,Senate,0.0003,6.4,R
2026-06-02,IL,House,0.9824,81.8,D
2026-06-02,IL,Senate,0.9977,42.7,D
2026-06-02,IN,House,0.0315,33.3,R
2026-06-02,IN,Senate,0.0023,11.9,R
2026-06-02,KS,House,0.0824,46.7,R
2026-06-02,KY,House,0.01,22.4,R
2026-06-02,KY,Senate,0.0006,7.0,R
2026-06-02,MA,House,0.996,138.4,D
2026-06-02,MA,Senate,0.9944,34.6,D
2026-06-02,MD,House of Delegates,0.9971,105.2,D
2026-06-02,MD,Senate,0.9949,35.5,D
2026-06-02,ME,House,0.7195,85.4,D
2026-06-02,ME,Senate,0.8722,22.2,D
2026-06-02,MI,House,0.6163,60.1,D
2026-06-02,MI,Senate,0.6586,21.8,D
2026-06-02,MN,House,0.7567,76.0,D
2026-06-02,MN,Senate,0.7804,38.3,D
2026-06-02,MO,House,0.0415,59.6,R
2026-06-02,MO,Senate,0.001,11.5,R
2026-06-02,MT,House,0.1118,41.3,R
2026-06-02,MT,Senate,0.0153,19.4,R
2026-06-02,NC,House,0.3504,57.8,R
2026-06-02,NC,Senate,0.2539,23.2,R
2026-06-02,ND,House,0.0,10.3,R
2026-06-02,ND,Senate,0.0,6.1,R
2026-06-02,NE,Legislature,0.0056,18.1,R
2026-06-02,NH,House,0.6409,216.2,D
2026-06-02,NH,Senate,0.3471,11.4,R
2026-06-02,NM,House,0.9578,46.0,D
2026-06-02,NV,Assembly,0.9041,28.0,D
2026-06-02,NV,Senate,0.9506,13.0,D
2026-06-02,NY,Assembly,0.9802,107.7,D
2026-06-02,NY,Senate,0.9652,43.7,D
2026-06-02,OH,House,0.1495,40.6,R
2026-06-02,OH,Senate,0.0128,11.3,R
2026-06-02,OK,House,0.0048,20.3,R
2026-06-02,OK,Senate,0.0,8.5,R
2026-06-02,OR,House,0.9543,39.1,D
2026-06-02,OR,Senate,0.963,19.4,D
2026-06-02,PA,House,0.7148,108.7,D
2026-06-02,PA,Senate,0.2296,23.8,R
2026-06-02,RI,House,0.9777,62.0,D
2026-06-02,RI,Senate,0.9768,31.9,D
2026-06-02,SC,House,0.0688,43.4,R
2026-06-02,SD,House,0.007,7.0,R
2026-06-02,SD,Senate,0.006,4.6,R
2026-06-02,TN,House,0.0073,26.2,R
2026-06-02,TN,Senate,0.0009,6.6,R
2026-06-02,TX,House,0.3049,71.1,R
2026-06-02,TX,Senate,0.0606,12.5,R
2026-06-02,UT,House,0.0122,18.3,R
2026-06-02,UT,Senate,0.0001,6.8,R
2026-06-02,VT,House,0.9812,124.2,D
2026-06-02,VT,Senate,0.9984,27.5,D
2026-06-02,WA,House,0.9635,64.1,D
2026-06-02,WA,Senate,0.9883,30.1,D
2026-06-02,WI,Assembly,0.5742,51.5,D
2026-06-02,WI,Senate,0.8507,18.5,D
2026-06-02,WV,House of Delegates,0.0007,13.0,R
2026-06-02,WV,Senate,0.0,2.2,R
2026-06-02,WY,House,0.0036,7.9,R
2026-06-02,WY,Senate,0.0,2.6,R
2026-06-03,AK,House,0.0729,16.8,Coalition
2026-06-03,AK,Senate,0.0294,8.9,Coalition
2026-06-03,AL,House,0.0134,30.4,R
2026-06-03,AL,Senate,0.0058,9.1,R
2026-06-03,AR,House,0.0095,24.1,R
2026-06-03,AR,Senate,0.0004,6.8,R
2026-06-03,AZ,House,0.4579,30.6,R
2026-06-03,AZ,Senate,0.5336,16.0,D
2026-06-03,CA,Assembly,0.9941,62.5,D
2026-06-03,CA,Senate,0.9996,31.3,D
2026-06-03,CO,House,0.9775,47.0,D
2026-06-03,CO,Senate,0.992,24.0,D
2026-06-03,CT,House,0.9716,121.8,D
2026-06-03,CT,Senate,0.9391,28.5,D
2026-06-03,DE,House,0.9843,31.8,D
2026-06-03,DE,Senate,0.997,15.8,D
2026-06-03,FL,House,0.2133,49.8,R
2026-06-03,FL,Senate,0.0258,14.0,R
2026-06-03,GA,House,0.3755,88.8,R
2026-06-03,GA,Senate,0.2064,25.7,R
2026-06-03,HI,House,0.9974,44.6,D
2026-06-03,HI,Senate,1.0,22.0,D
2026-06-03,IA,House,0.2181,42.3,R
2026-06-03,IA,Senate,0.0138,19.4,R
2026-06-03,ID,House,0.0012,11.6,R
2026-06-03,ID,Senate,0.0003,6.4,R
2026-06-03,IL,House,0.9824,81.8,D
2026-06-03,IL,Senate,0.9977,42.7,D
2026-06-03,IN,House,0.0315,33.3,R
2026-06-03,IN,Senate,0.0023,11.9,R
2026-06-03,KS,House,0.0822,46.7,R
2026-06-03,KY,House,0.01,22.4,R
2026-06-03,KY,Senate,0.0006,7.0,R
2026-06-03,MA,House,0.996,138.4,D
2026-06-03,MA,Senate,0.9944,34.6,D
2026-06-03,MD,House of Delegates,0.9971,105.2,D
2026-06-03,MD,Senate,0.995,35.5,D
2026-06-03,ME,House,0.7152,85.2,D
2026-06-03,ME,Senate,0.8704,22.2,D
2026-06-03,MI,House,0.6169,60.1,D
2026-06-03,MI,Senate,0.6589,21.8,D
2026-06-03,MN,House,0.7571,76.0,D
2026-06-03,MN,Senate,0.7812,38.3,D
2026-06-03,MO,House,0.0414,59.6,R
2026-06-03,MO,Senate,0.001,11.5,R
2026-06-03,MT,House,0.1082,41.1,R
2026-06-03,MT,Senate,0.0152,19.3,R
2026-06-03,NC,House,0.3505,57.8,R
2026-06-03,NC,Senate,0.2537,23.2,R
2026-06-03,ND,House,0.0,10.3,R
2026-06-03,ND,Senate,0.0,6.1,R
2026-06-03,NE,Legislature,0.0055,18.1,R
2026-06-03,NH,House,0.6419,216.2,D
2026-06-03,NH,Senate,0.3472,11.4,R
2026-06-03,NM,House,0.9578,46.0,D
2026-06-03,NV,Assembly,0.9042,28.0,D
2026-06-03,NV,Senate,0.9506,13.0,D
2026-06-03,NY,Assembly,0.9802,107.7,D
2026-06-03,NY,Senate,0.9654,43.7,D
2026-06-03,OH,House,0.1494,40.6,R
2026-06-03,OH,Senate,0.0128,11.3,R
2026-06-03,OK,House,0.0048,20.3,R
2026-06-03,OK,Senate,0.0,8.5,R
2026-06-03,OR,House,0.9546,39.1,D
2026-06-03,OR,Senate,0.9632,19.4,D
2026-06-03,PA,House,0.7154,108.7,D
2026-06-03,PA,Senate,0.2296,23.8,R
2026-06-03,RI,House,0.9779,62.0,D
2026-06-03,RI,Senate,0.9769,31.9,D
2026-06-03,SC,House,0.0686,43.4,R
2026-06-03,SD,House,0.007,7.0,R
2026-06-03,SD,Senate,0.006,4.6,R
2026-06-03,TN,House,0.0073,26.2,R
2026-06-03,TN,Senate,0.0009,6.6,R
2026-06-03,TX,House,0.305,71.1,R
2026-06-03,TX,Senate,0.0606,12.5,R
2026-06-03,UT,House,0.0122,18.3,R
2026-06-03,UT,Senate,0.0001,6.8,R
2026-06-03,VT,House,0.9812,124.2,D
2026-06-03,VT,Senate,0.9984,27.5,D
2026-06-03,WA,House,0.9636,64.1,D
2026-06-03,WA,Senate,0.9883,30.1,D
2026-06-03,WI,Assembly,0.5744,51.6,D
2026-06-03,WI,Senate,0.8511,18.5,D
2026-06-03,WV,House of Delegates,0.0007,13.0,R
2026-06-03,WV,Senate,0.0,2.2,R
2026-06-03,WY,House,0.0036,7.9,R
2026-06-03,WY,Senate,0.0,2.6,R
2026-06-04,AK,House,0.0733,16.9,Coalition
2026-06-04,AK,Senate,0.0294,8.9,Coalition
2026-06-04,AL,House,0.0134,30.4,R
2026-06-04,AL,Senate,0.0058,9.1,R
2026-06-04,AR,House,0.0095,24.1,R
2026-06-04,AR,Senate,0.0004,6.8,R
2026-06-04,AZ,House,0.458,30.6,R
2026-06-04,AZ,Senate,0.534,16.0,D
2026-06-04,CA,Assembly,0.9941,62.5,D
2026-06-04,CA,Senate,0.9996,31.3,D
2026-06-04,CO,House,0.9776,47.0,D
2026-06-04,CO,Senate,0.992,24.0,D
2026-06-04,CT,House,0.9719,121.9,D
2026-06-04,CT,Senate,0.9394,28.5,D
2026-06-04,DE,House,0.9844,31.8,D
2026-06-04,DE,Senate,0.997,15.8,D
2026-06-04,FL,House,0.2135,49.8,R
2026-06-04,FL,Senate,0.0256,14.0,R
2026-06-04,GA,House,0.3759,88.8,R
2026-06-04,GA,Senate,0.2064,25.7,R
2026-06-04,HI,House,0.9974,44.6,D
2026-06-04,HI,Senate,1.0,22.0,D
2026-06-04,IA,House,0.2175,42.3,R
2026-06-04,IA,Senate,0.0138,19.4,R
2026-06-04,ID,House,0.0012,11.6,R
2026-06-04,ID,Senate,0.0003,6.4,R
2026-06-04,IL,House,0.9824,81.8,D
2026-06-04,IL,Senate,0.9977,42.7,D
2026-06-04,IN,House,0.0315,33.3,R
2026-06-04,IN,Senate,0.0023,11.9,R
2026-06-04,KS,House,0.0822,46.7,R
2026-06-04,KY,House,0.01,22.4,R
2026-06-04,KY,Senate,0.0006,7.0,R
2026-06-04,MA,House,0.996,138.5,D
2026-06-04,MA,Senate,0.9944,34.6,D
2026-06-04,MD,House of Delegates,0.9971,105.2,D
2026-06-04,MD,Senate,0.995,35.5,D
2026-06-04,ME,House,0.7189,85.4,D
2026-06-04,ME,Senate,0.8723,22.2,D
2026-06-04,MI,House,0.6185,60.2,D
2026-06-04,MI,Senate,0.661,21.9,D
2026-06-04,MN,House,0.7577,76.0,D
2026-06-04,MN,Senate,0.7815,38.3,D
2026-06-04,MO,House,0.0415,59.6,R
2026-06-04,MO,Senate,0.001,11.5,R
2026-06-04,MT,House,0.1114,41.3,R
2026-06-04,MT,Senate,0.0153,19.4,R
2026-06-04,NC,House,0.351,57.8,R
2026-06-04,NC,Senate,0.2535,23.2,R
2026-06-04,ND,House,0.0,10.3,R
2026-06-04,ND,Senate,0.0,6.1,R
2026-06-04,NE,Legislature,0.0056,18.2,R
2026-06-04,NH,House,0.6428,216.3,D
2026-06-04,NH,Senate,0.3473,11.4,R
2026-06-04,NM,House,0.958,46.0,D
2026-06-04,NV,Assembly,0.9046,28.0,D
2026-06-04,NV,Senate,0.951,13.0,D
2026-06-04,NY,Assembly,0.9802,107.7,D
2026-06-04,NY,Senate,0.9654,43.7,D
2026-06-04,OH,House,0.1493,40.6,R
2026-06-04,OH,Senate,0.0128,11.3,R
2026-06-04,OK,House,0.0048,20.3,R
2026-06-04,OK,Senate,0.0,8.5,R
2026-06-04,OR,House,0.9547,39.1,D
2026-06-04,OR,Senate,0.9633,19.4,D
2026-06-04,PA,House,0.7158,108.7,D
2026-06-04,PA,Senate,0.2297,23.8,R
2026-06-04,RI,House,0.9781,62.0,D
2026-06-04,RI,Senate,0.9771,31.9,D
2026-06-04,SC,House,0.0685,43.5,R
2026-06-04,SD,House,0.007,7.0,R
2026-06-04,SD,Senate,0.006,4.6,R
2026-06-04,TN,House,0.0073,26.2,R
2026-06-04,TN,Senate,0.0009,6.6,R
2026-06-04,TX,House,0.3047,71.0,R
2026-06-04,TX,Senate,0.0605,12.5,R
2026-06-04,UT,House,0.0122,18.3,R
2026-06-04,UT,Senate,0.0001,6.8,R
2026-06-04,VT,House,0.9812,124.2,D
2026-06-04,VT,Senate,0.9984,27.5,D
2026-06-04,WA,House,0.9637,64.1,D
2026-06-04,WA,Senate,0.9884,30.1,D
2026-06-04,WI,Assembly,0.575,51.6,D
2026-06-04,WI,Senate,0.8515,18.5,D
2026-06-04,WV,House of Delegates,0.0007,13.0,R
2026-06-04,WV,Senate,0.0,2.2,R
2026-06-04,WY,House,0.0036,7.9,R
2026-06-04,WY,Senate,0.0,2.6,R
2026-06-05,AK,House,0.0727,16.8,Coalition
2026-06-05,AK,Senate,0.0294,8.9,Coalition
2026-06-05,AL,House,0.0134,30.4,R
2026-06-05,AL,Senate,0.0058,9.1,R
2026-06-05,AR,House,0.0095,24.1,R
2026-06-05,AR,Senate,0.0004,6.8,R
2026-06-05,AZ,House,0.4575,30.6,R
2026-06-05,AZ,Senate,0.5334,16.0,D
2026-06-05,CA,Assembly,0.9941,62.5,D
2026-06-05,CA,Senate,0.9996,31.3,D
2026-06-05,CO,House,0.9776,47.0,D
2026-06-05,CO,Senate,0.992,24.0,D
2026-06-05,CT,House,0.9719,121.9,D
2026-06-05,CT,Senate,0.9394,28.5,D
2026-06-05,DE,House,0.9844,31.8,D
2026-06-05,DE,Senate,0.997,15.8,D
2026-06-05,FL,House,0.2127,49.8,R
2026-06-05,FL,Senate,0.0254,14.0,R
2026-06-05,GA,House,0.3749,88.8,R
2026-06-05,GA,Senate,0.206,25.7,R
2026-06-05,HI,House,0.9974,44.6,D
2026-06-05,HI,Senate,1.0,22.0,D
2026-06-05,IA,House,0.2171,42.3,R
2026-06-05,IA,Senate,0.0137,19.4,R
2026-06-05,ID,House,0.0012,11.6,R
2026-06-05,ID,Senate,0.0003,6.4,R
2026-06-05,IL,House,0.9824,81.8,D
2026-06-05,IL,Senate,0.9977,42.7,D
2026-06-05,IN,House,0.0313,33.3,R
2026-06-05,IN,Senate,0.0023,11.9,R
2026-06-05,KS,House,0.0816,46.7,R
2026-06-05,KY,House,0.0099,22.4,R
2026-06-05,KY,Senate,0.0006,7.0,R
2026-06-05,MA,House,0.996,138.5,D
2026-06-05,MA,Senate,0.9944,34.6,D
2026-06-05,MD,House of Delegates,0.9971,105.1,D
2026-06-05,MD,Senate,0.995,35.5,D
2026-06-05,ME,House,0.7194,85.4,D
2026-06-05,ME,Senate,0.8728,22.2,D
2026-06-05,MI,House,0.6181,60.1,D
2026-06-05,MI,Senate,0.6604,21.9,D
2026-06-05,MN,House,0.7574,76.0,D
2026-06-05,MN,Senate,0.7815,38.3,D
2026-06-05,MO,House,0.0413,59.6,R
2026-06-05,MO,Senate,0.001,11.5,R
2026-06-05,MT,House,0.1101,41.3,R
2026-06-05,MT,Senate,0.0153,19.4,R
2026-06-05,NC,House,0.3503,57.8,R
2026-06-05,NC,Senate,0.2531,23.2,R
2026-06-05,ND,House,0.0,10.3,R
2026-06-05,ND,Senate,0.0,6.1,R
2026-06-05,NE,Legislature,0.0053,18.1,R
2026-06-05,NH,House,0.6421,216.2,D
2026-06-05,NH,Senate,0.3466,11.4,R
2026-06-05,NM,House,0.958,46.0,D
2026-06-05,NV,Assembly,0.9047,28.0,D
2026-06-05,NV,Senate,0.9513,13.0,D
2026-06-05,NY,Assembly,0.9802,107.7,D
2026-06-05,NY,Senate,0.9655,43.7,D
2026-06-05,OH,House,0.1487,40.5,R
2026-06-05,OH,Senate,0.0128,11.3,R
2026-06-05,OK,House,0.0048,20.3,R
2026-06-05,OK,Senate,0.0,8.5,R
2026-06-05,OR,House,0.9549,39.1,D
2026-06-05,OR,Senate,0.9633,19.4,D
2026-06-05,PA,House,0.7157,108.7,D
2026-06-05,PA,Senate,0.2288,23.8,R
2026-06-05,RI,House,0.9781,62.0,D
2026-06-05,RI,Senate,0.9772,31.9,D
2026-06-05,SC,House,0.0682,43.4,R
2026-06-05,SD,House,0.007,7.0,R
2026-06-05,SD,Senate,0.006,4.6,R
2026-06-05,TN,House,0.0073,26.2,R
2026-06-05,TN,Senate,0.0009,6.6,R
2026-06-05,TX,House,0.3043,71.0,R
2026-06-05,TX,Senate,0.0604,12.5,R
2026-06-05,UT,House,0.0122,18.3,R
2026-06-05,UT,Senate,0.0001,6.8,R
2026-06-05,VT,House,0.9812,124.2,D
2026-06-05,VT,Senate,0.9984,27.5,D
2026-06-05,WA,House,0.9637,64.1,D
2026-06-05,WA,Senate,0.9884,30.1,D
2026-06-05,WI,Assembly,0.5742,51.6,D
2026-06-05,WI,Senate,0.8516,18.5,D
2026-06-05,WV,House of Delegates,0.0007,12.9,R
2026-06-05,WV,Senate,0.0,2.2,R
2026-06-05,WY,House,0.0036,7.9,R
2026-06-05,WY,Senate,0.0,2.6,R
2026-06-06,AK,House,0.0729,16.8,Coalition
2026-06-06,AK,Senate,0.0294,8.9,Coalition
2026-06-06,AL,House,0.0134,30.4,R
2026-06-06,AL,Senate,0.0058,9.1,R
2026-06-06,AR,House,0.0095,24.1,R
2026-06-06,AR,Senate,0.0004,6.8,R
2026-06-06,AZ,House,0.4575,30.6,R
2026-06-06,AZ,Senate,0.5335,16.0,D
2026-06-06,CA,Assembly,0.9942,62.5,D
2026-06-06,CA,Senate,0.9996,31.3,D
