race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
FL-09,house,FL,09,Darren Soto,Dan Green,DEM,REP,DEM,DEM,-0.26,48.5,51.5,Toss-up,-11.72,5.5,0.84,0.37,5.65,1.03,-17.93,17.68,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.0,41.0,1,-2.45,0.285,2157834,1298516,0,1187355,363243,0,37424,15570,984598,935273,0,14844,5427,0,1387044,8500,0,0,1140000,0,0,1140000,0,49.87,50.13,0.0,131102,131778,0,0,262880
FL-10,house,FL,10,Maxwell Frost,(no Republican filed),DEM,REP,DEM,DEM,38.4,100.0,0.0,Safe D,29.82,5.5,38.4,0.0,2.11,0.97,24.29,14.11,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,,,,0,,0.0,3474867,0,0,1283056,0,0,0,0,3283537,0,0,1846965,0,0,289100,0,0,8250,0,0,0,0,0,69.2,30.8,0.0,145284,64657,0,0,209940
FL-11,house,FL,11,James Pericola,Joe Strada,DEM,REP,,REP,-7.5,22.6,77.4,Likely R,-11.43,5.5,-8.36,-2.59,0.0,0.17,-15.84,8.34,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.8,42.1,1,-2.64,0.169,119754,5248640,0,32231,2248903,0,0,244363,87523,2999737,0,2780,5630,0,0,0,0,64965,5000000,0,59965,5000000,0,46.25,53.75,0.0,145903,169568,0,0,315471
FL-12,house,FL,12,Kimberly Overman,Gus Bilirakis,DEM,REP,REP,REP,-11.95,11.6,88.4,Likely R,-9.94,5.5,-11.95,-1.45,-6.47,0.41,-15.55,3.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,186813,1588538,0,4906,554070,0,0,0,181906,1155885,0,76617,7612,0,852,828700,0,14001,0,0,30748,0,0,44.02,55.98,0.0,118469,150640,0,0,269109
FL-13,house,FL,13,Leela Gray,Anna Paulina Luna,DEM,REP,REP,REP,-5.02,30.6,69.4,Lean R,-9.09,5.5,-5.09,-0.71,-0.35,-0.43,-13.46,8.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.63,46.6,4,-4.25,0.287,1223069,3233312,0,683295,1474124,0,0,3279,539774,1890603,0,198220,1125753,0,70500,103000,0,7000,0,0,7000,0,0,47.49,52.51,0.0,136065,150440,0,0,286505
FL-14,house,FL,14,Kathy Castor,Mike Beltran,DEM,REP,DEM,DEM,6.27,73.6,26.4,Lean D,-5.8,5.5,5.84,0.08,5.55,0.51,-10.62,16.89,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.2,37.5,1,9.78,0.15,2337999,2116747,0,1744723,1939864,0,122129,30354,820006,176884,0,194116,5843,0,877242,0,0,0,2014000,0,0,2019210,0,53.14,46.86,0.0,144858,127758,0,0,272616
FL-15,house,FL,15,Robert People,Laurel Lee,DEM,REP,REP,REP,-15.32,6.4,93.6,Likely R,-14.62,5.5,-15.32,-2.46,-3.69,-0.05,-20.09,4.77,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,40108,2346664,0,3474,1960682,0,0,0,36634,820753,0,11851,3293,0,200,852500,0,17072,0,0,10440,0,0,42.34,57.66,0.0,118621,161543,0,0,280164
FL-16,house,FL,16,Kelly Kirschner,Sydney Gruters,DEM,REP,,REP,-3.83,34.9,65.1,Lean R,-8.67,5.5,-4.54,-1.19,0.0,-0.19,-13.81,9.98,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,39.0,1,-1.57,0.28,296507,1087683,0,80738,622381,0,0,1635707,215769,465301,0,35358,4074,0,0,120500,0,502,7000,0,106,0,0,48.08,51.92,0.0,145797,157417,0,0,303214
FL-17,house,FL,17,Matthew Montavon,Greg Steube,DEM,REP,REP,REP,-18.13,3.6,96.4,Safe R,-17.18,5.5,-18.13,-1.69,-4.39,-0.37,-22.24,4.11,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,96489,1337887,0,23859,2083868,0,0,0,72590,845315,0,17810,132513,0,0,580500,0,38579,0,0,33000,0,0,40.93,59.07,0.0,129947,187508,0,0,317455
FL-18,house,FL,18,Curtis Gibson,Scott Franklin,DEM,REP,REP,REP,-10.92,13.7,86.3,Likely R,-12.24,5.5,-10.92,-2.0,-2.65,0.48,-17.1,6.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12208,850000,0,1452,960764,0,0,0,10756,371131,0,2460,2509,0,0,377500,0,9748,0,0,0,298500,0,44.54,55.46,0.0,116018,144456,0,0,260473
FL-19,house,FL,19,Victor Arias,Jim Schwartzel,DEM,REP,,REP,-22.09,1.5,98.5,Safe R,-25.42,5.5,-22.09,-2.21,0.0,0.04,-30.42,8.32,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,45356,2065485,0,19203,181899,0,47879,0,26154,1883586,0,3106,5706,0,0,9500,0,30500,1050000,0,36454,1050000,0,38.95,61.05,0.0,115669,181269,0,0,296938
FL-20,house,FL,20,Debbie Wasserman Schultz,Brent Andersen,DEM,REP,DEM,DEM,54.1,100.0,0.0,Safe D,43.68,5.5,54.1,2.43,1.67,0.83,37.5,16.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3300107,63849,0,1861373,40623,0,306365,66500,2496043,23226,0,95739,1037,0,728500,0,0,0,0,0,0,0,0,77.05,22.95,0.0,175507,52273,0,0,227780
FL-21,house,FL,21,James Martin,Brian Mast,DEM,REP,REP,REP,-13.97,8.2,91.8,Likely R,-11.48,5.5,-13.97,-1.45,-6.47,-0.06,-16.36,2.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,579319,4308890,0,188045,2928458,0,0,50950,391274,3151810,0,73882,1156653,0,0,389200,0,150001,0,0,150000,0,0,43.02,56.98,0.0,136069,180242,0,0,316310
FL-22,house,FL,22,Pia Dandiya,Casey Askar,DEM,REP,,DEM,0.97,54.3,45.7,Toss-up,-3.83,5.5,2.48,-0.01,0.0,0.83,-10.6,11.57,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,49.55,49.33,2,-2.21,0.288,2284052,2567760,0,1296684,1048396,0,704806,0,987368,1519364,0,267274,410,0,72001,0,0,247000,2500000,0,247000,2100000,0,50.48,49.52,0.0,137173,134546,0,0,271719
FL-23,house,FL,23,Lois Frankel,Deborah Adeimy,DEM,REP,DEM,DEM,31.97,99.9,0.1,Safe D,20.58,5.5,31.97,1.81,3.42,0.66,13.94,18.03,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2276254,162515,0,1212162,33691,0,151713,0,1351534,132432,0,490011,6508,0,525250,0,0,0,87004,0,0,65466,0,65.98,34.02,0.0,157023,80949,0,0,237972
FL-24,house,FL,24,Oliver Gilbert,Mayonna Te Brown,DEM,REP,,DEM,54.99,100.0,0.0,Safe D,47.69,5.5,54.99,0.02,0.0,1.78,39.08,15.92,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,812143,313318,0,229093,298626,0,895056,2308884,583050,14693,0,7123,1225,0,25000,0,0,0,306068,0,0,306068,0,77.5,22.5,0.0,151101,43877,0,0,194978
FL-25,house,FL,25,Jared Moskowitz,Scott Singer,DEM,REP,DEM,DEM,6.92,75.6,24.4,Likely D,-2.03,5.5,6.87,0.15,2.65,0.59,-9.22,16.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,51.0,39.0,1,10.15,0.15,2998428,2245960,0,1882634,466219,0,559574,1032564,1465081,1779741,0,528039,187835,0,561392,38000,0,0,724010,0,20700,579453,0,53.46,46.54,0.0,141842,123484,0,0,265327
FL-26,house,FL,26,Nicole Locklin,Mario Diaz-Balart,DEM,REP,REP,REP,-10.31,15.1,84.9,Likely R,-9.45,5.5,-10.31,-1.25,-8.17,3.07,-18.5,8.2,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,347681,2060782,0,198600,2538703,0,0,0,149082,1341399,0,72396,2622,0,0,845150,0,250918,0,0,250000,0,0,44.85,55.15,0.0,102669,126263,0,0,228932
FL-27,house,FL,27,Eliott Rodriguez,Maria Salazar,DEM,REP,REP,REP,-5.53,28.9,71.1,Lean R,-6.61,5.5,-5.97,-0.8,-7.1,3.03,-14.7,9.17,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,45.0,1,-2.45,0.285,661173,1999399,0,325097,2259547,0,0,25000,336076,1150679,0,64968,17867,0,0,533179,0,7000,2493,0,0,14300,0,47.24,52.76,0.0,111901,124995,0,0,236896
FL-28,house,FL,28,Phil Ehr,Carlos Gimenez,DEM,REP,REP,REP,-13.96,8.2,91.8,Likely R,-16.09,5.5,-15.72,-0.22,-7.91,3.0,-25.63,11.67,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.0,45.0,1,-2.25,0.15,438286,601254,0,454610,692873,0,0,0,76322,484409,0,9365,2016,0,0,276750,0,343200,0,0,644084,0,0,43.02,56.98,0.0,101373,134267,0,0,235640
GA-01,house,GA,01,Amanda Hollowell,Jim Kingston,DEM,REP,,REP,-8.31,20.3,79.7,Likely R,-11.6,5.5,-8.31,-1.91,0.0,-0.3,-15.92,7.61,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,162500,1944528,0,7389,294093,0,0,2151837,155572,1650436,0,44845,24117,0,1000,202450,0,32512,0,0,32512,0,0,45.85,54.15,0.0,116787,137945,0,0,254732
GA-02,house,GA,02,Sanford Bishop,Matt Day,DEM,REP,DEM,DEM,24.33,99.2,0.8,Safe D,12.26,5.5,24.33,1.14,5.49,-0.06,7.66,16.68,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1126530,206344,0,447808,1768,0,0,0,861583,204576,0,19920,0,0,738750,0,0,0,182288,0,0,50000,0,62.17,37.83,0.0,137797,83863,0,0,221660
GA-03,house,GA,03,Maura Keller,Brian Jack,DEM,REP,REP,REP,-28.88,0.2,99.8,Safe R,-26.5,5.5,-28.88,-1.76,-5.67,-0.45,-29.88,1.0,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,150514,2045913,0,87576,1142625,0,0,0,65894,1143464,0,47952,212179,0,4000,836640,0,0,0,0,25520,8770,0,35.56,64.44,0.0,104168,188758,0,0,292926
GA-04,house,GA,04,Henry Johnson,James Duffie,DEM,REP,DEM,DEM,65.64,100.0,0.0,Safe D,58.26,5.5,65.64,0.0,1.33,0.56,53.04,12.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,402315,0,0,117906,0,0,0,0,396085,0,0,19345,0,0,317529,0,0,0,0,0,5211,0,0,82.82,17.18,0.0,179276,37183,0,0,216459
GA-05,house,GA,05,Nikema Williams,John Salvesen,DEM,REP,DEM,DEM,84.1,100.0,0.0,Safe D,76.66,5.5,84.1,0.0,1.79,0.14,72.33,11.77,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,599715,0,0,76092,0,0,0,0,536865,0,0,26128,0,0,402755,0,0,0,0,0,0,0,0,92.05,7.95,0.0,226820,19594,0,0,246414
GA-06,house,GA,06,Lucy McBath,Kevin Martin,DEM,REP,DEM,DEM,63.4,100.0,0.0,Safe D,53.79,5.5,63.4,2.07,1.78,0.26,50.34,13.06,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,896856,10320,0,676349,100,0,0,0,1173781,10220,0,53943,0,0,344217,0,0,0,10320,0,0,10320,0,81.7,18.3,0.0,214939,48151,0,0,263091
GA-07,house,GA,07,Tony Kozycki,Rich McCormick,DEM,REP,REP,REP,-16.76,4.8,95.2,Safe R,-18.48,5.5,-20.64,-1.01,-6.18,-0.47,-22.27,5.51,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.0,46.0,1,-5.56,0.265,392831,1642413,0,277427,1007984,0,0,0,115405,1332251,0,14428,11662,0,5000,435500,0,316702,0,0,316702,1000,0,41.62,58.38,0.0,125926,176631,0,0,302558
GA-08,house,GA,08,Kelly Esti,Austin Scott,DEM,REP,REP,REP,-29.24,0.2,99.8,Safe R,-26.32,5.5,-29.24,-2.12,-6.01,-0.3,-30.76,1.51,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,19343,1124952,0,1688,1349452,0,1748,0,24003,755665,0,843,1338,0,0,703250,0,1000,0,0,0,0,0,35.38,64.62,0.0,85609,156378,0,0,241986
GA-09,house,GA,09,Caitlyn Gegen,Andrew Clyde,DEM,REP,REP,REP,-30.31,0.1,99.9,Safe R,-30.64,5.5,-30.31,-1.43,-3.57,-0.17,-34.33,4.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43387,671072,0,4670,176253,0,44440,35522,38718,590804,0,10051,44424,0,2000,118711,0,6181,0,0,0,1298864,0,34.84,65.16,0.0,97956,183182,0,0,281138
GA-10,house,GA,10,Pamela DeLancy,Houston Gaines,DEM,REP,,REP,-15.95,5.7,94.3,Likely R,-17.58,5.5,-15.95,-2.86,-0.63,-0.38,-20.93,4.99,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,23080,2303880,0,8705,703420,0,0,2841837,11121,1600460,0,3980,35638,0,0,214510,0,7600,0,0,4100,0,0,42.03,57.97,0.0,121787,168008,0,0,289794
GA-11,house,GA,11,Chris Harden,John Cowan,DEM,REP,,REP,-17.05,4.6,95.4,Safe R,-20.01,5.5,-17.05,-2.21,0.0,-0.33,-23.52,6.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,76330,2347796,0,2237,17630,0,40096,815942,63995,2330167,0,14075,6233,0,2000,120000,0,17,1750020,0,87,1774962,0,41.48,58.52,0.0,122147,172354,0,0,294500
GA-12,house,GA,12,Ceretta Smith,Rick Allen,DEM,REP,REP,REP,-11.38,12.7,87.3,Likely R,-9.47,5.5,-11.38,-1.96,-5.19,-0.27,-14.2,2.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,26696,993220,0,3502,1320958,0,0,0,23291,847219,0,13242,30510,0,0,510750,0,1753,0,0,0,1639945,0,44.31,55.69,0.0,108195,135993,0,0,244189
GA-13,house,GA,13,Jasmine Clark,Jonathan Chavez,DEM,REP,,DEM,51.19,100.0,0.0,Safe D,45.42,5.5,51.19,0.0,-0.08,0.35,42.65,8.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1619079,0,0,229145,0,0,4218293,0,1389935,0,0,1022238,0,0,55173,0,0,0,0,0,0,0,0,75.59,24.41,0.0,193020,62320,0,0,255340
GA-14,house,GA,14,Shawn Harris,Clay Fuller,DEM,REP,REP,REP,-21.44,1.7,98.3,Safe R,-33.92,5.5,-21.44,0.62,6.73,-0.37,-37.03,15.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,8098514,1846892,0,18230,70518,0,44069,5002827,8080284,1776374,0,6218091,173151,0,13688,305481,0,0,450000,0,0,411902,0,39.28,60.72,0.0,106161,164098,0,0,270259
HI-01,house,HI,01,Ed Case,Adriel Lam,DEM,REP,DEM,DEM,48.41,100.0,0.0,Safe D,29.12,5.5,48.41,0.0,14.37,-0.58,25.17,23.24,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1093795,0,0,599649,0,0,0,0,810804,0,0,18123,0,0,522597,0,0,0,0,0,0,0,0,74.2,25.8,0.0,129252,44934,0,0,174187
HI-02,house,HI,02,Jill Tokuda,Brenton Awa,DEM,REP,DEM,DEM,43.92,100.0,0.0,Safe D,26.84,5.5,43.92,1.21,10.72,-0.35,22.06,21.86,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,820678,122615,0,570355,16101,0,0,0,733764,106514,0,81576,12812,0,183349,1000,0,0,0,0,0,0,0,71.96,28.04,0.0,134932,52572,0,0,187504
IA-01,house,IA,01,Christina Bohannan,Mariannette Miller-Meeks,DEM,REP,REP,REP,11.92,88.3,11.7,Likely D,-1.11,5.5,13.79,0.05,10.1,-0.75,-8.59,20.51,False,False,IND,0,,0.0,Michael Bridgford,11.0,0.0,,,0.0,confirmed,confirmed,40.0,35.0,2,6.08,0.15,7051745,7208271,189523,5425318,4691481,124859,2352148,344940,1733644,2890534,64664,1094239,936090,1400,502648,2421207,5000,7000,0,22671,0,0,100000,49.81,39.19,0.0,148065,116516,0,32701,297282
IA-02,house,IA,02,Lindsay James,Joe Mitchell,DEM,REP,,REP,1.8,57.5,42.5,Toss-up,-2.65,5.5,2.21,0.19,0.0,-0.83,-10.13,11.93,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,38.62,36.14,2,0.73,0.15,1628201,1938593,0,755838,895564,0,2706635,25596,872363,1043029,0,178865,284402,0,210505,412850,0,0,100000,0,0,50000,0,50.9,49.1,0.0,150103,144794,0,0,294897
IA-03,house,IA,03,Sarah Trone Garriott,Zach Nunn,DEM,REP,REP,REP,4.94,69.1,30.9,Lean D,2.44,5.5,6.34,0.06,-1.03,-0.64,-4.46,9.4,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.0,48.0,1,-1.23,0.15,5293773,4869249,0,3859683,3568369,0,72949,55597,1434089,1353713,0,894587,143418,0,450786,1726477,0,120,0,0,0,0,0,52.47,47.53,0.0,155735,141083,0,0,296818
IA-04,house,IA,04,Dave Dawson,Chris McGowan,DEM,REP,,REP,-20.83,2.0,98.0,Safe R,-24.63,5.5,-20.83,-1.08,0.0,-0.62,-31.9,11.07,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,135722,679844,0,49762,328850,0,0,172669,85959,350993,0,43002,4236,0,10800,116500,0,0,0,0,0,0,0,39.58,60.42,0.0,109035,166422,0,0,275457
ID-01,house,ID,01,Kaylee Peterson,Russ Fulcher,DEM,REP,REP,REP,-36.67,0.0,100.0,Safe R,-45.73,5.5,-42.93,-0.84,-1.29,-0.56,-46.2,9.53,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,34.89,45.01,2,-9.08,0.191,181024,662615,0,14616,244700,0,0,0,171799,597924,0,68061,15894,0,12050,302350,0,0,0,0,0,0,0,31.67,68.33,0.0,106926,230752,0,0,337677
ID-02,house,ID,02,Elinor Gilbreath,Mike Simpson,DEM,REP,REP,REP,-29.56,0.2,99.8,Safe R,-27.92,5.5,-29.56,-1.51,-5.22,-0.42,-27.56,-2.0,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,106892,1118093,0,71163,429359,0,0,0,35729,793940,0,20551,2343,0,0,611500,0,0,0,0,0,0,0,35.22,64.78,0.0,104199,191666,0,0,295866
IL-01,house,IL,01,Jonathan Jackson,Christian Maxwell,DEM,REP,DEM,DEM,47.0,100.0,0.0,Safe D,39.44,5.5,47.0,1.06,0.87,0.13,32.27,14.73,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,418350,63316,0,47163,33832,0,0,0,424875,36042,0,10569,33450,0,142500,0,0,0,0,0,27000,0,0,73.5,26.5,0.0,169686,61181,0,0,230867
IL-02,house,IL,02,Donna Miller,Michael Noack,DEM,REP,,DEM,45.44,100.0,0.0,Safe D,39.58,5.5,45.44,0.0,0.0,0.36,33.6,11.84,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2452894,0,0,40546,0,0,4379243,3843,2412349,0,0,63263,0,0,125750,0,0,0,0,0,13750,0,0,72.72,27.28,0.0,152450,57191,0,0,209640
IL-03,house,IL,03,Delia Ramirez,Angel Oakley,DEM,REP,DEM,DEM,50.94,100.0,0.0,Safe D,38.78,5.5,50.94,2.45,2.93,1.28,31.81,19.13,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1465280,8080,0,946222,3738,0,0,0,986630,4341,0,148641,1880,0,371847,0,0,0,0,0,0,600,0,75.47,24.53,0.0,142094,46181,0,0,188275
IL-04,house,IL,04,Patty Garcia,Lupe Castillo,DEM,REP,,DEM,40.81,100.0,0.0,Safe D,37.87,5.5,45.6,0.0,0.0,2.23,28.79,12.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,34.0,15.0,1,19.67,0.18,358667,0,0,185499,0,0,0,0,173168,0,0,25300,0,0,172800,0,0,0,0,0,0,0,0,70.41,29.59,0.0,105252,44239,0,0,149491
IL-05,house,IL,05,Mike Quigley,Tommy Hanson,DEM,REP,DEM,DEM,49.23,100.0,0.0,Safe D,42.3,5.5,49.23,0.0,1.88,-0.45,37.55,11.68,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,725695,0,0,1187818,0,0,0,0,719060,0,0,7552,0,0,480608,0,0,0,0,0,0,0,0,74.62,25.38,0.0,197052,67039,0,0,264090
IL-06,house,IL,06,Sean Casten,Niki Conforti,DEM,REP,DEM,DEM,20.63,97.9,2.1,Safe D,10.82,5.5,20.63,1.34,3.32,-0.35,5.67,14.96,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2108920,313038,0,1285018,22661,0,12087,0,1518045,295578,0,188627,194487,0,724183,4950,0,0,0,0,455694,0,0,60.32,39.68,0.0,158451,104255,0,0,262706
IL-07,house,IL,07,La Shawn Ford,Chad Koppie,DEM,REP,,DEM,76.18,100.0,0.0,Safe D,72.48,5.5,76.18,-0.15,-1.95,0.3,66.13,10.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,722009,55451,0,112588,42,0,0,2527703,609421,55408,0,37545,0,0,57250,0,0,175000,53154,0,175000,0,0,88.09,11.91,0.0,172414,23313,0,0,195727
IL-08,house,IL,08,Melissa Bean,Jennifer Davis,DEM,REP,,DEM,19.61,97.4,2.6,Safe D,13.23,5.5,19.61,0.8,0.0,0.08,7.01,12.6,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2071076,1476009,0,144530,730401,0,7177655,59974,1926546,745608,0,26412,30552,0,275750,14000,0,323000,1000000,0,396373,1000000,0,59.81,40.19,0.0,130228,87521,0,0,217748
IL-09,house,IL,09,Daniel Biss,John Elleson,DEM,REP,,DEM,47.67,100.0,0.0,Safe D,42.49,5.5,47.67,0.0,0.0,-0.32,37.04,10.63,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2946675,0,0,262130,0,0,1219420,1426379,2684545,0,0,147064,0,0,205684,0,0,3205,0,0,0,0,0,73.83,26.17,0.0,181699,64393,0,0,246091
IL-10,house,IL,10,Brad Schneider,Carl Lambrecht,DEM,REP,DEM,DEM,33.84,100.0,0.0,Safe D,27.17,5.5,33.84,0.0,1.01,0.15,22.34,11.5,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3006862,0,0,1699007,0,0,11342,0,2279282,0,0,96126,0,0,1266239,0,0,0,0,0,0,0,0,66.92,33.08,0.0,156249,77245,0,0,233493
IL-11,house,IL,11,Bill Foster,Jeff Walter,DEM,REP,DEM,DEM,25.33,99.4,0.6,Safe D,16.26,5.5,25.33,1.37,2.3,-0.1,11.6,13.73,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2180937,311439,0,2505288,22765,0,0,0,1226214,288674,0,131182,56740,0,833000,2354,0,0,167592,0,1017995,165085,0,62.66,37.34,0.0,160498,95629,0,0,256126
IL-12,house,IL,12,Julie Fortier,Mike Bost,DEM,REP,REP,REP,-41.28,0.0,100.0,Safe R,-40.13,5.5,-41.28,-1.73,-4.05,-0.87,-44.13,2.85,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,88060,1327225,0,59815,789999,0,0,0,28244,889522,0,42195,39507,0,8293,811237,0,0,0,0,0,0,0,29.36,70.64,0.0,76904,185018,0,0,261922
IL-13,house,IL,13,Nikki Budzinski,Jeff Wilson,DEM,REP,DEM,DEM,27.32,99.6,0.4,Safe D,14.62,5.5,27.32,1.51,6.25,-0.55,10.63,16.7,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2885018,348237,0,2625565,12241,0,83860,0,2044185,335996,0,107319,9908,0,1174794,5150,0,0,283639,0,0,195600,0,63.66,36.34,0.0,149859,85538,0,0,235397
IL-14,house,IL,14,Lauren Underwood,James Marter,DEM,REP,DEM,DEM,23.98,99.1,0.9,Safe D,10.65,5.5,23.98,1.92,5.77,0.14,5.26,18.71,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2417082,140848,0,1106564,31898,0,0,0,2365620,112994,0,289569,25185,0,365000,100,0,0,382,0,0,31741,0,61.99,38.01,0.0,146971,90120,0,0,237091
IL-15,house,IL,15,Jennifer Todd,Mary Miller,DEM,REP,REP,REP,-35.03,0.0,100.0,Safe R,-36.41,5.5,-35.03,-1.56,-1.67,-0.9,-40.5,5.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,122996,1331399,0,34290,810427,0,1771,3705,82735,1167229,0,55362,754616,0,6710,144500,0,0,100,0,0,1525,0,32.49,67.51,0.0,87027,180869,0,0,267896
IL-16,house,IL,16,Paul Nolley,Darin LaHood,DEM,REP,REP,REP,-17.6,4.1,95.9,Safe R,-19.12,5.5,-17.6,-1.56,-1.67,-0.75,-23.07,5.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,415748,3672739,0,230141,6748621,0,0,0,185607,2445401,0,110128,88213,0,63476,1749222,0,1585,0,0,0,0,0,41.2,58.8,0.0,113241,161609,0,0,274849
IL-17,house,IL,17,Eric Sorensen,Dillan Vancil,DEM,REP,DEM,DEM,20.89,98.0,2.0,Safe D,9.51,5.5,20.89,1.39,4.85,-0.36,4.81,16.08,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2233676,308832,0,1325642,56689,0,0,0,1020828,272464,0,185874,76538,0,848250,10700,0,0,16542,0,0,12700,0,60.44,39.56,0.0,134988,88336,0,0,223324
