code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
FL-08,district,FL,-15.06,3.3,-11.76,-16.4,47.7,49.0,-1.3,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.3,-11.51,-17.93,46.1,50.6,-4.4,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.3,30.1,24.29,29.0,67.7,-38.8,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.3,-11.07,-15.84,47.0,49.7,-2.7,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.3,-9.69,-15.55,46.1,50.6,-4.5,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.3,-8.7,-13.46,46.6,50.0,-3.4,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.3,-5.49,-10.62,44.3,52.4,-8.2,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.3,-14.36,-20.09,48.8,47.9,0.9,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.3,-8.37,-13.81,46.4,50.2,-3.8,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.3,-16.89,-22.24,50.2,46.5,3.6,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.3,-11.89,-17.1,47.1,49.5,-2.4,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.3,-25.13,-30.42,53.1,43.6,9.5,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,3.3,43.88,37.5,23.8,72.9,-49.1,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,3.3,-11.16,-16.36,47.5,49.2,-1.7,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,3.3,-3.73,-10.6,43.1,53.5,-10.4,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,3.3,20.71,13.94,33.3,63.4,-30.1,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,3.3,47.67,39.08,21.1,75.5,-54.4,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,3.3,-1.94,-9.22,42.6,54.1,-11.5,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,3.3,-9.43,-18.5,42.7,54.0,-11.3,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,3.3,-6.48,-14.7,41.4,55.3,-13.9,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,3.3,-16.13,-25.63,45.6,51.0,-5.4,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,3.3,-11.98,-15.92,48.5,48.1,0.4,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,3.3,11.87,7.66,38.8,57.9,-19.1,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,3.3,-26.78,-29.88,54.9,41.8,13.1,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,3.3,57.77,53.04,18.2,78.5,-60.4,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,3.3,76.34,72.33,11.0,85.7,-74.7,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,3.3,53.5,50.34,20.6,76.0,-55.4,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,3.3,-18.92,-22.27,50.8,45.9,4.9,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,3.3,-26.72,-30.76,54.9,41.8,13.1,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,3.3,-31.01,-34.33,55.8,40.8,15.0,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,3.3,-17.85,-20.93,51.0,45.7,5.4,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,3.3,-20.37,-23.52,51.6,45.1,6.6,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,3.3,-9.91,-14.2,47.9,48.8,-0.9,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,3.3,45.17,42.65,23.9,72.8,-48.8,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,3.3,-34.19,-37.03,57.6,39.1,18.6,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,3.3,30.28,25.17,28.1,68.6,-40.5,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,3.3,27.86,22.06,29.6,67.1,-37.5,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,3.3,-3.71,-8.59,45.0,51.7,-6.8,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,3.3,-5.26,-10.13,45.8,50.9,-5.2,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,3.3,-0.11,-4.46,43.2,53.4,-10.2,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,3.3,-27.23,-31.9,54.7,42.0,12.8,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,3.3,-41.38,-46.2,60.5,36.1,24.4,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,3.3,-23.45,-27.56,52.8,43.9,8.8,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,3.3,38.79,32.27,27.2,69.5,-42.4,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,3.3,39.07,33.6,26.7,70.0,-43.4,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,3.3,38.14,31.81,24.4,72.3,-48.0,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,3.3,36.91,28.79,23.7,73.0,-49.3,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,3.3,41.94,37.55,24.8,71.9,-47.0,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,3.3,10.35,5.67,38.4,58.3,-19.9,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,3.3,71.94,66.13,12.3,84.4,-72.1,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,3.3,12.64,7.01,36.5,60.2,-23.7,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,3.3,42.05,37.04,24.6,72.1,-47.5,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,3.3,26.76,22.34,30.7,66.0,-35.3,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,3.3,15.84,11.6,35.6,61.0,-25.4,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,3.3,-40.41,-44.13,60.8,35.9,24.8,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,3.3,14.32,10.63,37.4,59.3,-21.9,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,3.3,10.14,5.26,37.9,58.7,-20.8,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,3.3,-36.7,-40.5,59.2,37.5,21.7,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,3.3,-19.43,-23.07,51.6,45.1,6.5,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,3.3,9.13,4.81,39.3,57.4,-18.2,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,3.3,6.14,0.4,40.3,56.4,-16.1,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,3.3,-22.67,-26.92,52.7,43.9,8.8,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,3.3,-28.21,-31.73,55.3,41.3,14.0,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,3.3,-26.67,-29.88,54.6,42.1,12.4,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,3.3,-13.92,-17.13,49.3,47.3,2.0,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,3.3,-29.84,-33.1,56.0,40.7,15.3,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,3.3,45.68,42.16,23.7,73.0,-49.2,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,3.3,-32.34,-36.49,57.3,39.4,18.0,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,3.3,-26.3,-30.39,54.6,42.0,12.6,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,3.3,-28.28,-31.85,54.8,41.9,12.9,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,3.3,-15.91,-20.06,49.7,46.9,2.8,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,3.3,7.15,4.17,40.0,56.7,-16.7,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,3.3,-20.23,-23.7,51.5,45.2,6.3,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,3.3,-43.45,-47.91,62.0,34.6,27.4,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,3.3,-37.58,-41.93,59.5,37.2,22.3,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,3.3,23.21,19.27,33.5,63.2,-29.7,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,3.3,-32.28,-36.16,57.2,39.5,17.8,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,3.3,-60.12,-64.67,69.2,27.5,41.8,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,3.3,-11.32,-15.31,48.2,48.5,-0.3,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,3.3,-35.9,-39.08,58.3,38.4,19.9,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,3.3,53.35,48.71,21.0,75.7,-54.7,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,3.3,-32.21,-36.65,57.3,39.4,18.0,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,3.3,-29.95,-34.59,56.4,40.3,16.1,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,3.3,-29.6,-34.39,56.4,40.3,16.1,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,3.3,-28.93,-32.4,55.8,40.9,14.8,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,3.3,19.11,13.91,34.5,62.2,-27.6,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,3.3,29.08,24.29,30.5,66.2,-35.7,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,3.3,24.54,19.39,31.7,64.9,-33.2,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,3.3,25.35,20.13,32.4,64.3,-31.8,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,3.3,50.83,46.35,21.1,75.6,-54.6,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,3.3,25.61,21.09,32.1,64.6,-32.5,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,3.3,70.77,65.14,12.1,84.6,-72.5,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,3.3,32.11,26.99,29.5,67.2,-37.8,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,3.3,15.63,10.94,36.8,59.9,-23.2,1.9,87.2,4.6,5.0,1.7,1.4,0.1
MD-01,district,MD,-17.13,3.3,-13.83,-17.31,49.4,47.3,2.0,2.1,74.9,15.5,4.5,3.1,1.9,0.1
MD-02,district,MD,19.11,3.3,22.41,18.95,33.9,62.8,-28.9,1.9,62.2,24.3,5.1,6.8,1.6,0.1
MD-03,district,MD,24.34,3.3,27.64,24.49,31.2,65.4,-34.2,1.1,60.3,18.3,7.6,11.8,1.8,0.2
MD-04,district,MD,77.68,3.3,80.98,75.67,8.2,88.5,-80.3,0.3,11.9,58.0,21.3,6.2,2.4,0.2
MD-05,district,MD,34.17,3.3,37.47,34.05,27.7,69.0,-41.3,2.3,45.1,42.4,6.0,4.2,2.2,0.2
MD-06,district,MD,6.52,3.3,9.82,5.93,38.6,58.1,-19.5,0.6,63.1,13.8,11.5,9.4,2.0,0.2
MD-07,district,MD,61.65,3.3,64.95,60.49,16.0,80.7,-64.6,2.4,32.1,54.1,7.1,4.8,1.8,0.1
MD-08,district,MD,59.43,3.3,62.73,58.06,15.5,81.2,-65.7,-0.6,46.4,18.1,17.8,15.9,1.7,0.2
ME-01,district,ME,22.36,3.3,25.66,22.33,32.7,64.0,-31.3,2.2,91.8,2.4,1.8,2.1,1.8,0.1
ME-02,district,ME,-8.86,3.3,-5.56,-9.72,46.0,50.7,-4.7,2.3,93.0,1.6,1.4,1.2,2.7,0.1
MI-01,district,MI,-21.16,3.3,-17.86,-21.52,51.2,45.5,5.6,2.2,91.5,1.4,1.6,0.9,4.5,0.1
MI-02,district,MI,-29.82,3.3,-26.52,-30.54,54.7,41.9,12.8,2.0,89.8,2.8,3.8,0.9,2.7,0.1
MI-03,district,MI,7.85,3.3,11.15,7.95,38.4,58.3,-19.9,1.3,73.8,11.7,8.8,3.5,2.1,0.1
