race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,4.11,65.4,34.6,Lean D,-12.1,5.35,-13.45,17.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.06,47.94,0.0,606172,558283,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-43.29,0.0,100.0,Safe R,-36.28,5.35,-37.52,-5.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,28.35,71.65,0.0,179633,453909,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.24,96.1,3.9,Safe D,12.91,5.35,11.14,7.11,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,59.12,40.88,0.0,2338080,1616657,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-12.76,10.9,89.1,Likely R,-16.26,5.35,-16.41,3.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.62,56.38,0.0,405359,523954,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,34.17,100.0,0.0,Safe D,27.69,5.35,25.91,8.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,67.08,32.92,0.0,1631193,800375,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,39.19,100.0,0.0,Safe D,30.41,5.35,29.51,9.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,69.59,30.41,0.0,1480127,646707,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,12.84,89.2,10.8,Likely D,7.49,5.35,7.09,5.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,56.42,43.58,0.0,328357,253605,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,14.96,92.5,7.5,Likely D,-0.36,5.35,-1.44,16.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.48,42.52,0.0,2278626,1685636,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,10.17,83.6,16.4,Likely D,4.94,5.35,4.34,5.82,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.08,44.92,0.0,1254650,1023094,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-18.65,3.6,96.4,Safe R,-20.75,5.35,-20.84,2.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.68,59.32,0.0,269694,393318,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-10.78,14.9,85.1,Likely R,3.66,5.35,2.82,-13.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.61,55.39,0.0,257993,320340,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,6.42,73.2,26.8,Lean D,7.45,5.35,6.14,0.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.21,46.79,0.0,343928,302449,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,4.65,67.3,32.7,Lean D,-1.54,5.35,-3.15,7.8,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.33,47.67,0.0,543703,495364,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,13.23,89.9,10.1,Likely D,15.38,5.35,12.68,0.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,56.61,43.39,0.0,3291229,2522270,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-4.91,31.8,68.2,Lean R,-10.26,5.35,-11.31,6.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,47.54,52.46,0.0,1918679,2116833,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-30.03,0.2,99.8,Safe R,-34.68,5.35,-34.95,4.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.99,65.01,0.0,383524,712698,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,7.4,76.2,23.8,Likely D,15.34,5.35,14.89,-7.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,53.7,46.3,0.0,844052,727723,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,16.09,94.0,6.0,Likely D,-0.87,5.35,-1.75,17.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,58.05,41.95,0.0,2858017,2065600,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,22.72,98.6,1.4,Safe D,15.7,5.35,14.16,8.56,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,61.36,38.64,0.0,220487,138861,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-11.2,14.0,86.0,Likely R,-16.63,5.35,-18.12,6.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.4,55.6,0.0,791924,991774,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-24.6,0.9,99.1,Safe R,-29.31,5.35,-29.98,5.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.7,62.3,0.0,112528,185945,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-19.54,3.0,97.0,Safe R,-28.63,5.35,-30.12,10.58,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,40.23,59.77,0.0,862811,1281948,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-10.01,16.7,83.3,Likely R,-12.03,5.35,-13.88,3.87,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.99,55.01,0.0,3592004,4391166,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-23.73,1.1,98.9,Safe R,33.5,5.35,32.77,-56.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.14,61.86,0.0,98619,159977,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,11.06,85.7,14.3,Likely D,-0.25,5.35,-0.87,11.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.53,44.47,0.0,1330577,1065465,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-38.77,0.0,100.0,Safe R,-46.63,5.35,-46.96,8.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,30.61,69.39,0.0,57656,130678,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-1.59,47.1,52.9,Toss-up,-11.4,5.35,-13.8,12.2,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,48.42,49.98,1.6,114479,118184,3783,0,236446
AL-SEN,senate,AL,SEN,Dakarai Larriett,Barry Moore,DEM,REP,,REP,-20.86,2.2,97.8,Safe R,-27.14,5.35,-30.88,10.02,False,False,,,0.0,0.0,,,0.0,projected,projected,39.57,60.43,0.0,627400,958163,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-25.24,0.7,99.3,Safe R,-28.92,5.35,-31.57,6.32,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,37.38,62.62,0.0,313782,525675,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,23.32,98.8,1.2,Safe D,14.42,5.35,11.29,12.03,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,61.66,38.34,0.0,1378068,856853,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,22.62,98.5,1.5,Safe D,15.61,5.35,14.84,7.78,False,False,,,0.0,0.0,,,0.0,confirmed,projected,61.31,38.69,0.0,219217,138325,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-5.0,31.5,68.5,Lean R,-8.68,5.35,-13.22,8.23,False,False,,,0.0,0.0,,,0.0,projected,confirmed,47.5,52.5,0.0,3636195,4018631,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,10.36,84.1,15.9,Likely D,-1.71,5.35,-2.21,12.57,False,False,,,0.0,0.0,,,0.0,confirmed,projected,55.18,44.82,0.0,2027926,1647121,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-2.76,39.5,60.5,Lean R,-7.71,5.35,-13.45,10.68,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,47.34,50.03,2.63,551241,582588,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-35.34,0.0,100.0,Safe R,-37.72,5.35,-37.52,2.18,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,32.33,67.67,0.0,204819,428724,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,20.04,97.3,2.7,Safe D,14.69,5.35,11.14,8.9,False,False,,,0.0,0.0,,,0.0,presumptive,projected,60.02,39.98,0.0,2373623,1581113,0,0,3954737
KS-SEN,senate,KS,SEN,Kansas Democrat,Roger Marshall,DEM,REP,REP,REP,-11.09,14.3,85.7,Likely R,-15.35,5.35,-16.41,5.32,False,False,,,0.0,0.0,,,0.0,projected,confirmed,44.46,55.54,0.0,413131,516183,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-29.54,0.2,99.8,Safe R,-30.03,5.35,-31.03,1.49,False,False,,,0.0,0.0,,,0.0,presumptive,projected,35.23,64.77,0.0,511629,940540,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-23.08,1.3,98.7,Safe R,-21.33,5.35,-22.36,-0.72,False,False,,,0.0,0.0,,,0.0,projected,projected,38.46,61.54,0.0,540324,864558,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,36.77,100.0,0.0,Safe D,29.76,5.35,25.91,10.86,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,68.39,31.61,0.0,1662864,768704,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,1.0,53.0,47.0,Toss-up,8.93,5.35,7.09,-6.09,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.99,49.01,1.0,290950,285192,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,9.53,82.1,17.9,Likely D,3.74,5.35,-1.44,10.96,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,54.76,45.24,0.0,2170930,1793331,0,0,3964262
MN-SEN,senate,MN,SEN,Angie Craig,Minnesota Republican,DEM,REP,,DEM,11.74,87.1,12.9,Likely D,6.39,5.35,4.34,7.4,False,False,,,0.0,0.0,,,0.0,projected,projected,55.87,44.13,0.0,1272587,1005157,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-13.53,9.6,90.4,Likely R,-21.5,5.35,-23.15,9.62,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,43.24,56.76,0.0,371666,487939,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-22.0,0.0,90.3,Safe R,-19.79,5.35,-20.58,-1.42,False,True,IND,Seth Bodnar,30.65,9.7,,,0.0,projected,confirmed,13.05,52.65,3.66,55062,222205,15448,129359,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,4.14,65.5,34.5,Lean D,-2.64,5.35,-3.27,7.41,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,51.1,47.03,1.87,2037449,1875453,74566,0,3987467
NE-SEN,senate,NE,SEN,Cindy Burbank,Pete Ricketts,DEM,REP,REP,REP,-9.77,28.3,71.7,Lean R,-20.2,5.35,-20.84,11.07,False,True,IND,Dan Osborn,41.96,28.3,,,0.0,projected,confirmed,6.31,51.73,0.0,41834,342993,0,278185,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,9.81,82.8,17.2,Likely D,0.26,5.35,2.82,6.99,False,False,,,0.0,0.0,,,0.0,presumptive,projected,54.91,45.09,0.0,317542,260791,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,15.36,93.1,6.9,Likely D,8.13,5.35,5.63,9.74,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.68,42.32,0.0,1680656,1233030,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,14.54,91.9,8.1,Likely D,7.52,5.35,6.14,8.4,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.27,42.73,0.0,370173,276204,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-1.6,43.9,56.1,Toss-up,-8.66,5.35,-11.31,9.71,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,48.43,50.0,1.57,1954242,2017913,63358,0,4035512
OK-SEN,senate,OK,SEN,Oklahoma Democrat,Markwayne Mullin,DEM,REP,REP,REP,-22.62,1.5,98.5,Safe R,-33.45,5.35,-34.95,12.32,False,False,,,0.0,0.0,,,0.0,projected,projected,38.69,61.31,0.0,424102,672120,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,20.48,97.6,2.4,Safe D,13.47,5.35,14.89,5.59,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,60.24,39.76,0.0,946852,624922,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,24.86,99.2,0.8,Safe D,17.84,5.35,14.16,10.7,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,62.43,37.57,0.0,224332,135016,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-6.54,26.4,73.6,Lean R,-14.9,5.35,-18.12,11.58,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,45.86,52.27,1.87,817933,932410,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-27.01,0.5,99.5,Safe R,-27.96,5.35,-29.98,2.97,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.5,63.5,0.0,108933,189540,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-26.88,0.5,99.5,Safe R,-25.98,5.35,-30.12,3.24,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.56,63.44,0.0,784081,1360679,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-3.26,37.7,62.3,Lean R,-11.06,5.35,-13.88,10.62,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.4,50.59,2.01,3783802,4038906,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Virginia Republican,DEM,REP,DEM,DEM,15.37,93.1,6.9,Likely D,6.87,5.35,5.89,9.48,False,False,,,0.0,0.0,,,0.0,confirmed,projected,57.68,42.32,0.0,1818379,1333922,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-38.31,0.0,100.0,Safe R,-41.99,5.35,-42.69,4.38,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.85,69.15,0.0,164614,369059,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-39.23,0.0,100.0,Safe R,-44.58,5.35,-46.96,7.73,False,False,,,0.0,0.0,,,0.0,projected,projected,30.38,69.62,0.0,57224,131110,0,0,188334
AK-01,house,AK,01,Mary Peltola,Nick Begich III,DEM,REP,REP,REP,1.52,53.7,46.3,Toss-up,-9.31,5.35,-13.8,15.32,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.95,48.45,1.6,118100,114563,3783,0,236446
AL-01,house,AL,01,Democratic candidate (AL-01),Republican candidate (AL-01),DEM,REP,REP,REP,-27.14,0.4,99.6,Safe R,-30.82,5.35,-36.34,9.2,False,False,,,0.0,0.0,,,0.0,projected,projected,36.43,63.57,0.0,83661,145988,0,0,229648
AL-02,house,AL,02,Democratic candidate (AL-02),Republican candidate (AL-02),DEM,REP,REP,REP,-5.35,30.3,69.7,Lean R,-9.03,5.35,-14.46,9.12,False,False,,,0.0,0.0,,,0.0,projected,projected,47.33,52.67,0.0,97122,108099,0,0,205222
AL-03,house,AL,03,Democratic candidate (AL-03),Republican candidate (AL-03),DEM,REP,REP,REP,-37.9,0.0,100.0,Safe R,-41.58,5.35,-47.04,9.14,False,False,,,0.0,0.0,,,0.0,projected,projected,31.05,68.95,0.0,68777,152710,0,0,221487
AL-04,house,AL,04,Democratic candidate (AL-04),Republican candidate (AL-04),DEM,REP,REP,REP,-58.09,0.0,100.0,Safe R,-61.77,5.35,-66.99,8.9,False,False,,,0.0,0.0,,,0.0,projected,projected,20.95,79.05,0.0,47504,179198,0,0,226703
AL-05,house,AL,05,Democratic candidate (AL-05),Republican candidate (AL-05),DEM,REP,REP,REP,-21.56,1.9,98.1,Safe R,-25.25,5.35,-29.51,7.95,False,False,,,0.0,0.0,,,0.0,projected,projected,39.22,60.78,0.0,97074,150446,0,0,247520
AL-06,house,AL,06,Democratic candidate (AL-06),Republican candidate (AL-06),DEM,REP,REP,REP,-27.07,0.5,99.5,Safe R,-30.76,5.35,-34.79,7.72,False,False,,,0.0,0.0,,,0.0,projected,projected,36.46,63.54,0.0,89201,155430,0,0,244631
AL-07,house,AL,07,Democratic candidate (AL-07),Republican candidate (AL-07),DEM,REP,DEM,DEM,30.37,99.8,0.2,Safe D,23.36,5.35,17.99,12.39,False,False,,,0.0,0.0,,,0.0,projected,projected,65.19,34.81,0.0,137123,73229,0,0,210352
AR-01,house,AR,01,Democratic candidate (AR-01),Republican candidate (AR-01),DEM,REP,REP,REP,-38.45,0.0,100.0,Safe R,-42.13,5.35,-46.4,7.95,False,False,,,0.0,0.0,,,0.0,projected,projected,30.78,69.22,0.0,60268,135558,0,0,195826
AR-02,house,AR,02,Democratic candidate (AR-02),Republican candidate (AR-02),DEM,REP,REP,REP,-9.21,18.7,81.3,Likely R,-12.9,5.35,-16.22,7.0,False,False,,,0.0,0.0,,,0.0,projected,projected,45.39,54.61,0.0,102349,123126,0,0,225476
AR-03,house,AR,03,Democratic candidate (AR-03),Republican candidate (AR-03),DEM,REP,REP,REP,-19.38,3.1,96.9,Safe R,-23.06,5.35,-25.81,6.43,False,False,,,0.0,0.0,,,0.0,projected,projected,40.31,59.69,0.0,89325,132273,0,0,221598
AR-04,house,AR,04,Democratic candidate (AR-04),Republican candidate (AR-04),DEM,REP,REP,REP,-32.82,0.1,99.9,Safe R,-36.5,5.35,-40.73,7.91,False,False,,,0.0,0.0,,,0.0,projected,projected,33.59,66.41,0.0,66025,130533,0,0,196558
AZ-01,house,AZ,01,Democratic candidate (AZ-01),Republican candidate (AZ-01),DEM,REP,REP,REP,5.01,68.5,31.5,Lean D,0.95,5.35,-3.14,8.15,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,51.52,46.6,1.88,162546,147036,5932,0,315514
AZ-02,house,AZ,02,Democratic candidate (AZ-02),Republican candidate (AZ-02),DEM,REP,REP,REP,-6.58,26.3,73.7,Lean R,-10.27,5.35,-15.12,8.54,False,False,,,0.0,0.0,,,0.0,projected,projected,46.71,53.29,0.0,136169,155365,0,0,291534
AZ-03,house,AZ,03,Democratic candidate (AZ-03),Republican candidate (AZ-03),DEM,REP,DEM,DEM,53.44,100.0,0.0,Safe D,46.43,5.35,40.31,13.14,False,False,,,0.0,0.0,,,0.0,projected,projected,76.72,23.28,0.0,114512,34743,0,0,149255
AZ-04,house,AZ,04,Democratic candidate (AZ-04),Republican candidate (AZ-04),DEM,REP,DEM,DEM,17.54,95.5,4.5,Safe D,10.52,5.35,6.76,10.78,False,False,,,0.0,0.0,,,0.0,projected,projected,58.77,41.23,0.0,142961,100293,0,0,243254
AZ-05,house,AZ,05,Democratic candidate (AZ-05),Republican candidate (AZ-05),DEM,REP,REP,REP,-12.68,11.1,88.9,Likely R,-16.37,5.35,-20.19,7.51,False,False,,,0.0,0.0,,,0.0,projected,projected,43.66,56.34,0.0,136005,175513,0,0,311518
AZ-06,house,AZ,06,Kirsten Engel,Juan Ciscomani,DEM,REP,REP,REP,8.18,78.5,21.5,Likely D,2.55,5.35,-0.76,8.94,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,52.94,44.94,2.12,163131,138459,6532,0,308122
AZ-07,house,AZ,07,Democratic candidate (AZ-07),Republican candidate (AZ-07),DEM,REP,DEM,DEM,35.5,100.0,0.0,Safe D,28.48,5.35,22.39,13.11,False,False,,,0.0,0.0,,,0.0,projected,projected,67.75,32.25,0.0,133591,63589,0,0,197180
AZ-08,house,AZ,08,Democratic candidate (AZ-08),Republican candidate (AZ-08),DEM,REP,REP,REP,-9.14,18.9,81.1,Likely R,-12.83,5.35,-16.48,7.34,False,False,,,0.0,0.0,,,0.0,projected,projected,45.43,54.57,0.0,124663,149753,0,0,274416
AZ-09,house,AZ,09,Democratic candidate (AZ-09),Republican candidate (AZ-09),DEM,REP,REP,REP,-23.36,1.2,98.8,Safe R,-27.04,5.35,-31.34,7.99,False,False,,,0.0,0.0,,,0.0,projected,projected,38.32,61.68,0.0,107964,173766,0,0,281730
CA-01,house,CA,01,Democratic candidate (CA-01),Republican candidate (CA-01),DEM,REP,DEM,DEM,22.95,98.7,1.3,Safe D,15.93,5.35,12.63,10.32,False,False,,,0.0,0.0,,,0.0,projected,projected,61.47,38.53,0.0,147017,92134,0,0,239151
CA-02,house,CA,02,Democratic candidate (CA-02),Republican candidate (CA-02),DEM,REP,DEM,DEM,35.41,100.0,0.0,Safe D,28.39,5.35,25.45,9.96,False,False,,,0.0,0.0,,,0.0,projected,projected,67.7,32.3,0.0,184507,88014,0,0,272520
CA-03,house,CA,03,Democratic candidate (CA-03),Republican candidate (CA-03),DEM,REP,DEM,DEM,20.38,97.5,2.5,Safe D,13.37,5.35,10.55,9.83,False,False,,,0.0,0.0,,,0.0,projected,projected,60.19,39.81,0.0,154476,102167,0,0,256644
CA-04,house,CA,04,Democratic candidate (CA-04),Republican candidate (CA-04),DEM,REP,DEM,DEM,25.75,99.3,0.7,Safe D,18.74,5.35,14.96,10.79,False,False,,,0.0,0.0,,,0.0,projected,projected,62.88,37.12,0.0,151377,89376,0,0,240754
CA-05,house,CA,05,Democratic candidate (CA-05),Republican candidate (CA-05),DEM,REP,REP,REP,-14.1,8.7,91.3,Likely R,-17.78,5.35,-21.2,7.1,False,False,,,0.0,0.0,,,0.0,projected,projected,42.95,57.05,0.0,108976,144747,0,0,253723
CA-06,house,CA,06,Democratic candidate (CA-06),Republican candidate (CA-06),DEM,REP,DEM,DEM,18.81,96.5,3.5,Safe D,11.79,5.35,8.67,10.14,False,False,,,0.0,0.0,,,0.0,projected,projected,59.41,40.59,0.0,139865,95576,0,0,235441
