code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
CA-04,district,CA,16.77,3.75,20.52,14.96,32.2,64.3,-32.1,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,3.75,-16.0,-21.2,47.9,48.5,-0.6,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,3.75,13.58,8.67,35.6,60.8,-25.3,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.12,3.75,18.87,13.26,33.0,63.4,-30.4,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.61,3.75,41.36,35.19,23.1,73.3,-50.3,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,3.75,19.23,11.8,32.0,64.4,-32.4,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,3.75,39.8,34.75,24.3,72.1,-47.9,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,3.75,76.35,70.62,8.7,87.7,-79.0,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,3.75,83.12,77.64,5.7,90.7,-85.0,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,3.75,8.71,0.51,35.1,61.3,-26.2,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,3.75,42.82,36.2,22.0,74.4,-52.4,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,3.75,55.98,49.64,16.4,80.1,-63.7,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,3.75,55.28,49.91,17.3,79.1,-61.8,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,3.75,47.36,40.75,20.0,76.4,-56.4,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,3.75,37.05,29.37,22.9,73.6,-50.7,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,3.75,40.97,35.64,23.5,72.9,-49.3,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,3.75,-28.09,-32.98,52.5,43.9,8.6,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,3.75,13.69,6.17,33.0,63.5,-30.5,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,3.75,6.71,-1.86,35.4,61.0,-25.6,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,3.75,-14.55,-19.9,46.6,49.9,-3.3,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,3.75,30.54,25.76,27.6,68.8,-41.2,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,3.75,12.51,5.97,33.9,62.5,-28.6,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,3.75,21.29,15.73,31.2,65.3,-34.1,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,3.75,16.31,10.06,33.1,63.4,-30.3,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,3.75,32.02,26.17,26.5,70.0,-43.5,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,3.75,43.26,34.71,20.5,76.0,-55.5,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,3.75,47.17,41.41,21.2,75.3,-54.1,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,3.75,19.9,12.61,30.4,66.0,-35.6,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,3.75,32.09,25.76,27.5,68.9,-41.4,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,3.75,18.14,10.12,31.4,65.0,-33.7,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,3.75,60.87,53.04,12.5,83.9,-71.4,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,3.75,15.99,8.0,32.2,64.3,-32.1,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,3.75,45.74,40.42,22.0,74.4,-52.4,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,3.75,69.88,62.31,10.0,86.4,-76.4,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,3.75,20.88,12.8,29.6,66.9,-37.3,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,3.75,17.84,9.85,31.4,65.0,-33.5,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,3.75,-7.95,-12.6,44.1,52.3,-8.2,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,3.75,21.58,14.61,29.7,66.7,-37.0,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,3.75,19.0,13.57,32.7,63.7,-31.0,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,3.75,58.71,50.59,14.5,82.0,-67.5,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,3.75,45.35,36.32,19.1,77.4,-58.3,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,3.75,10.51,4.07,35.1,61.3,-26.2,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,3.75,24.01,16.7,28.4,68.1,-39.7,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,3.75,15.54,10.47,34.4,62.0,-27.6,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,3.75,7.9,3.52,37.1,59.4,-22.3,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,3.75,16.86,12.48,34.2,62.3,-28.1,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,3.75,23.11,18.83,31.5,64.9,-33.3,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,3.75,23.7,18.79,31.1,65.3,-34.2,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,3.75,26.39,18.06,27.6,68.8,-41.2,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,3.75,62.57,57.61,14.8,81.6,-66.8,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,3.75,44.49,40.92,23.3,73.2,-49.9,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,3.75,-6.03,-9.98,44.1,52.4,-8.3,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,3.75,-15.47,-18.71,48.8,47.6,1.1,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,3.75,-6.49,-9.34,44.7,51.7,-6.9,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,3.75,24.6,20.36,31.2,65.2,-34.0,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,3.75,18.51,15.41,34.2,62.2,-27.9,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,3.75,3.15,-1.88,39.3,57.1,-17.8,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,3.75,28.21,23.27,30.1,66.4,-36.3,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,3.75,12.19,7.86,37.4,59.1,-21.7,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,3.75,19.26,14.34,34.0,62.5,-28.5,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,3.75,29.08,23.73,29.4,67.1,-37.7,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,3.75,10.43,5.68,37.4,59.0,-21.5,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,3.75,19.36,14.84,34.4,62.0,-27.6,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,3.75,-32.95,-37.53,56.7,39.8,16.9,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,3.75,-12.74,-18.33,48.3,48.2,0.1,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,3.75,-15.7,-21.26,49.1,47.3,1.9,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,3.75,-7.03,-11.96,45.8,50.6,-4.8,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,3.75,-16.88,-21.69,49.5,47.0,2.5,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,3.75,-24.82,-30.31,53.1,43.3,9.7,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,3.75,-7.17,-12.62,44.9,51.6,-6.7,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,3.75,-11.31,-16.4,47.0,49.5,-2.5,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.75,-11.06,-17.93,45.4,51.1,-5.7,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.75,30.55,24.29,28.2,68.2,-40.0,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.75,-10.62,-15.84,46.2,50.2,-4.0,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.75,-9.24,-15.55,45.3,51.1,-5.7,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.75,-8.25,-13.46,45.9,50.5,-4.7,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.75,-5.04,-10.62,43.5,52.9,-9.4,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.75,-13.91,-20.09,48.0,48.4,-0.3,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.75,-7.92,-13.81,45.7,50.8,-5.1,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.75,-16.44,-22.24,49.4,47.0,2.4,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.75,-11.44,-17.1,46.4,50.1,-3.7,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.75,-24.68,-30.42,52.3,44.1,8.3,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,3.75,44.33,37.5,23.0,73.4,-50.4,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,3.75,-10.71,-16.36,46.7,49.7,-3.0,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,3.75,-3.28,-10.6,42.4,54.1,-11.7,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,3.75,21.16,13.94,32.5,63.9,-31.4,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,3.75,48.12,39.08,20.4,76.1,-55.7,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,3.75,-1.49,-9.22,41.8,54.6,-12.8,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,3.75,-8.98,-18.5,41.9,54.5,-12.6,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,3.75,-6.03,-14.7,40.6,55.8,-15.2,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,3.75,-15.68,-25.63,44.9,51.6,-6.7,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,3.75,-11.53,-15.92,47.8,48.6,-0.9,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,3.75,12.32,7.66,38.0,58.4,-20.4,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,3.75,-26.33,-29.88,54.1,42.3,11.9,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,3.75,58.22,53.04,17.4,79.0,-61.6,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,3.75,76.79,72.33,10.3,86.2,-75.9,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,3.75,53.95,50.34,19.9,76.5,-56.6,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,3.75,-18.47,-22.27,50.0,46.4,3.6,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,3.75,-26.27,-30.76,54.2,42.3,11.9,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,3.75,-30.56,-34.33,55.1,41.4,13.7,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,3.75,-17.4,-20.93,50.3,46.2,4.1,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,3.75,-19.92,-23.52,50.9,45.6,5.3,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,3.75,-9.46,-14.2,47.2,49.3,-2.1,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,3.75,45.62,42.65,23.2,73.3,-50.1,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,3.75,-33.74,-37.03,56.9,39.6,17.3,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,3.75,30.73,25.17,27.4,69.1,-41.7,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,3.75,28.31,22.06,28.8,67.6,-38.8,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,3.75,-3.26,-8.59,44.2,52.2,-8.0,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,3.75,-4.81,-10.13,45.0,51.4,-6.4,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,3.75,0.34,-4.46,42.5,53.9,-11.4,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,3.75,-26.78,-31.9,54.0,42.5,11.5,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,3.75,-40.93,-46.2,59.8,36.6,23.1,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,3.75,-23.0,-27.56,52.0,44.4,7.6,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,3.75,39.24,32.27,26.4,70.0,-43.6,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,3.75,39.52,33.6,25.9,70.5,-44.6,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,3.75,38.59,31.81,23.6,72.8,-49.2,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,3.75,37.36,28.79,22.9,73.5,-50.6,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,3.75,42.39,37.55,24.1,72.4,-48.3,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,3.75,10.8,5.67,37.6,58.8,-21.2,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,3.75,72.39,66.13,11.6,84.9,-73.3,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,3.75,13.09,7.01,35.7,60.7,-25.0,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,3.75,42.5,37.04,23.9,72.6,-48.7,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,3.75,27.21,22.34,29.9,66.5,-36.6,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,3.75,16.29,11.6,34.9,61.6,-26.7,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,3.75,-39.96,-44.13,60.0,36.4,23.6,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,3.75,14.77,10.63,36.6,59.8,-23.2,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,3.75,10.59,5.26,37.2,59.2,-22.0,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,3.75,-36.25,-40.5,58.4,38.0,20.4,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,3.75,-18.98,-23.07,50.8,45.6,5.2,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,3.75,9.58,4.81,38.5,57.9,-19.4,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,3.75,6.59,0.4,39.5,56.9,-17.4,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,3.75,-22.22,-26.92,52.0,44.4,7.5,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,3.75,-27.76,-31.73,54.6,41.9,12.7,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,3.75,-26.22,-29.88,53.8,42.6,11.2,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,3.75,-13.47,-17.13,48.6,47.9,0.7,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,3.75,-29.39,-33.1,55.3,41.2,14.1,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,3.75,46.13,42.16,23.0,73.5,-50.5,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,3.75,-31.89,-36.49,56.6,39.9,16.7,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,3.75,-25.85,-30.39,53.9,42.5,11.4,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,3.75,-27.83,-31.85,54.0,42.4,11.6,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,3.75,-15.46,-20.06,49.0,47.4,1.6,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,3.75,7.6,4.17,39.2,57.2,-18.0,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,3.75,-19.78,-23.7,50.7,45.7,5.0,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,3.75,-43.0,-47.91,61.3,35.1,26.2,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,3.75,-37.13,-41.93,58.7,37.7,21.0,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,3.75,23.66,19.27,32.7,63.7,-30.9,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,3.75,-31.83,-36.16,56.5,40.0,16.5,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,3.75,-59.67,-64.67,68.5,28.0,40.5,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,3.75,-10.87,-15.31,47.5,49.0,-1.5,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,3.75,-35.45,-39.08,57.5,38.9,18.6,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,3.75,53.8,48.71,20.2,76.2,-56.0,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,3.75,-31.76,-36.65,56.6,39.9,16.7,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,3.75,-29.5,-34.59,55.7,40.8,14.9,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,3.75,-29.15,-34.39,55.6,40.8,14.8,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,3.75,-28.48,-32.4,55.0,41.4,13.6,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,3.75,19.56,13.91,33.8,62.7,-28.9,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,3.75,29.53,24.29,29.8,66.7,-36.9,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,3.75,24.99,19.39,31.0,65.5,-34.5,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,3.75,25.8,20.13,31.7,64.8,-33.1,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,3.75,51.28,46.35,20.3,76.1,-55.8,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,3.75,26.06,21.09,31.3,65.1,-33.7,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,3.75,71.22,65.14,11.4,85.1,-73.7,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,3.75,32.56,26.99,28.7,67.7,-39.0,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,3.75,16.08,10.94,36.0,60.4,-24.4,1.9,87.2,4.6,5.0,1.7,1.4,0.1
MD-01,district,MD,-17.13,3.75,-13.38,-17.31,48.6,47.8,0.8,2.1,74.9,15.5,4.5,3.1,1.9,0.1
MD-02,district,MD,19.11,3.75,22.86,18.95,33.1,63.3,-30.2,1.9,62.2,24.3,5.1,6.8,1.6,0.1
MD-03,district,MD,24.34,3.75,28.09,24.49,30.5,65.9,-35.5,1.1,60.3,18.3,7.6,11.8,1.8,0.2
MD-04,district,MD,77.68,3.75,81.43,75.67,7.4,89.0,-81.5,0.3,11.9,58.0,21.3,6.2,2.4,0.2
MD-05,district,MD,34.17,3.75,37.92,34.05,26.9,69.5,-42.6,2.3,45.1,42.4,6.0,4.2,2.2,0.2
MD-06,district,MD,6.52,3.75,10.27,5.93,37.8,58.6,-20.8,0.6,63.1,13.8,11.5,9.4,2.0,0.2
MD-07,district,MD,61.65,3.75,65.4,60.49,15.3,81.2,-65.9,2.4,32.1,54.1,7.1,4.8,1.8,0.1
MD-08,district,MD,59.43,3.75,63.18,58.06,14.7,81.7,-67.0,-0.6,46.4,18.1,17.8,15.9,1.7,0.2
ME-01,district,ME,22.36,3.75,26.11,22.33,31.9,64.5,-32.6,2.2,91.8,2.4,1.8,2.1,1.8,0.1
ME-02,district,ME,-8.86,3.75,-5.11,-9.72,45.2,51.2,-6.0,2.3,93.0,1.6,1.4,1.2,2.7,0.1
MI-01,district,MI,-21.16,3.75,-17.41,-21.52,50.4,46.0,4.4,2.2,91.5,1.4,1.6,0.9,4.5,0.1
MI-02,district,MI,-29.82,3.75,-26.07,-30.54,54.0,42.5,11.5,2.0,89.8,2.8,3.8,0.9,2.7,0.1
MI-03,district,MI,7.85,3.75,11.6,7.95,37.6,58.8,-21.2,1.3,73.8,11.7,8.8,3.5,2.1,0.1
