race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_party,ind_party_label,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
OH-11,house,OH,11,Shontel Brown,Mike Kirchner,DEM,REP,DEM,DEM,71.56,100.0,0.0,Safe D,60.67,5.95,71.56,0.0,4.98,-0.04,55.47,16.09,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1183643,0,0,1156556,0,0,0,0,882901,0,0,39308,0,0,723196,0,0,0,0,0,0,0,0,85.78,14.22,0.0,192455,31909,0,0,224365
OH-12,house,OH,12,Jerrad Christian,Troy Balderson,DEM,REP,REP,REP,-24.81,0.7,99.3,Safe R,-26.1,5.95,-24.81,-1.94,-1.79,-0.93,-30.36,5.54,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,84378,1743281,0,18925,1982352,0,0,0,69210,767354,0,54369,16715,0,2250,1040300,0,0,0,0,0,0,0,37.59,62.41,0.0,107931,179170,0,0,287101
OH-13,house,OH,13,Emilia Sykes,Carey Coleman,DEM,REP,DEM,DEM,19.59,97.5,2.5,Safe D,8.17,5.95,19.67,2.15,4.16,-0.76,3.32,16.27,False,False,IND,0,,0.0,Sandeep Dixit,IND,Independent,1.57,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3137440,127109,58496,1897462,77727,6171,0,10921,1362656,49382,53808,414139,32140,7740,1006777,8000,0,0,51000,24000,0,57778,8000,58.86,39.57,0.0,160823,108136,0,4290,273248
OH-14,house,OH,14,Maria Jukic,David Joyce,DEM,REP,REP,REP,-18.95,2.9,97.1,Safe R,-15.45,5.95,-18.95,-1.93,-6.65,-0.87,-20.53,1.58,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,61678,1410643,0,33693,3121595,0,0,12000,19515,1031924,0,23317,20291,0,0,967101,0,80,0,0,9012,0,0,40.52,59.48,0.0,117280,172125,0,0,289404
OH-15,house,OH,15,Don Leonard,Mike Carey,DEM,REP,REP,REP,-3.62,35.1,64.9,Lean R,-5.51,5.95,-4.72,-1.16,-3.35,-0.65,-10.11,6.5,False,False,LIB,0,,0.0,Brennan Barrington,LIB,Libertarian,7.95,0.0,,,0.0,confirmed,confirmed,37.88,42.17,2,-7.29,0.191,606658,3299678,0,252402,2056713,0,168952,0,354256,1404260,0,90488,51245,0,11250,1742650,0,11920,0,0,10000,0,0,44.36,47.69,0.0,111987,120396,0,20070,252454
OK-01,house,OK,01,John Croisant,Mark Tedford,DEM,REP,,REP,-17.11,4.3,95.7,Safe R,-20.8,5.95,-17.11,-1.7,0.0,-0.56,-22.0,4.89,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,141972,1763830,0,36579,173735,0,0,95000,105393,1590095,0,46686,6010,0,0,61000,0,1000,1300369,0,0,1200369,0,41.44,58.56,0.0,91383,129114,0,0,220496
OK-02,house,OK,02,Brandon Wade,Josh Brecheen,DEM,REP,REP,REP,-51.01,0.0,100.0,Safe R,-54.07,5.95,-50.91,-1.2,-0.28,-1.31,-56.51,5.5,False,False,IND,0,,0.0,Ronnie Hopkins,IND,Independent,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4290,218894,0,86,76064,0,0,0,2002,213526,0,2730,4729,0,0,110008,0,1060,0,0,0,0,0,23.99,73.94,0.0,54677,168540,0,4718,227935
OK-03,house,OK,03,Suzie Byrd,Frank Lucas,DEM,REP,REP,REP,-42.54,0.0,100.0,Safe R,-43.77,5.95,-42.54,0.0,-4.46,-0.26,-45.69,3.15,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,0,907279,0,0,532512,0,0,0,0,993052,0,0,4066,0,0,674481,0,0,0,0,0,0,0,28.73,71.27,0.0,55277,137124,0,0,192401
OK-04,house,OK,04,Mitchell Jacob,Tom Cole,DEM,REP,REP,REP,-34.22,0.0,100.0,Safe R,-31.8,5.95,-34.08,-2.65,-4.87,-0.71,-33.57,-0.64,False,False,IND,0,,0.0,Rocco Bonacci,IND,Independent,2.65,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65289,3827891,0,4166,2599733,0,0,250000,61123,3008432,0,15682,109109,0,0,1568079,0,23231,0,0,22500,0,0,32.02,65.33,0.0,69779,142368,0,5775,217922
OK-05,house,OK,05,Jena Nelson,Stephanie Bice,DEM,REP,REP,REP,-16.28,5.1,94.9,Likely R,-17.56,5.95,-16.13,-1.04,-2.87,-0.62,-18.66,2.38,False,False,IND,0,,0.0,Robert P. Henri,IND,Independent,3.04,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,449421,1943507,6361,17334,2021981,4185,0,0,432087,1007476,2176,174155,41602,150,3500,973750,0,0,0,6211,38312,0,0,40.59,56.37,0.0,96380,133870,0,7219,237469
OR-01,house,OR,01,Suzanne Bonamici,Barbara Kahl,DEM,REP,DEM,DEM,50.37,100.0,0.0,Safe D,38.87,5.95,50.37,2.08,3.85,-0.38,39.2,11.17,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,816770,4466,0,572435,212,0,0,0,790299,3555,0,58564,1246,0,423600,500,0,0,0,0,0,10870,0,75.19,24.81,0.0,193700,63926,0,0,257626
OR-02,house,OR,02,Chris Beck,Cliff Bentz,DEM,REP,REP,REP,-28.1,0.3,99.7,Safe R,-27.95,5.95,-28.1,-1.49,-4.12,-0.49,-27.9,-0.2,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,94774,1011413,0,53777,1420775,0,0,0,40996,646983,0,20945,44713,0,7850,561542,0,0,0,0,1307,0,0,35.95,64.05,0.0,92461,164737,0,0,257197
OR-03,house,OR,03,Maxine Dexter,Loran Ayles,DEM,REP,DEM,DEM,56.08,100.0,0.0,Safe D,47.45,5.95,56.08,0.0,3.05,-0.37,47.61,8.47,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1038514,0,0,173687,0,0,0,0,887314,0,0,92790,0,0,350972,0,0,0,0,0,0,0,0,78.04,21.96,0.0,192089,54054,0,0,246143
OR-04,house,OR,04,Val Hoyle,Monique DeSpain,DEM,REP,DEM,DEM,16.75,95.4,4.6,Safe D,11.95,5.95,17.92,0.47,0.25,-0.71,12.44,4.3,False,False,GRN,0,,0.0,Justin Filip,GRN,Green,4.7,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1222922,677571,0,520840,387695,0,292419,0,791472,289876,0,65059,93427,0,609627,24999,0,0,30434,0,0,30000,0,55.63,39.67,0.0,152377,108665,0,12874,273916
OR-05,house,OR,05,Janelle Bynum,Patti Adair,DEM,REP,DEM,DEM,16.36,95.0,5.0,Safe D,8.18,5.95,17.54,1.57,2.47,-0.63,8.92,7.45,False,False,GRN,0,,0.0,Andrea Townsend,GRN,Green,4.69,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3760212,423922,0,2715860,135365,0,60445,0,1089484,288556,0,476165,103182,0,1145915,3750,0,0,7144,0,0,27361,0,55.45,39.86,0.0,161321,115948,0,13644,290912
OR-06,house,OR,06,Andrea Salinas,David Russ,DEM,REP,DEM,DEM,18.91,97.1,2.9,Safe D,11.4,5.95,18.91,2.46,-0.75,-0.15,11.74,7.17,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1613394,12791,0,611103,1855,0,0,0,1063766,25206,0,183489,284,0,669120,5000,0,7,2000,0,0,2000,0,59.45,40.55,0.0,146245,99735,0,0,245980
PA-01,house,PA,01,Bob Harvie,Brian Fitzpatrick,DEM,REP,REP,REP,-1.37,43.7,56.3,Toss-up,6.27,5.95,0.54,-0.9,-10.04,-0.73,0.33,-1.7,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,43.23,49.64,5,-5.95,0.294,2007499,6734931,0,794921,6355534,0,18922,267103,1212578,4801927,0,410843,116186,0,200963,2240827,0,0,0,0,0,24750,0,49.32,50.68,0.0,163547,168078,0,0,331625
PA-02,house,PA,02,Brendan Boyle,Jessica Arriaga,DEM,REP,DEM,DEM,56.82,100.0,0.0,Safe D,43.54,5.95,56.82,0.0,6.83,0.49,36.13,20.69,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2451958,0,0,5560518,0,0,0,0,729723,0,0,18411,0,0,970785,0,0,0,0,0,0,0,0,78.41,21.59,0.0,161788,44551,0,0,206340
PA-03,house,PA,03,Chris Rabb,(no Republican filed),DEM,REP,,DEM,90.15,100.0,0.0,Safe D,84.32,5.95,90.23,0.0,0.0,-0.04,78.22,11.93,False,False,IND,0,,0.0,Dennis Joseph Mahoney,IND,The Independent Party,1.5,0.0,,,0.0,confirmed,,,,0,,0.0,1329253,0,10800,21452,0,8252,2602769,0,1307802,0,2548,310928,0,0,89113,0,0,0,0,1000,42000,0,0,93.65,4.85,0.0,257125,13315,0,4118,274558
PA-04,house,PA,04,Madeleine Dean,Aurora Stuski,DEM,REP,DEM,DEM,30.59,99.9,0.1,Safe D,21.56,5.95,30.59,0.0,3.75,-0.67,15.97,14.62,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1371536,0,0,1184807,0,0,0,0,1155470,0,0,140831,0,0,725200,0,0,0,0,0,0,0,0,65.3,34.7,0.0,213824,113648,0,0,327471
PA-05,house,PA,05,Mary Gay Scanlon,Nicholas Manganaro,DEM,REP,DEM,DEM,45.54,100.0,0.0,Safe D,34.79,5.95,45.54,2.15,3.07,-0.42,28.94,16.6,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,990586,9296,0,448590,5930,0,0,0,859742,3366,0,73979,71,0,449092,0,0,0,5425,0,0,5425,0,72.77,27.23,0.0,213288,79813,0,0,293101
PA-06,house,PA,06,Chrissy Houlahan,Marty Young,DEM,REP,DEM,DEM,26.89,99.6,0.4,Safe D,17.09,5.95,26.89,1.03,3.03,-0.21,11.53,15.36,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1763415,411270,0,4037759,213449,0,0,0,1131269,197822,0,131686,10915,0,523250,3548,0,0,100000,0,0,25000,0,63.44,36.56,0.0,188779,108776,0,0,297555
PA-07,house,PA,07,Bob Brooks,Ryan Mackenzie,DEM,REP,REP,REP,3.82,65.6,34.4,Lean D,2.6,5.95,4.31,-0.23,-3.92,-0.09,-3.24,7.06,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,47.0,43.0,1,1.0,0.15,2392215,4357405,0,1018423,2938717,0,2793986,460388,1373792,1521928,0,599387,554134,0,408000,1047913,0,3500,0,0,15000,22583,0,51.91,48.09,0.0,149332,138349,0,0,287681
PA-08,house,PA,08,Paige Cognetti,Rob Bresnahan,DEM,REP,REP,REP,1.52,56.9,43.1,Toss-up,-2.43,5.95,2.09,-0.06,-1.0,-0.37,-8.58,10.09,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,46.51,45.0,3,-1.49,0.159,4609589,5234586,0,3406710,2608048,0,1042824,489904,1202879,2679690,0,620354,608195,0,436327,1383927,0,0,55536,0,0,777068,0,50.76,49.24,0.0,138904,134753,0,0,273657
PA-09,house,PA,09,Rachel Wallace,Dan Meuser,DEM,REP,REP,REP,-31.54,0.1,99.9,Safe R,-33.13,5.95,-31.54,-0.72,-2.87,-0.77,-38.27,6.73,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,697865,1903078,0,386883,170733,0,0,0,310982,1765991,0,171661,6655,0,42800,792000,0,0,0,0,0,250000,0,34.23,65.77,0.0,95482,183461,0,0,278943
PA-10,house,PA,10,Janelle Stelson,Scott Perry,DEM,REP,REP,REP,10.32,85.4,14.6,Likely D,-0.33,5.95,11.64,0.1,6.4,-0.48,-5.29,15.61,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,50.81,44.94,3,2.87,0.15,6364069,5194925,0,4478639,2845976,0,282205,1273375,1900667,2430869,0,1057743,1408838,0,495435,655127,0,0,0,0,0,335158,0,55.16,44.84,0.0,159018,129258,0,0,288275
PA-11,house,PA,11,Nancy Mannion,Lloyd Smucker,DEM,REP,REP,REP,-15.78,5.6,94.4,Likely R,-16.82,5.95,-15.78,-1.34,-2.99,-0.58,-21.57,5.8,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,214230,1524161,0,47150,810787,0,0,0,167079,1617466,0,51165,5708,0,7250,803667,0,47457,0,0,0,0,0,42.11,57.89,0.0,121604,167164,0,0,288768
PA-12,house,PA,12,Summer Lee,James Hayes,DEM,REP,DEM,DEM,30.63,99.9,0.1,Safe D,24.55,5.95,30.63,2.12,-1.29,-0.71,19.36,11.27,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1466287,40139,0,1649288,9521,0,43068,0,828578,31303,0,381058,12084,0,207105,5200,0,0,25,0,0,12253,0,65.31,34.69,0.0,196263,104230,0,0,300494
PA-13,house,PA,13,Beth Farnham,John Joyce,DEM,REP,REP,REP,-39.76,0.0,100.0,Safe R,-40.9,5.95,-39.76,-2.37,-1.57,-0.87,-45.91,6.15,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55347,2418119,0,16053,3759995,0,0,0,40056,1258262,0,22129,1699,0,2217,1402618,0,168,0,0,0,0,0,30.12,69.88,0.0,87125,202120,0,0,289246
PA-14,house,PA,14,Alan Bradstock,Guy Reschenthaler,DEM,REP,REP,REP,-26.24,0.5,99.5,Safe R,-28.11,5.95,-26.24,-2.12,-1.01,-0.94,-33.59,7.35,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,201421,4209644,0,34707,990681,0,0,0,166713,3768044,0,56725,1004693,0,17908,1167150,0,2000,0,0,0,0,0,36.88,63.12,0.0,108840,186274,0,0,295114
PA-15,house,PA,15,Ray Bilger,Glenn Thompson,DEM,REP,REP,REP,-33.76,0.0,100.0,Safe R,-32.99,5.95,-33.76,-1.73,-4.07,-0.92,-38.3,4.54,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,139521,1851459,0,87343,829752,0,1788,0,52178,1813501,0,41802,38674,0,2250,1037568,0,1100,0,0,0,0,0,33.12,66.88,0.0,92197,186169,0,0,278366
PA-16,house,PA,16,Justin Wagner,Mike Kelly,DEM,REP,REP,REP,-16.92,4.5,95.5,Safe R,-17.48,5.95,-16.92,-1.76,-2.74,-0.89,-22.97,6.05,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,66591,1168433,0,37534,1329347,0,0,0,34058,881774,0,30195,2279,0,50,874667,0,620,0,0,0,90000,0,41.54,58.46,0.0,121485,170952,0,0,292436
PA-17,house,PA,17,Chris Deluzio,Tony Guy,DEM,REP,DEM,DEM,22.24,98.7,1.3,Safe D,10.43,5.95,22.24,2.12,4.58,-0.84,5.56,16.68,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2776943,117530,0,1073975,35849,0,0,0,2056640,81682,0,749578,9344,0,512370,5100,0,0,0,0,0,15275,0,61.12,38.88,0.0,195570,124417,0,0,319987
RI-01,house,RI,01,Gabriel Amo,Kellie Keenan,DEM,REP,DEM,DEM,44.35,100.0,0.0,Safe D,27.9,5.95,44.51,2.51,8.21,-0.06,22.62,21.73,False,False,IND,0,,0.0,Pedro Junior Soares De Souza,IND,Independent,3.09,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1725081,12771,0,1851028,2332,0,0,0,808701,10439,0,37179,2421,0,654422,0,0,0,8100,0,0,8100,0,69.95,26.96,0.0,115492,44520,0,5102,165114
RI-02,house,RI,02,Seth Magaziner,Victor Mellor,DEM,REP,DEM,DEM,18.76,97.0,3.0,Safe D,12.04,5.95,18.76,-0.57,1.67,-0.33,6.97,11.79,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1382796,3018775,0,1512712,280079,0,0,0,747050,3889178,0,52412,19553,0,520000,0,0,0,2930334,0,0,2175000,0,59.38,40.62,0.0,115333,78901,0,0,194234
SC-01,house,SC,01,Nancy Lacore,Jenny Costa Honeycutt,DEM,REP,,REP,-2.52,39.2,60.8,Lean R,-8.37,5.95,-2.16,0.71,0.0,-0.45,-13.29,10.77,False,False,LIB,0,,0.0,Bill Reeside,LIB,Libertarian,0.5,0.0,,,0.0,confirmed,confirmed,40.06,41.08,2,-4.01,0.249,2279585,556418,113822,412020,78533,9011,770636,1180975,1867565,477885,104811,1066621,12145,1761,75250,74500,0,0,13500,105500,0,10000,105500,48.5,51.0,0.0,136179,143221,0,1404,280804
SC-02,house,SC,02,Zyon Khalifa,Joe Wilson,DEM,REP,REP,REP,-10.51,14.1,85.9,Likely R,-9.55,5.95,-10.41,-2.01,-4.4,-0.39,-14.16,3.65,False,False,OTH,0,,0.0,Dayna Alane Smith,OTH,Workers,2.04,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12410,861105,0,218,182912,0,0,0,12192,722706,0,1827,15147,0,0,261000,0,0,200000,0,2000,0,0,43.83,54.13,0.0,112196,138542,0,5222,255960
SC-03,house,SC,03,Eunice Lehmacher,Sheri Biggs,DEM,REP,REP,REP,-40.07,0.0,100.0,Safe R,-38.01,5.95,-40.41,-1.36,-6.42,-0.56,-43.62,3.55,False,False,LIB,0,,0.0,Brian Corriea,LIB,Libertarian,1.71,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,40413,505333,0,17299,218741,0,0,5979,23114,390677,0,19631,6400,0,333,291476,0,100,0,0,100,395000,0,29.45,68.84,0.0,73513,171805,0,4268,249586
SC-04,house,SC,04,Courtney McClain,William Timmons,DEM,REP,REP,REP,-16.4,5.0,95.0,Safe R,-18.86,5.95,-16.85,-2.31,-1.32,-0.31,-23.95,7.55,False,False,LIB,0,,0.0,Jessica Ethridge,LIB,Libertarian,2.24,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,32993,1595725,409,1207,77225,324,0,487316,37392,1538615,85,32993,2566,0,0,637500,0,0,650000,409,0,0,0,40.86,56.9,0.0,101308,141058,0,5553,247920
SC-05,house,SC,05,Mallory Dittmer,Wes Climer,DEM,REP,,REP,-13.55,8.5,91.5,Likely R,-17.83,5.95,-13.55,-1.2,0.0,-0.47,-23.1,9.55,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,139717,884284,0,74508,599621,0,0,0,65209,284663,0,41306,11650,0,100,236000,0,1209,5630,0,0,0,0,43.23,56.77,0.0,112875,148251,0,0,261126
SC-06,house,SC,06,Jim Clyburn,John Peterson,DEM,REP,DEM,DEM,37.36,100.0,0.0,Safe D,29.9,5.95,37.36,0.0,1.6,-0.09,23.24,14.12,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1225051,0,0,1634793,0,0,0,0,1429385,0,0,164655,0,0,720491,0,0,0,0,0,0,0,0,68.68,31.32,0.0,150388,68587,0,0,218975
SC-07,house,SC,07,John Vincent,Russell Fry,DEM,REP,REP,REP,-18.25,3.4,96.6,Safe R,-20.43,5.95,-20.3,-1.22,-4.12,-0.48,-26.62,8.38,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,36.7,41.1,1,-7.4,0.159,297264,1720803,0,62378,1038817,0,0,0,234885,1243169,0,145946,88678,0,3500,697914,0,10750,0,0,0,0,0,40.88,59.12,0.0,110091,159237,0,0,269328
SD-01,house,SD,01,Nikki Gronli,Marty Jackley,DEM,REP,,REP,-24.47,0.8,99.2,Safe R,-28.19,5.95,-24.47,-1.2,0.0,-1.02,-29.98,5.51,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,261764,1438706,0,110978,1062725,0,0,186020,150786,375981,0,88621,17640,0,12933,181250,0,1500,1000,0,0,0,0,37.77,62.23,0.0,112723,185750,0,0,298473
TN-01,house,TN,01,Kristi Burke,Diana Harshbarger,DEM,REP,REP,REP,-53.73,0.0,100.0,Safe R,-54.6,5.95,-53.64,-1.63,-2.51,-0.85,-58.44,4.72,False,False,IND,0,,0.0,Billy Cody,IND,Independent,1.63,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,101984,1274194,0,14106,1985063,0,0,13375,87877,739900,0,71203,92875,0,250,683250,0,10,0,0,0,1456793,0,22.76,75.61,0.0,55498,184364,0,3975,243837
TN-02,house,TN,02,Michaela Barnett,Tim Burchett,DEM,REP,REP,REP,-31.09,0.1,99.9,Safe R,-30.44,5.95,-30.98,-1.28,-4.43,-0.77,-34.33,3.24,False,False,IND,0,,0.0,Adam Heimerman,IND,Independent,2.16,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,397584,2428734,0,56230,967447,0,0,0,341354,2189477,0,153957,1377489,0,250,141525,0,6415,0,0,6000,23687,0,33.71,64.13,0.0,86554,164644,0,5546,256744
TN-03,house,TN,03,Anna Golladay,Chuck Fleischmann,DEM,REP,REP,REP,-32.86,0.1,99.9,Safe R,-32.26,5.95,-32.76,-2.34,-3.43,-0.69,-36.21,3.35,False,False,IND,0,,0.0,Dean Arnold,IND,Independent,2.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55555,2330803,0,33870,4835525,0,0,0,28352,752331,0,24937,4395,0,0,642250,0,0,0,0,0,0,0,32.9,65.1,0.0,83644,165518,0,5085,254248
TN-04,house,TN,04,Victoria Broderick,Scott DesJarlais,DEM,REP,REP,REP,-15.24,6.2,93.8,Likely R,-19.22,5.95,-15.12,-1.26,-0.33,-0.26,-24.28,9.04,False,False,IND,0,,0.0,Jacob Kristopher Anders,IND,Independent,2.23,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,59772,536843,27150,8490,495126,26766,0,0,58974,407735,384,39700,1452,26730,1250,307000,0,500,0,420,0,0,0,41.44,56.33,0.0,88362,120128,0,4755,213245
TN-05,house,TN,05,Chaz Molder,Charlie Hatcher,DEM,REP,,REP,-10.91,13.2,86.8,Likely R,-17.31,5.95,-10.81,0.96,0.0,-0.41,-23.39,12.48,False,False,IND,0,,0.0,James A. Johnson,IND,Independent,1.0,0.0,,,0.0,confirmed,confirmed,40.0,48.0,1,-11.0,0.243,2599775,719503,0,1482196,104821,0,306721,0,1117579,614682,0,296295,14584,0,215921,3500,0,0,133713,0,32786,0,0,44.1,54.9,0.0,96940,120679,0,2198,219818
TN-06,house,TN,06,Mike Croley,Johnny Garrett,DEM,REP,,REP,-19.1,2.8,97.2,Safe R,-22.26,5.95,-19.0,-2.06,0.0,-0.63,-26.87,7.77,False,False,IND,0,,0.0,Angus Purdy,IND,Independent,2.07,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35380,2380327,0,2431,287585,0,252636,600268,33199,2092742,0,18521,217059,0,0,103200,0,0,1202292,0,0,1200000,0,39.61,58.32,0.0,100403,147818,0,5247,253469
TN-07,house,TN,07,Darden Copeland,Matt Van Epps,DEM,REP,REP,REP,-15.63,5.8,94.2,Likely R,-18.64,5.95,-15.52,-0.6,-1.67,-0.56,-22.73,7.1,False,False,IND,0,,0.0,Andrew J. Koontz,IND,Independent,2.16,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,868615,2300690,5100,78689,207954,4970,1658286,2781936,789926,2092736,130,119534,419392,0,3000,589605,0,229136,0,5100,165000,60000,5100,41.28,56.56,0.0,104480,143182,0,5468,253129
TN-08,house,TN,08,Heidi Kuhn,David Kustoff,DEM,REP,REP,REP,-18.86,3.0,97.0,Safe R,-16.44,5.95,-18.77,-2.43,-5.48,-0.37,-20.43,1.57,False,False,IND,0,,0.0,Horace Taylor,IND,Independent,1.81,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39805,2232874,2164,13478,3006838,805,0,0,26327,1285497,1459,5905,3350,164,1500,1028850,0,0,0,1000,0,146500,0,39.84,58.35,0.0,89615,131270,0,4072,224958
TN-09,house,TN,09,Justin J. Pearson,Brent Taylor,DEM,REP,,DEM,-8.79,18.4,81.6,Likely R,-15.29,5.95,-9.4,0.24,0.0,-0.3,-21.42,12.63,False,False,IND,0,,0.0,Dennis Clark,IND,Independent,1.66,0.0,,,0.0,confirmed,confirmed,44.0,48.0,1,-7.0,0.289,2344947,1549482,0,844733,417377,0,68292,475814,1500214,1132104,0,1218046,3347,0,32694,82300,0,278,1000000,0,0,1000000,0,44.85,53.49,0.0,101047,120526,0,3740,225313
TX-01,house,TX,01,Yolanda Prince,Nathaniel Moran,DEM,REP,REP,REP,-42.68,0.0,100.0,Safe R,-44.35,5.95,-42.68,-2.58,-1.67,-0.04,-49.91,7.22,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,9245,1797848,0,394,777546,0,0,0,3752,1401248,0,124,259260,0,0,779600,0,7038,0,0,9636,0,0,28.66,71.34,0.0,65344,162667,0,0,228011
TX-02,house,TX,02,Shaun Finnie,Steve Toth,DEM,REP,,REP,-11.84,11.3,88.7,Likely R,-19.14,5.95,-11.84,0.88,0.0,0.47,-23.13,11.29,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2729677,824450,0,1469201,152935,0,1842767,519477,1260476,671515,0,58184,48980,0,1000,67800,0,1961000,13000,0,1961000,0,0,44.08,55.92,0.0,104008,131948,0,0,235956
TX-03,house,TX,03,Evan Hunt,Keith Self,DEM,REP,REP,REP,-14.93,6.6,93.4,Likely R,-18.95,5.95,-14.93,-0.25,-1.67,-0.01,-23.98,9.06,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,446506,645503,0,43878,212694,0,0,0,402628,542149,0,189126,130447,0,5500,178673,0,75000,1851,0,75581,0,0,42.54,57.46,0.0,110276,148970,0,0,259246
TX-04,house,TX,04,Jason Pearce,Pat Fallon,DEM,REP,REP,REP,-20.36,2.1,97.9,Safe R,-19.79,5.95,-20.36,-1.91,-4.23,-0.38,-25.16,4.8,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,16271,790505,0,2086,1097026,0,0,0,14185,353558,0,4774,2939,0,0,300080,0,8797,0,0,8797,25000,0,39.82,60.18,0.0,102505,154916,0,0,257421
TX-05,house,TX,05,Chelsey Hockett,Lance Gooden,DEM,REP,REP,REP,-14.62,7.0,93.0,Likely R,-16.63,5.95,-14.62,-2.33,-2.16,0.55,-21.84,7.23,False,False,,0,,0.0,,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,12666,1341647,0,5129,1329417,0,0,0,-13258,729587,0,6132,5258,0,0,523533,0,0,0,0,0,0,0,42.69,57.31,0.0,87680,117699,0,0,205379
