race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,11.55,86.6,13.4,Likely D,15.38,3.67,12.68,-1.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.77,44.23,0.0,3242396,2571103,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-6.59,26.4,73.6,Lean R,-10.26,3.67,-11.31,4.72,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.7,53.3,0.0,1884781,2150731,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-31.71,0.1,99.9,Safe R,-34.68,3.67,-34.95,3.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.15,65.85,0.0,374316,721907,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.72,70.8,29.2,Lean D,15.34,3.67,14.89,-9.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.86,47.14,0.0,830849,740926,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,14.41,91.6,8.4,Likely D,-0.87,3.67,-1.75,16.17,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,57.21,42.79,0.0,2816659,2106958,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,21.04,97.8,2.2,Safe D,15.7,3.67,14.16,6.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,60.52,39.48,0.0,217469,141879,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-12.88,10.9,89.1,Likely R,-16.63,3.67,-18.12,5.24,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.56,56.44,0.0,776941,1006757,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-26.28,0.6,99.4,Safe R,-29.31,3.67,-29.98,3.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.86,63.14,0.0,110020,188453,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.22,2.1,97.9,Safe R,-28.63,3.67,-30.12,8.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.39,60.61,0.0,844795,1299964,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-11.69,13.2,86.8,Likely R,-12.03,3.67,-13.88,2.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,44.15,55.85,0.0,3524945,4458224,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-25.41,0.8,99.2,Safe R,33.5,3.67,32.77,-58.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.3,62.7,0.0,96447,162149,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,9.38,81.6,18.4,Likely D,-0.25,3.67,-0.87,10.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.69,45.31,0.0,1310451,1085592,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-40.45,0.0,100.0,Safe R,-46.63,3.67,-46.96,6.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,29.77,70.23,0.0,56074,132260,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.43,42.3,57.7,Toss-up,-11.91,3.67,-13.8,10.36,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.51,50.89,1.6,112336,120327,3783,0,236446
AL-SEN,senate,AL,SEN,Dakarai Larriett,Barry Moore,DEM,REP,,REP,-22.96,1.4,98.6,Safe R,-27.56,3.67,-30.88,7.92,False,False,,,0.0,0.0,,,0.0,projected,projected,38.52,61.48,0.0,610752,974811,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.34,0.4,99.6,Safe R,-29.34,3.67,-31.57,4.22,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.33,63.67,0.0,304968,534489,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,21.22,97.9,2.1,Safe D,14.0,3.67,11.29,9.93,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,60.61,39.39,0.0,1354602,880320,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,20.94,97.8,2.2,Safe D,15.61,3.67,14.84,6.1,False,False,,,0.0,0.0,,,0.0,confirmed,projected,60.47,39.53,0.0,216214,141329,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.1,24.8,75.2,Likely R,-9.1,3.67,-13.22,6.13,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.45,53.55,0.0,3555820,4099007,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,8.26,78.5,21.5,Likely D,-2.13,3.67,-2.21,10.47,False,False,,,0.0,0.0,,,0.0,confirmed,projected,54.13,45.87,0.0,1989338,1685709,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-4.86,32.1,67.9,Lean R,-8.13,3.67,-13.45,8.58,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,46.32,51.05,2.63,539336,594494,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-37.44,0.0,100.0,Safe R,-38.14,3.67,-37.52,0.08,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,31.28,68.72,0.0,198167,435376,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.94,95.7,4.3,Safe D,14.27,3.67,11.14,6.8,False,False,,,0.0,0.0,,,0.0,presumptive,projected,58.97,41.03,0.0,2332099,1622638,0,0,3954737
KS-SEN,senate,KS,SEN,Kansas Democrat,Roger Marshall,DEM,REP,REP,REP,-13.19,10.3,89.7,Likely R,-15.77,3.67,-16.41,3.22,False,False,,,0.0,0.0,,,0.0,projected,confirmed,43.41,56.59,0.0,403373,525941,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.22,0.1,99.9,Safe R,-30.03,3.67,-31.03,-0.19,False,False,,,0.0,0.0,,,0.0,presumptive,projected,34.39,65.61,0.0,499430,952739,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-24.76,0.9,99.1,Safe R,-21.33,3.67,-22.36,-2.4,False,False,,,0.0,0.0,,,0.0,projected,projected,37.62,62.38,0.0,528523,876359,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,34.67,100.0,0.0,Safe D,29.34,3.67,25.91,8.76,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,67.34,32.66,0.0,1637332,794235,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.01,48.2,51.8,Toss-up,8.51,3.67,7.09,-8.1,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,49.0,50.0,1.0,285153,290990,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,7.43,76.1,23.9,Likely D,3.32,3.67,-1.44,8.86,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,53.71,46.29,0.0,2129306,1834956,0,0,3964262
MN-SEN,senate,MN,SEN,Angie Craig,Minnesota Republican,DEM,REP,,DEM,9.64,82.2,17.8,Likely D,5.97,3.67,4.34,5.3,False,False,,,0.0,0.0,,,0.0,projected,projected,54.82,45.18,0.0,1248671,1029073,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-15.21,7.3,92.7,Likely R,-21.5,3.67,-23.15,7.94,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,42.4,57.6,0.0,364445,495160,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-23.72,0.0,89.6,Safe R,-19.79,3.67,-20.58,-3.14,False,True,IND,Seth Bodnar,29.85,10.3,,,0.0,projected,confirmed,12.92,53.57,3.66,54537,226096,15448,125994,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,2.46,59.3,40.7,Toss-up,-2.64,3.67,-3.27,5.73,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.27,47.86,1.87,2004580,1908321,74566,0,3987467
NE-SEN,senate,NE,SEN,Cindy Burbank,Pete Ricketts,DEM,REP,REP,REP,-12.42,25.0,75.0,Lean R,-20.62,3.67,-20.84,8.42,False,True,IND,Dan Osborn,40.48,25.0,,,0.0,projected,confirmed,6.61,52.9,0.0,43847,350753,0,268410,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,7.71,77.0,23.0,Likely D,-0.16,3.67,2.82,4.89,False,False,,,0.0,0.0,,,0.0,presumptive,projected,53.86,46.14,0.0,311469,266863,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,13.68,90.5,9.5,Likely D,8.13,3.67,5.63,8.06,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.84,43.16,0.0,1656182,1257505,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,12.44,88.3,11.7,Likely D,7.1,3.67,6.14,6.3,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.22,43.78,0.0,363386,282991,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-3.7,36.1,63.9,Lean R,-9.08,3.67,-11.31,7.61,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.39,51.04,1.57,1912534,2059620,63358,0,4035512
OK-SEN,senate,OK,SEN,Oklahoma Democrat,Markwayne Mullin,DEM,REP,REP,REP,-24.72,0.9,99.1,Safe R,-33.87,3.67,-34.95,10.22,False,False,,,0.0,0.0,,,0.0,projected,projected,37.64,62.36,0.0,412592,683630,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,18.38,96.1,3.9,Safe D,13.05,3.67,14.89,3.49,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,59.19,40.81,0.0,930349,641426,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,22.76,98.5,1.5,Safe D,17.42,3.67,14.16,8.6,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,61.38,38.62,0.0,220559,138789,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-8.64,20.4,79.6,Likely R,-15.32,3.67,-18.12,9.48,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,44.83,53.3,1.87,799554,950789,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-29.11,0.3,99.7,Safe R,-28.38,3.67,-29.98,0.87,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,35.45,64.55,0.0,105799,192674,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-28.98,0.3,99.7,Safe R,-26.4,3.67,-30.12,1.14,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,35.51,64.49,0.0,761561,1383199,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-5.36,30.4,69.6,Lean R,-11.48,3.67,-13.88,8.52,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.37,51.62,2.01,3701663,4121045,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Virginia Republican,DEM,REP,DEM,DEM,13.69,90.5,9.5,Likely D,6.87,3.67,5.89,7.8,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.84,43.16,0.0,1791900,1360402,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-39.99,0.0,100.0,Safe R,-41.99,3.67,-42.69,2.7,False,False,,,0.0,0.0,,,0.0,projected,confirmed,30.01,69.99,0.0,160131,373542,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-41.33,0.0,100.0,Safe R,-45.0,3.67,-46.96,5.63,False,False,,,0.0,0.0,,,0.0,projected,projected,29.33,70.67,0.0,55246,133087,0,0,188334
AK-01,house,AK,01,Mary Peltola,Nick Begich III,DEM,REP,REP,REP,-0.19,49.8,50.2,Toss-up,-10.09,3.67,-13.8,13.6,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.11,49.29,1.6,116107,116555,3783,0,236446
AL-01,house,AL,01,Democratic candidate (AL-01),Republican candidate (AL-01),DEM,REP,REP,REP,-29.58,0.2,99.8,Safe R,-31.58,3.67,-36.34,6.77,False,False,,,0.0,0.0,,,0.0,projected,projected,35.21,64.79,0.0,80864,148785,0,0,229648
AL-02,house,AL,02,Democratic candidate (AL-02),Republican candidate (AL-02),DEM,REP,REP,REP,-7.78,22.8,77.2,Likely R,-9.79,3.67,-14.46,6.68,False,False,,,0.0,0.0,,,0.0,projected,projected,46.11,53.89,0.0,94623,110599,0,0,205222
AL-03,house,AL,03,Democratic candidate (AL-03),Republican candidate (AL-03),DEM,REP,REP,REP,-40.33,0.0,100.0,Safe R,-42.33,3.67,-47.04,6.71,False,False,,,0.0,0.0,,,0.0,projected,projected,29.83,70.17,0.0,66079,155408,0,0,221487
AL-04,house,AL,04,Democratic candidate (AL-04),Republican candidate (AL-04),DEM,REP,REP,REP,-60.53,0.0,100.0,Safe R,-62.53,3.67,-66.99,6.46,False,False,,,0.0,0.0,,,0.0,projected,projected,19.74,80.26,0.0,44743,181959,0,0,226703
AL-05,house,AL,05,Democratic candidate (AL-05),Republican candidate (AL-05),DEM,REP,REP,REP,-24.0,1.1,98.9,Safe R,-26.0,3.67,-29.51,5.51,False,False,,,0.0,0.0,,,0.0,projected,projected,38.0,62.0,0.0,94059,153461,0,0,247520
AL-06,house,AL,06,Democratic candidate (AL-06),Republican candidate (AL-06),DEM,REP,REP,REP,-29.51,0.2,99.8,Safe R,-31.51,3.67,-34.79,5.28,False,False,,,0.0,0.0,,,0.0,projected,projected,35.25,64.75,0.0,86221,158410,0,0,244631
AL-07,house,AL,07,Democratic candidate (AL-07),Republican candidate (AL-07),DEM,REP,DEM,DEM,27.94,99.6,0.4,Safe D,22.6,3.67,17.99,9.95,False,False,,,0.0,0.0,,,0.0,projected,projected,63.97,36.03,0.0,134561,75791,0,0,210352
AR-01,house,AR,01,Democratic candidate (AR-01),Republican candidate (AR-01),DEM,REP,REP,REP,-40.88,0.0,100.0,Safe R,-42.89,3.67,-46.4,5.51,False,False,,,0.0,0.0,,,0.0,projected,projected,29.56,70.44,0.0,57883,137943,0,0,195826
AR-02,house,AR,02,Democratic candidate (AR-02),Republican candidate (AR-02),DEM,REP,REP,REP,-11.65,13.2,86.8,Likely R,-13.65,3.67,-16.22,4.56,False,False,,,0.0,0.0,,,0.0,projected,projected,44.17,55.83,0.0,99603,125873,0,0,225476
AR-03,house,AR,03,Democratic candidate (AR-03),Republican candidate (AR-03),DEM,REP,REP,REP,-21.82,1.8,98.2,Safe R,-23.82,3.67,-25.81,4.0,False,False,,,0.0,0.0,,,0.0,projected,projected,39.09,60.91,0.0,86626,134972,0,0,221598
AR-04,house,AR,04,Democratic candidate (AR-04),Republican candidate (AR-04),DEM,REP,REP,REP,-35.25,0.0,100.0,Safe R,-37.26,3.67,-40.73,5.48,False,False,,,0.0,0.0,,,0.0,projected,projected,32.37,67.63,0.0,63631,132927,0,0,196558
AZ-01,house,AZ,01,Democratic candidate (AZ-01),Republican candidate (AZ-01),DEM,REP,REP,REP,2.91,61.0,39.0,Lean D,0.53,3.67,-3.14,6.05,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,50.49,47.63,1.88,159296,150287,5932,0,315514
AZ-02,house,AZ,02,Democratic candidate (AZ-02),Republican candidate (AZ-02),DEM,REP,REP,REP,-8.68,20.3,79.7,Likely R,-10.69,3.67,-15.12,6.44,False,False,,,0.0,0.0,,,0.0,projected,projected,45.66,54.34,0.0,133108,158426,0,0,291534
AZ-03,house,AZ,03,Democratic candidate (AZ-03),Republican candidate (AZ-03),DEM,REP,DEM,DEM,51.34,100.0,0.0,Safe D,46.01,3.67,40.31,11.04,False,False,,,0.0,0.0,,,0.0,projected,projected,75.67,24.33,0.0,112945,36310,0,0,149255
AZ-04,house,AZ,04,Democratic candidate (AZ-04),Republican candidate (AZ-04),DEM,REP,DEM,DEM,15.44,93.0,7.0,Likely D,10.1,3.67,6.76,8.68,False,False,,,0.0,0.0,,,0.0,projected,projected,57.72,42.28,0.0,140407,102848,0,0,243254
AZ-05,house,AZ,05,Democratic candidate (AZ-05),Republican candidate (AZ-05),DEM,REP,REP,REP,-14.78,7.9,92.1,Likely R,-16.79,3.67,-20.19,5.41,False,False,,,0.0,0.0,,,0.0,projected,projected,42.61,57.39,0.0,132734,178784,0,0,311518
AZ-06,house,AZ,06,Kirsten Engel,Juan Ciscomani,DEM,REP,REP,REP,6.08,72.0,28.0,Lean D,2.13,3.67,-0.76,6.84,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,51.92,45.96,2.12,159964,141626,6532,0,308122
AZ-07,house,AZ,07,Democratic candidate (AZ-07),Republican candidate (AZ-07),DEM,REP,DEM,DEM,33.4,99.9,0.1,Safe D,28.06,3.67,22.39,11.01,False,False,,,0.0,0.0,,,0.0,projected,projected,66.7,33.3,0.0,131520,65659,0,0,197180
AZ-08,house,AZ,08,Democratic candidate (AZ-08),Republican candidate (AZ-08),DEM,REP,REP,REP,-11.24,14.1,85.9,Likely R,-13.25,3.67,-16.48,5.24,False,False,,,0.0,0.0,,,0.0,projected,projected,44.38,55.62,0.0,121782,152634,0,0,274416
AZ-09,house,AZ,09,Democratic candidate (AZ-09),Republican candidate (AZ-09),DEM,REP,REP,REP,-25.46,0.7,99.3,Safe R,-27.46,3.67,-31.34,5.89,False,False,,,0.0,0.0,,,0.0,projected,projected,37.27,62.73,0.0,105006,176724,0,0,281730
CA-01,house,CA,01,Democratic candidate (CA-01),Republican candidate (CA-01),DEM,REP,DEM,DEM,20.85,97.7,2.3,Safe D,15.51,3.67,12.63,8.22,False,False,,,0.0,0.0,,,0.0,projected,projected,60.42,39.58,0.0,144506,94645,0,0,239151
CA-02,house,CA,02,Democratic candidate (CA-02),Republican candidate (CA-02),DEM,REP,DEM,DEM,33.31,99.9,0.1,Safe D,27.97,3.67,25.45,7.86,False,False,,,0.0,0.0,,,0.0,projected,projected,66.65,33.35,0.0,181645,90875,0,0,272520
CA-03,house,CA,03,Democratic candidate (CA-03),Republican candidate (CA-03),DEM,REP,DEM,DEM,18.28,96.0,4.0,Safe D,12.95,3.67,10.55,7.73,False,False,,,0.0,0.0,,,0.0,projected,projected,59.14,40.86,0.0,151782,104862,0,0,256644
CA-04,house,CA,04,Democratic candidate (CA-04),Republican candidate (CA-04),DEM,REP,DEM,DEM,23.65,98.8,1.2,Safe D,18.32,3.67,14.96,8.69,False,False,,,0.0,0.0,,,0.0,projected,projected,61.83,38.17,0.0,148850,91904,0,0,240754
CA-05,house,CA,05,Democratic candidate (CA-05),Republican candidate (CA-05),DEM,REP,REP,REP,-16.2,6.0,94.0,Likely R,-18.2,3.67,-21.2,5.0,False,False,,,0.0,0.0,,,0.0,projected,projected,41.9,58.1,0.0,106312,147411,0,0,253723
CA-06,house,CA,06,Democratic candidate (CA-06),Republican candidate (CA-06),DEM,REP,DEM,DEM,16.71,94.5,5.5,Likely D,11.37,3.67,8.67,8.04,False,False,,,0.0,0.0,,,0.0,projected,projected,58.36,41.64,0.0,137392,98048,0,0,235441
