race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,32.0,99.9,0.1,Safe D,27.69,3.18,25.91,6.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,66.0,34.0,0.0,1604810,826757,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,37.02,100.0,0.0,Safe D,30.41,3.18,29.51,7.51,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,68.51,31.49,0.0,1457051,669783,0,0,2126834
ME-GOV,governor,ME,GOV,Shenna Bellows,Jonathan Bush,DEM,REP,,DEM,10.67,84.6,15.4,Likely D,7.49,3.18,7.09,3.59,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.34,44.66,0.0,322043,259920,0,0,581962
MI-GOV,governor,MI,GOV,Jocelyn Benson,John James,DEM,REP,,DEM,12.79,88.9,11.1,Likely D,-0.36,3.18,-1.44,14.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,56.39,43.61,0.0,2235614,1728648,0,0,3964262
MN-GOV,governor,MN,GOV,Amy Klobuchar,Lisa Demuth,DEM,REP,,DEM,8.0,77.7,22.3,Likely D,4.94,3.18,4.34,3.65,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.0,46.0,0.0,1229936,1047808,0,0,2277744
NE-GOV,governor,NE,GOV,Lynne Walz,Jim Pillen,DEM,REP,REP,REP,-20.82,2.3,97.7,Safe R,-20.75,3.18,-20.84,0.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.59,60.41,0.0,262500,400511,0,0,663011
NH-GOV,governor,NH,GOV,Cinde Warmington,Kelly Ayotte,DEM,REP,REP,REP,-12.95,10.8,89.2,Likely R,3.66,3.18,2.82,-15.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.52,56.48,0.0,251718,326615,0,0,578332
NM-GOV,governor,NM,GOV,Deb Haaland,Gregg Hull,DEM,REP,,DEM,4.25,65.7,34.3,Lean D,7.45,3.18,6.14,-1.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.12,47.88,0.0,336915,309463,0,0,646377
NV-GOV,governor,NV,GOV,Aaron Ford,Joe Lombardo,DEM,REP,REP,REP,2.48,59.4,40.6,Toss-up,-1.54,3.18,-3.15,5.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,51.24,48.76,0.0,532429,506638,0,0,1039067
NY-GOV,governor,NY,GOV,Kathy Hochul,Bruce Blakeman,DEM,REP,DEM,DEM,11.06,85.4,14.6,Likely D,15.38,3.18,12.68,-1.63,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.53,44.47,0.0,3228152,2585346,0,0,5813499
OH-GOV,governor,OH,GOV,Amy Acton,Vivek Ramaswamy,DEM,REP,,REP,-7.08,25.0,75.0,Likely R,-10.26,3.18,-11.31,4.23,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.46,53.54,0.0,1874894,2160618,0,0,4035512
OK-GOV,governor,OK,GOV,Cyndi Munson,Gentner Drummond,DEM,REP,,REP,-32.2,0.1,99.9,Safe R,-34.68,3.18,-34.95,2.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,33.9,66.1,0.0,371630,724592,0,0,1096222
OR-GOV,governor,OR,GOV,Tina Kotek,Christine Drazan,DEM,REP,DEM,DEM,5.23,69.1,30.9,Lean D,15.34,3.18,14.89,-9.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.62,47.38,0.0,826998,744776,0,0,1571774
PA-GOV,governor,PA,GOV,Josh Shapiro,Stacy Garrity,DEM,REP,DEM,DEM,13.92,90.8,9.2,Likely D,-0.87,3.18,-1.75,15.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,56.96,43.04,0.0,2804596,2119021,0,0,4923617
RI-GOV,governor,RI,GOV,Dan McKee,Aaron Guckian,DEM,REP,DEM,DEM,20.55,97.5,2.5,Safe D,15.7,3.18,14.16,6.39,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,60.27,39.73,0.0,216588,142760,0,0,359348
SC-GOV,governor,SC,GOV,Jermaine Johnson,Pamela Evette,DEM,REP,,REP,-13.37,10.1,89.9,Likely R,-16.63,3.18,-18.12,4.75,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.31,56.69,0.0,772571,1011127,0,0,1783698
SD-GOV,governor,SD,GOV,Dan Ahlers,Larry Rhoden,DEM,REP,REP,REP,-26.77,0.5,99.5,Safe R,-29.31,3.18,-29.98,3.21,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,36.62,63.38,0.0,109289,189184,0,0,298473
TN-GOV,governor,TN,GOV,Carnita Atwater,Marsha Blackburn,DEM,REP,,REP,-21.71,1.9,98.1,Safe R,-28.63,3.18,-30.12,8.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.14,60.86,0.0,839541,1305219,0,0,2144759
TX-GOV,governor,TX,GOV,Gina Hinojosa,Greg Abbott,DEM,REP,REP,REP,-12.18,12.2,87.8,Likely R,-12.03,3.18,-13.88,1.7,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.91,56.09,0.0,3505387,4477783,0,0,7983170
VT-GOV,governor,VT,GOV,Amanda Janoo,Phil Scott,DEM,REP,REP,REP,-25.9,0.7,99.3,Safe R,33.5,3.18,32.77,-58.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,37.05,62.95,0.0,95813,162782,0,0,258595
WI-GOV,governor,WI,GOV,Mandela Barnes,Tom Tiffany,DEM,REP,,DEM,8.89,80.2,19.8,Likely D,-0.25,3.18,-0.87,9.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.45,45.55,0.0,1304580,1091462,0,0,2396043
WY-GOV,governor,WY,GOV,Gabriel Green,Megan Degenfelder,DEM,REP,,REP,-40.94,0.0,100.0,Safe R,-46.63,3.18,-46.96,6.02,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,29.53,70.47,0.0,55613,132721,0,0,188334
AK-SEN,senate,AK,SEN,Mary Peltola,Dan Sullivan,DEM,REP,REP,REP,-3.64,42.9,57.1,Toss-up,-11.96,3.18,-13.8,10.16,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,47.41,50.99,1.6,112100,120562,3783,0,236446
AL-SEN,senate,AL,SEN,Dakarai Larriett,Barry Moore,DEM,REP,,REP,-23.57,1.2,98.8,Safe R,-27.68,3.18,-30.88,7.31,False,False,,,0.0,0.0,,,0.0,projected,projected,38.21,61.79,0.0,605896,979667,0,0,1585563
AR-SEN,senate,AR,SEN,Hallie Shoffner,Tom Cotton,DEM,REP,REP,REP,-27.95,0.4,99.6,Safe R,-29.47,3.18,-31.57,3.61,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,36.02,63.98,0.0,302397,537060,0,0,839457
CO-SEN,senate,CO,SEN,John Hickenlooper,Mark Baisley,DEM,REP,DEM,DEM,20.61,97.5,2.5,Safe D,13.88,3.18,11.29,9.32,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,60.3,39.7,0.0,1347757,887164,0,0,2234922
DE-SEN,senate,DE,SEN,Chris Coons,Michael Katz,DEM,REP,DEM,DEM,20.45,97.5,2.5,Safe D,15.61,3.18,14.84,5.61,False,False,,,0.0,0.0,,,0.0,confirmed,projected,60.23,39.77,0.0,215338,142205,0,0,357542
FL-SEN,senate,FL,SEN,Alexander Vindman,Ashley Moody,DEM,REP,REP,REP,-7.71,23.1,76.9,Likely R,-9.22,3.18,-13.22,5.51,False,False,,,0.0,0.0,,,0.0,projected,confirmed,46.15,53.85,0.0,3532377,4122450,0,0,7654826
GA-SEN,senate,GA,SEN,Jon Ossoff,Mike Collins,DEM,REP,DEM,DEM,7.65,76.7,23.3,Likely D,-2.26,3.18,-2.21,9.86,False,False,,,0.0,0.0,,,0.0,confirmed,projected,53.82,46.18,0.0,1978083,1696963,0,0,3675046
IA-SEN,senate,IA,SEN,Josh Turek,Ashley Hinson,DEM,REP,,REP,-5.48,30.1,69.9,Lean R,-8.25,3.18,-13.45,7.97,False,False,LIB,,0.0,0.0,,,0.0,presumptive,presumptive,46.02,51.35,2.63,535863,597966,30625,0,1164454
ID-SEN,senate,ID,SEN,David Roth,Jim Risch,DEM,REP,REP,REP,-38.05,0.0,100.0,Safe R,-38.26,3.18,-37.52,-0.53,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,30.97,69.03,0.0,196227,437316,0,0,633543
IL-SEN,senate,IL,SEN,Juliana Stratton,Don Tracy,DEM,REP,,DEM,17.33,95.1,4.9,Safe D,14.15,3.18,11.14,6.19,False,False,,,0.0,0.0,,,0.0,presumptive,projected,58.66,41.34,0.0,2319987,1634749,0,0,3954737
KS-SEN,senate,KS,SEN,Kansas Democrat,Roger Marshall,DEM,REP,REP,REP,-13.8,9.4,90.6,Likely R,-15.89,3.18,-16.41,2.61,False,False,,,0.0,0.0,,,0.0,projected,confirmed,43.1,56.9,0.0,400527,528787,0,0,929314
KY-SEN,senate,KY,SEN,Charles Booker,Andy Barr,DEM,REP,,REP,-31.71,0.1,99.9,Safe R,-30.03,3.18,-31.03,-0.68,False,False,,,0.0,0.0,,,0.0,presumptive,projected,34.15,65.85,0.0,495873,956296,0,0,1452169
LA-SEN,senate,LA,SEN,Gary Crockett,Julia Letlow,DEM,REP,,REP,-25.25,0.8,99.2,Safe R,-21.33,3.18,-22.36,-2.89,False,False,,,0.0,0.0,,,0.0,projected,projected,37.38,62.62,0.0,525081,879801,0,0,1404882
MA-SEN,senate,MA,SEN,Ed Markey,John Deaton,DEM,REP,DEM,DEM,34.06,99.9,0.1,Safe D,29.21,3.18,25.91,8.15,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,67.03,32.97,0.0,1629886,801682,0,0,2431568
ME-SEN,senate,ME,SEN,Graham Platner,Susan Collins,DEM,REP,REP,REP,-1.25,47.5,52.5,Toss-up,8.39,3.18,7.09,-8.34,True,False,,,0.0,0.0,,,0.0,presumptive,confirmed,48.88,50.12,1.0,284472,291671,5820,0,581962
MI-SEN,senate,MI,SEN,Abdul El-Sayed,Mike Rogers,DEM,REP,,DEM,6.81,74.2,25.8,Lean D,3.19,3.18,-1.44,8.25,False,False,,,0.0,0.0,,,0.0,presumptive,presumptive,53.41,46.59,0.0,2117165,1847097,0,0,3964262
MN-SEN,senate,MN,SEN,Angie Craig,Minnesota Republican,DEM,REP,,DEM,9.03,80.6,19.4,Likely D,5.85,3.18,4.34,4.69,False,False,,,0.0,0.0,,,0.0,projected,projected,54.51,45.49,0.0,1241695,1036049,0,0,2277744
MS-SEN,senate,MS,SEN,Scott Colom,Cindy Hyde-Smith,DEM,REP,REP,REP,-15.7,6.7,93.3,Likely R,-21.5,3.18,-23.15,7.45,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,42.15,57.85,0.0,362339,497266,0,0,859605
MT-SEN,senate,MT,SEN,Alani Bankhead,Kurt Alme,DEM,REP,,REP,-23.81,0.7,85.9,Safe R,-19.79,3.18,-20.58,-3.23,False,True,IND,Seth Bodnar,29.76,13.4,,,0.0,projected,confirmed,13.0,53.58,3.66,54869,226137,15448,125620,422074
NC-SEN,senate,NC,SEN,Roy Cooper,Michael Whatley,DEM,REP,,REP,1.97,57.5,42.5,Toss-up,-2.64,3.18,-3.27,5.24,False,False,GRN,,0.0,0.0,,,0.0,confirmed,confirmed,50.03,48.1,1.87,1994994,1917908,74566,0,3987467
NE-SEN,senate,NE,SEN,Cindy Burbank,Pete Ricketts,DEM,REP,REP,REP,-13.19,25.8,74.2,Lean R,-20.74,3.18,-20.84,7.65,False,True,IND,Dan Osborn,39.83,25.8,,,0.0,projected,confirmed,7.14,53.03,0.0,47328,351579,0,264103,663011
NH-SEN,senate,NH,SEN,Chris Pappas,Scott Brown,DEM,REP,,DEM,7.1,75.1,24.9,Likely D,-0.28,3.18,2.82,4.28,False,False,,,0.0,0.0,,,0.0,presumptive,projected,53.55,46.45,0.0,309698,268634,0,0,578332
NJ-SEN,senate,NJ,SEN,Cory Booker,Justin Murphy,DEM,REP,DEM,DEM,13.19,89.6,10.4,Likely D,8.13,3.18,5.63,7.57,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.6,43.4,0.0,1649043,1264643,0,0,2913686
NM-SEN,senate,NM,SEN,Ben Ray Lujan,Larry Marker,DEM,REP,DEM,DEM,11.83,87.1,12.9,Likely D,6.98,3.18,6.14,5.68,False,False,,,0.0,0.0,,,0.0,confirmed,projected,55.91,44.09,0.0,361407,284970,0,0,646377
OH-SEN,senate,OH,SEN,Sherrod Brown,Jon Husted,DEM,REP,REP,REP,-4.32,34.0,66.0,Lean R,-9.2,3.18,-11.31,7.0,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,47.09,51.34,1.57,1900369,2071785,63358,0,4035512
OK-SEN,senate,OK,SEN,Oklahoma Democrat,Markwayne Mullin,DEM,REP,REP,REP,-25.34,0.8,99.2,Safe R,-33.99,3.18,-34.95,9.61,False,False,,,0.0,0.0,,,0.0,projected,projected,37.33,62.67,0.0,409235,686987,0,0,1096222
OR-SEN,senate,OR,SEN,Jeff Merkley,David Brock Smith,DEM,REP,DEM,DEM,17.77,95.5,4.5,Safe D,12.92,3.18,14.89,2.88,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,58.88,41.12,0.0,925535,646239,0,0,1571774
RI-SEN,senate,RI,SEN,Jack Reed,Raymond McKay,DEM,REP,DEM,DEM,22.14,98.3,1.7,Safe D,17.3,3.18,14.16,7.98,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,61.07,38.93,0.0,219458,139889,0,0,359348
SC-SEN,senate,SC,SEN,Annie Andrews,Lindsey Graham,DEM,REP,REP,REP,-9.25,18.9,81.1,Likely R,-15.44,3.18,-18.12,8.87,False,False,LIB,,0.0,0.0,,,0.0,presumptive,confirmed,44.53,53.6,1.87,794194,956149,33355,0,1783698
SD-SEN,senate,SD,SEN,Julian Beaudion,Mike Rounds,DEM,REP,REP,REP,-29.72,0.2,99.8,Safe R,-28.51,3.18,-29.98,0.26,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,35.14,64.86,0.0,104885,193588,0,0,298473
TN-SEN,senate,TN,SEN,Marquita Bradshaw,Bill Hagerty,DEM,REP,REP,REP,-29.6,0.2,99.8,Safe R,-26.52,3.18,-30.12,0.52,False,False,,,0.0,0.0,,,0.0,presumptive,confirmed,35.2,64.8,0.0,754992,1389767,0,0,2144759
TX-SEN,senate,TX,SEN,James Talarico,Ken Paxton,DEM,REP,,REP,-5.97,28.4,71.6,Lean R,-11.6,3.18,-13.88,7.9,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,46.07,51.92,2.01,3677706,4145002,160462,0,7983170
VA-SEN,senate,VA,SEN,Mark Warner,Virginia Republican,DEM,REP,DEM,DEM,13.2,89.6,10.4,Likely D,6.87,3.18,5.89,7.31,False,False,,,0.0,0.0,,,0.0,confirmed,projected,56.6,43.4,0.0,1784177,1368125,0,0,3152302
WV-SEN,senate,WV,SEN,Rachel Anderson,Shelley Moore Capito,DEM,REP,REP,REP,-40.48,0.0,100.0,Safe R,-41.99,3.18,-42.69,2.21,False,False,,,0.0,0.0,,,0.0,projected,confirmed,29.76,70.24,0.0,158824,374849,0,0,533673
WY-SEN,senate,WY,SEN,James Byrd,Harriet Hageman,DEM,REP,,REP,-41.94,0.0,100.0,Safe R,-45.12,3.18,-46.96,5.01,False,False,,,0.0,0.0,,,0.0,projected,projected,29.03,70.97,0.0,54669,133664,0,0,188334
AK-01,house,AK,01,Mary Peltola,Nick Begich III,DEM,REP,REP,REP,-1.5,47.9,52.1,Toss-up,-10.17,3.18,-13.8,12.3,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.46,49.94,1.6,114588,118075,3783,0,236446
AL-01,house,AL,01,Democratic candidate (AL-01),Republican candidate (AL-01),DEM,REP,REP,REP,-30.29,0.2,99.8,Safe R,-31.8,3.18,-36.34,6.06,False,False,,,0.0,0.0,,,0.0,projected,projected,34.86,65.14,0.0,80048,149600,0,0,229648
AL-02,house,AL,02,Democratic candidate (AL-02),Republican candidate (AL-02),DEM,REP,REP,REP,-8.49,20.9,79.1,Likely R,-10.01,3.18,-14.46,5.97,False,False,,,0.0,0.0,,,0.0,projected,projected,45.75,54.25,0.0,93894,111328,0,0,205222
AL-03,house,AL,03,Democratic candidate (AL-03),Republican candidate (AL-03),DEM,REP,REP,REP,-41.04,0.0,100.0,Safe R,-42.55,3.18,-47.04,6.0,False,False,,,0.0,0.0,,,0.0,projected,projected,29.48,70.52,0.0,65293,156194,0,0,221487
AL-04,house,AL,04,Democratic candidate (AL-04),Republican candidate (AL-04),DEM,REP,REP,REP,-61.24,0.0,100.0,Safe R,-62.75,3.18,-66.99,5.75,False,False,,,0.0,0.0,,,0.0,projected,projected,19.38,80.62,0.0,43938,182764,0,0,226703
AL-05,house,AL,05,Democratic candidate (AL-05),Republican candidate (AL-05),DEM,REP,REP,REP,-24.71,0.9,99.1,Safe R,-26.22,3.18,-29.51,4.8,False,False,,,0.0,0.0,,,0.0,projected,projected,37.65,62.35,0.0,93180,154340,0,0,247520
AL-06,house,AL,06,Democratic candidate (AL-06),Republican candidate (AL-06),DEM,REP,REP,REP,-30.22,0.2,99.8,Safe R,-31.73,3.18,-34.79,4.57,False,False,,,0.0,0.0,,,0.0,projected,projected,34.89,65.11,0.0,85353,159278,0,0,244631
AL-07,house,AL,07,Democratic candidate (AL-07),Republican candidate (AL-07),DEM,REP,DEM,DEM,27.23,99.5,0.5,Safe D,22.38,3.18,17.99,9.24,False,False,,,0.0,0.0,,,0.0,projected,projected,63.61,36.39,0.0,133814,76538,0,0,210352
AR-01,house,AR,01,Democratic candidate (AR-01),Republican candidate (AR-01),DEM,REP,REP,REP,-41.59,0.0,100.0,Safe R,-43.11,3.18,-46.4,4.8,False,False,,,0.0,0.0,,,0.0,projected,projected,29.2,70.8,0.0,57187,138638,0,0,195826
AR-02,house,AR,02,Democratic candidate (AR-02),Republican candidate (AR-02),DEM,REP,REP,REP,-12.36,11.9,88.1,Likely R,-13.87,3.18,-16.22,3.85,False,False,,,0.0,0.0,,,0.0,projected,projected,43.82,56.18,0.0,98802,126673,0,0,225476
AR-03,house,AR,03,Democratic candidate (AR-03),Republican candidate (AR-03),DEM,REP,REP,REP,-22.53,1.6,98.4,Safe R,-24.04,3.18,-25.81,3.29,False,False,,,0.0,0.0,,,0.0,projected,projected,38.74,61.26,0.0,85839,135758,0,0,221598
AR-04,house,AR,04,Democratic candidate (AR-04),Republican candidate (AR-04),DEM,REP,REP,REP,-35.96,0.0,100.0,Safe R,-37.48,3.18,-40.73,4.77,False,False,,,0.0,0.0,,,0.0,projected,projected,32.02,67.98,0.0,62933,133625,0,0,196558
AZ-01,house,AZ,01,Democratic candidate (AZ-01),Republican candidate (AZ-01),DEM,REP,REP,REP,2.3,58.7,41.3,Toss-up,0.41,3.18,-3.14,5.43,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,50.19,47.93,1.88,158347,151235,5932,0,315514
AZ-02,house,AZ,02,Democratic candidate (AZ-02),Republican candidate (AZ-02),DEM,REP,REP,REP,-9.3,18.7,81.3,Likely R,-10.81,3.18,-15.12,5.82,False,False,,,0.0,0.0,,,0.0,projected,projected,45.35,54.65,0.0,132215,159319,0,0,291534
AZ-03,house,AZ,03,Democratic candidate (AZ-03),Republican candidate (AZ-03),DEM,REP,DEM,DEM,50.73,100.0,0.0,Safe D,45.89,3.18,40.31,10.42,False,False,,,0.0,0.0,,,0.0,projected,projected,75.37,24.63,0.0,112488,36768,0,0,149255
AZ-04,house,AZ,04,Democratic candidate (AZ-04),Republican candidate (AZ-04),DEM,REP,DEM,DEM,14.83,92.2,7.8,Likely D,9.98,3.18,6.76,8.07,False,False,,,0.0,0.0,,,0.0,projected,projected,57.41,42.59,0.0,139662,103593,0,0,243254
AZ-05,house,AZ,05,Democratic candidate (AZ-05),Republican candidate (AZ-05),DEM,REP,REP,REP,-15.4,7.1,92.9,Likely R,-16.91,3.18,-20.19,4.8,False,False,,,0.0,0.0,,,0.0,projected,projected,42.3,57.7,0.0,131780,179738,0,0,311518
AZ-06,house,AZ,06,Kirsten Engel,Juan Ciscomani,DEM,REP,REP,REP,5.47,69.9,30.1,Lean D,2.01,3.18,-0.76,6.23,False,False,LIB,,0.0,0.0,,,0.0,confirmed,confirmed,51.62,46.26,2.12,159041,142549,6532,0,308122
AZ-07,house,AZ,07,Democratic candidate (AZ-07),Republican candidate (AZ-07),DEM,REP,DEM,DEM,32.79,99.9,0.1,Safe D,27.94,3.18,22.39,10.4,False,False,,,0.0,0.0,,,0.0,projected,projected,66.39,33.61,0.0,130916,66263,0,0,197180
AZ-08,house,AZ,08,Democratic candidate (AZ-08),Republican candidate (AZ-08),DEM,REP,REP,REP,-11.86,12.9,87.1,Likely R,-13.37,3.18,-16.48,4.62,False,False,,,0.0,0.0,,,0.0,projected,projected,44.07,55.93,0.0,120941,153475,0,0,274416
AZ-09,house,AZ,09,Democratic candidate (AZ-09),Republican candidate (AZ-09),DEM,REP,REP,REP,-26.07,0.6,99.4,Safe R,-27.58,3.18,-31.34,5.27,False,False,,,0.0,0.0,,,0.0,projected,projected,36.97,63.03,0.0,104143,177587,0,0,281730
CA-01,house,CA,01,Democratic candidate (CA-01),Republican candidate (CA-01),DEM,REP,DEM,DEM,20.24,97.3,2.7,Safe D,15.39,3.18,12.63,7.61,False,False,,,0.0,0.0,,,0.0,projected,projected,60.12,39.88,0.0,143773,95377,0,0,239151
CA-02,house,CA,02,Democratic candidate (CA-02),Republican candidate (CA-02),DEM,REP,DEM,DEM,32.7,99.9,0.1,Safe D,27.85,3.18,25.45,7.25,False,False,,,0.0,0.0,,,0.0,projected,projected,66.35,33.65,0.0,180811,91710,0,0,272520
CA-03,house,CA,03,Democratic candidate (CA-03),Republican candidate (CA-03),DEM,REP,DEM,DEM,17.67,95.4,4.6,Safe D,12.82,3.18,10.55,7.12,False,False,,,0.0,0.0,,,0.0,projected,projected,58.83,41.17,0.0,150996,105648,0,0,256644
CA-04,house,CA,04,Democratic candidate (CA-04),Republican candidate (CA-04),DEM,REP,DEM,DEM,23.04,98.6,1.4,Safe D,18.19,3.18,14.96,8.08,False,False,,,0.0,0.0,,,0.0,projected,projected,61.52,38.48,0.0,148112,92642,0,0,240754
CA-05,house,CA,05,Democratic candidate (CA-05),Republican candidate (CA-05),DEM,REP,REP,REP,-16.81,5.4,94.6,Likely R,-18.32,3.18,-21.2,4.39,False,False,,,0.0,0.0,,,0.0,projected,projected,41.59,58.41,0.0,105535,148188,0,0,253723
CA-06,house,CA,06,Democratic candidate (CA-06),Republican candidate (CA-06),DEM,REP,DEM,DEM,16.1,93.8,6.2,Likely D,11.25,3.18,8.67,7.43,False,False,,,0.0,0.0,,,0.0,projected,projected,58.05,41.95,0.0,136671,98769,0,0,235441
