state,county_fips,cd_code,votes_dem,votes_rep,votes_total,pres16_dem,pres16_rep,pres20_dem,pres20_rep,pop_tot,vap_tot,vap_white,vap_black,vap_hisp,vap_asian,vap_native,vap_pacific
MI,26129,MI-01,3578,8879,12642,3030,6827,3475,8253,20770,16916,15856,33,286,48,86,0
MI,26131,MI-01,1313,2479,3844,1176,2066,1391,2358,5816,5147,4845,5,46,20,54,0
MI,26133,MI-02,3326,9639,13202,2705,7336,3214,8928,22891,17525,16456,85,231,27,107,0
MI,26135,MI-01,1414,3716,5197,1044,2843,1342,3466,8219,6731,6331,7,107,5,30,0
MI,26137,MI-01,5052,10693,15971,3556,8266,4743,9779,25091,19904,18640,81,249,77,119,0
MI,26139,MI-02,316,1010,1336,282,766,323,928,2096,1620,1493,11,77,7,8,0
MI,26139,MI-03,26618,37040,64622,17625,29780,24285,34966,106863,84110,75339,1422,3137,1060,346,10
MI,26139,MI-04,42719,68083,112549,27066,57921,40097,65019,187241,140338,113238,2269,15625,5055,236,49
MI,26141,MI-01,3036,5568,8760,2400,4488,2911,5342,12982,10985,10499,17,88,44,57,0
MI,26143,MI-01,5290,10582,16073,4287,8141,5166,9670,23459,20138,18951,42,290,59,86,7
MI,26145,MI-08,49515,52912,104008,44396,45469,51088,50785,190124,148604,105856,24500,11045,1896,379,56
MI,26147,MI-09,30844,64277,96658,24553,49051,31363,59185,160383,127475,115561,2789,3508,688,459,11
MI,26149,MI-05,9452,19403,29350,7526,14884,9262,18127,60939,45987,39600,959,3225,330,129,3
MI,26151,MI-09,5956,17080,23361,4873,13445,5966,16192,40611,31913,29658,129,1074,68,90,0
MI,26153,MI-01,1631,3196,4898,1369,2556,1589,3090,8047,6651,5781,10,54,10,463,1
MI,26155,MI-07,15335,24718,40752,12547,19232,15348,23151,68094,53880,49935,222,1303,219,183,19
MI,26157,MI-08,272,543,819,236,389,246,496,1411,1113,1034,2,22,2,7,1
MI,26157,MI-09,8288,21221,29925,7193,16713,8466,19801,51912,40840,37766,254,1110,125,139,10
MI,26159,MI-04,17175,23407,41249,13257,17889,16795,21589,75587,58205,47815,1822,5349,296,419,17
MI,26161,MI-06,157152,58844,223502,128483,50631,157136,56241,372258,303933,212338,32667,14902,28384,597,172
MI,26163,MI-06,103284,98002,207705,83865,81329,108787,93112,338208,265953,198863,23283,10237,22857,616,37
MI,26163,MI-10,269,33,308,281,27,314,34,772,558,60,439,14,10,0,0
MI,26163,MI-12,202691,96369,317724,205257,77004,235721,87514,680011,518099,258523,214130,15372,9646,1222,65
MI,26163,MI-13,230789,94456,333590,230033,70622,252347,83893,774570,591906,234439,264170,51955,17137,1631,153
MI,26165,MI-01,595,1849,2479,428,1215,577,1618,4116,3048,2824,7,43,9,26,0
MI,26165,MI-02,5629,11119,17020,4008,8785,5261,10484,29557,22846,21212,107,423,137,95,0
MN,27001,MN-08,3524,6741,10446,3134,5516,3607,6258,15697,13034,12267,31,119,29,242,0
MN,27003,MN-03,23363,21189,45749,18253,19984,23976,21251,83380,64598,51110,5027,2443,3029,365,19
MN,27003,MN-05,17516,8932,27520,15501,8946,20208,9389,59457,45802,28938,7003,4760,2748,416,24
MN,27003,MN-06,56787,76854,137212,41746,64409,56709,74261,221050,165354,140701,5570,4825,7627,718,36
MN,27005,MN-07,5656,11920,17897,4571,10034,5789,11450,31188,23813,21684,133,285,120,535,8
MN,27005,MN-08,779,1041,1842,637,846,800,988,3995,2923,1666,1,13,0,1023,1
MN,27007,MN-08,11491,12896,24870,8686,10781,11424,12186,46228,34776,26189,414,706,220,5675,8
MN,27009,MN-06,7084,15260,22824,5640,12872,7280,14382,41379,30955,27478,1249,776,364,126,6
MN,27011,MN-07,964,1796,2824,921,1608,1053,1863,5166,4075,3868,14,87,12,25,2
MN,27013,MN-01,17560,18003,36446,14430,15669,18332,16733,69112,55070,46771,2641,2250,1601,158,20
MN,27015,MN-01,4105,7985,12379,3359,7179,4251,7843,21999,17288,16234,67,610,103,26,0
MN,27015,MN-07,471,1707,2219,404,1529,502,1709,3913,3022,2885,6,82,10,7,1
MN,27017,MN-08,9905,10435,20815,8460,8160,10098,9791,36207,28079,24514,502,362,122,1489,12
MN,27019,MN-06,31869,35586,69160,21508,29056,30774,34009,106922,77890,68572,1276,3189,2663,132,15
MN,27021,MN-08,6300,12759,19363,4949,9982,6342,11620,30066,23840,20509,36,238,90,2099,0
MN,27023,MN-07,2026,4175,6318,1978,3764,2226,4250,12598,9593,8344,47,729,27,67,173
MN,27025,MN-08,11894,23047,35601,9278,18441,11806,21916,56621,43569,39778,725,865,514,260,3
MN,27027,MN-07,16121,15965,32874,12971,13543,16357,15043,65318,48834,42224,1885,1728,630,663,15
MN,27029,MN-08,1169,3575,4814,1100,2925,1260,3372,8524,6417,5573,7,69,21,475,2
MN,27031,MN-08,2416,1142,3660,1912,1156,2496,1203,5600,4709,4031,23,83,41,333,0
MN,27033,MN-07,1705,4157,5988,1678,3679,1834,4165,11517,8769,7465,84,663,271,20,54
MN,27035,MN-08,14173,27423,42366,10982,22287,13726,25676,66123,52003,48957,252,550,263,405,15
MN,27037,MN-02,143267,109995,259805,110483,99583,146155,109638,439882,332708,258572,20230,22864,17807,1109,140
MN,27039,MN-01,4108,8095,12484,3102,6527,4079,7783,20867,15339,14139,78,621,81,24,1
MN,27041,MN-07,7938,16726,25106,6227,13966,7868,15799,39006,30580,29106,146,475,161,80,11
MN,27043,MN-01,2352,5247,7761,2153,4659,2531,5191,13921,10870,9943,43,597,41,37,0
MN,27045,MN-01,4491,7638,12385,3872,6271,4551,7301,21228,16111,15427,73,235,50,7,2
MN,27047,MN-01,6448,10003,16704,6041,8808,6889,9578,30895,24027,20472,268,1932,720,57,5
MN,27049,MN-01,11731,16461,28817,9446,14041,11806,16052,47582,36901,33742,431,1120,269,366,22
MN,27051,MN-07,1187,2266,3543,1105,2063,1300,2269,6074,4655,4410,11,91,14,15,4
MN,27053,MN-03,228652,140962,379614,179695,135348,234716,146302,630368,484953,365289,38845,21304,41650,1331,109
MN,27053,MN-05,273836,55913,339958,249438,56100,297688,59302,650136,523028,342992,75688,44046,31827,4712,201
MN,27053,MN-06,222,369,601,155,322,219,369,1061,810,723,0,46,7,0,0
MN,27055,MN-01,4667,6547,11428,4145,5616,4853,6334,18843,14636,14031,51,154,74,34,4
MN,27057,MN-07,2525,4812,7489,1864,4083,2467,4552,12372,9601,8878,41,201,38,127,4
MN,27057,MN-08,2013,3999,6132,1561,3180,1997,3652,8972,6953,6355,13,65,21,241,0
MN,27059,MN-08,7384,18027,25918,5657,13635,7138,16491,41135,31218,29018,206,516,340,148,9
MN,27061,MN-08,10467,15863,26840,9015,12920,10786,15239,45014,35503,32475,121,370,124,958,0
MN,27063,MN-01,1581,3949,5644,1492,3609,1745,3948,9989,7726,7165,73,215,98,21,0
MN,27065,MN-08,2718,6818,9703,2327,5230,2774,6278,16032,12543,11867,37,119,57,82,0
MN,27067,MN-07,7816,15017,23288,7268,12788,8442,14440,43732,32859,26753,1413,3529,390,82,17
MN,27069,MN-07,911,1535,2500,823,1349,1006,1546,4207,3314,3156,1,53,7,15,6
MN,27071,MN-08,2465,4204,6789,2306,3569,2659,4131,12062,9831,9050,41,104,34,201,6
MN,27073,MN-07,1314,2600,3996,1305,2293,1446,2528,6719,5273,4990,26,121,30,4,0
MN,27075,MN-08,3534,3265,6954,3077,2932,3647,3393,10905,8844,8408,11,73,47,35,0
MN,27077,MN-08,604,1710,2347,553,1540,671,1704,3763,3066,2901,11,31,15,17,0
MN,27079,MN-02,5636,11503,17469,4623,9182,5672,10775,28674,21841,19904,164,1095,107,51,20
MN,27081,MN-07,972,2190,3235,860,1931,937,2121,5640,4320,4154,10,58,19,6,0
MN,27083,MN-07,4284,8400,12990,3825,7256,4634,7979,25269,18861,16004,590,1007,807,58,3
MN,27085,MN-07,6374,14394,21199,4978,12155,6413,13986,36771,28494,25928,155,1488,179,79,21
MN,27087,MN-08,975,1165,2183,930,991,1112,1142,5411,3857,1939,4,91,7,1392,0
MN,27089,MN-07,1177,3774,5031,1225,3208,1295,3721,9040,6903,6488,8,221,13,23,0
MN,27091,MN-01,3171,7442,10796,2733,7062,3305,7480,20025,15673,14372,63,801,81,27,5
MN,27093,MN-07,3802,9645,13694,3191,8104,3867,9359,23400,17827,16767,61,534,49,25,0
MN,27095,MN-08,4374,10570,15190,3710,8340,4404,9952,26459,20290,18178,57,257,104,925,6
MN,27097,MN-07,4306,15666,20313,3637,12925,4367,14821,34010,25976,24802,91,371,78,83,3
MN,27099,MN-01,8312,10297,18969,7437,8823,8899,10025,40029,29817,23794,945,2908,1314,48,157
MN,27101,MN-07,1329,3346,4769,1295,2974,1449,3363,8179,6401,5955,23,228,71,5,3
MN,27103,MN-01,9439,9538,19413,7884,8435,9620,9016,34454,26581,23260,1050,1128,468,114,9
MN,27105,MN-01,2599,5541,8275,2733,5299,2933,5600,22290,16056,9986,597,4264,919,42,32
MN,27107,MN-07,1233,1963,3294,1264,1699,1404,1953,6441,4975,4527,15,164,13,77,0
MN,27109,MN-01,49121,39467,90924,36268,35668,49491,39692,162847,124225,99692,6835,5781,7749,291,55
MN,27111,MN-07,11752,24276,36736,9340,20939,11958,23800,60081,47036,43578,487,1319,262,201,17
MN,27113,MN-07,2439,4756,7381,2147,4000,2568,4532,13992,10854,9741,129,407,94,108,2
MN,27115,MN-08,5339,11274,16911,4580,8191,5419,10256,28876,22986,20398,422,479,204,673,1
MN,27117,MN-07,1215,3537,4837,1127,3338,1306,3553,9424,7080,6294,67,453,50,76,0
MN,27119,MN-07,4967,10162,15419,4712,8979,5439,9865,31192,23515,20699,604,1166,127,272,0
MN,27121,MN-07,2398,4677,7218,2106,3793,2477,4417,11308,8808,8502,25,95,35,23,0
MN,27123,MN-04,193782,74892,276199,176511,70386,210141,76948,548707,424143,272679,46082,29488,57123,2266,157
MN,27123,MN-05,1386,392,1826,1227,508,1479,428,3645,2996,1948,534,114,275,17,0
MN,27125,MN-07,642,1425,2116,540,1141,691,1454,3935,2987,2786,15,58,3,37,0
MN,27127,MN-07,2300,5895,8326,1887,5137,2355,5771,15425,11521,10243,49,234,224,494,1
MN,27129,MN-07,2280,5610,8058,2117,4890,2496,5467,14723,11348,10144,48,769,49,76,5
MN,27131,MN-01,5506,8501,14294,4913,7185,6017,8140,30849,23621,18041,2276,2190,310,187,0
MN,27131,MN-02,11847,9763,22118,9524,8244,11385,9324,36248,28585,23582,567,2279,1066,75,7
MN,27133,MN-01,1585,3690,5373,1373,3091,1556,3583,9704,7257,6792,26,208,45,31,1
MN,27135,MN-07,2093,6279,8499,1856,5451,2188,6065,15331,11662,10665,50,141,285,145,10
MN,27137,MN-08,66335,50065,119009,57771,44630,67704,49017,200231,162074,145497,3108,2343,1605,3174,44
MN,27139,MN-02,40214,47837,90141,28502,39948,40040,45872,150928,110072,87940,4729,5529,7441,965,50
MN,27141,MN-06,18329,38491,57960,13293,31053,18065,36222,97183,71512,63831,2286,1745,960,326,10
MN,27143,MN-07,2351,6014,8537,1954,5193,2417,5864,14836,11403,10258,49,802,54,23,10
MN,27145,MN-06,23206,29339,53836,19526,26781,24268,27520,104017,79941,64448,7504,2827,2525,298,44
MN,27145,MN-07,7623,24593,32796,6050,20836,7611,23439,54275,40963,38654,99,1482,92,35,3
MN,27147,MN-01,7650,12742,20872,6241,11198,7917,12656,37406,28066,24533,756,1839,247,54,11
MN,27149,MN-07,1827,3213,5139,2116,2799,1922,3044,9671,7429,6355,74,663,62,75,1
MN,27151,MN-07,1616,3337,5049,1684,2960,1782,3313,9838,7541,6863,40,376,43,20,72
MN,27153,MN-07,3072,10392,13718,2783,8485,3286,9753,25262,18882,16961,70,1320,80,48,46
MN,27155,MN-07,597,1165,1802,630,1049,661,1172,3360,2629,2337,11,135,0,92,0
MN,27157,MN-01,4721,8523,13509,3866,6989,4696,8153,21387,16743,15839,65,405,75,30,2
MN,27159,MN-07,1898,6028,8047,1684,4837,2023,5520,14065,10590,9965,78,156,35,49,8
MN,27161,MN-01,3402,6770,10387,2838,5967,3496,6624,18968,14553,13020,229,778,80,109,4
MN,27163,MN-02,19252,16447,36531,12615,12705,17748,15206,57572,42058,32968,2037,2264,3083,178,19
MN,27163,MN-04,58046,42422,102984,44790,38146,58826,42774,164605,125208,100274,6655,4784,8742,518,30
MN,27163,MN-08,13026,16402,30021,9681,13577,12591,15784,45391,34601,31306,383,873,784,93,8
MN,27165,MN-01,1723,3087,4933,1814,2768,1987,3103,11253,8416,6242,25,1963,65,13,0
MN,27167,MN-07,986,2290,3353,893,2129,1026,2328,6506,4974,4635,26,128,6,52,0
MN,27169,MN-01,12929,14288,27797,11366,12122,13333,13227,49671,40382,36588,611,1286,759,73,0
MN,27171,MN-06,30883,57211,90041,20334,43274,28430,51973,141337,101389,92413,1584,2698,1387,242,29
MN,27173,MN-07,1548,3738,5410,1524,3382,1688,3734,9528,7349,6664,34,261,19,204,0
MO,29001,MO-06,3334,6771,10239,3500,6030,3710,6413,25314,20460,17634,922,499,616,35,10
MO,29003,MO-06,2312,7407,9847,2045,6665,2351,7255,18135,13703,12804,101,232,66,38,0
MO,29005,MO-06,529,2152,2713,541,2060,564,2199,5305,4168,3962,6,43,7,21,0
MO,29007,MO-03,2688,7699,10523,2570,6981,2704,7732,24962,19070,16707,1024,455,89,53,0
MO,29009,MO-07,2873,13138,16165,2710,11428,2948,12425,34534,26586,22351,82,1995,498,244,37
MO,29011,MO-04,820,5159,6015,795,4959,844,5168,11637,8773,7952,20,148,24,112,2
MO,29013,MO-04,1563,6702,8344,1618,6001,1672,6597,16042,12376,11541,126,191,26,78,9
MO,29015,MO-04,2166,8526,10769,2025,7213,2180,8109,19394,15916,14835,45,216,49,76,0
MO,29017,MO-08,756,5365,6161,705,4827,750,5167,10567,8246,7735,30,83,20,20,3
MO,29019,MO-03,41921,28521,72071,35836,26685,43297,26921,150666,120603,91457,12054,5041,5687,304,71
MO,29019,MO-05,6531,11152,18039,5289,9515,6767,11725,32944,24649,21400,890,575,453,80,11
MO,29021,MO-06,12598,22606,35743,12013,21320,13445,22450,84793,66126,54990,3285,3704,770,259,268
MO,29023,MO-08,3160,14549,17860,3036,13650,3301,14602,42130,32298,28098,1775,532,238,154,12
MO,29025,MO-06,888,3771,4703,838,3232,897,3725,8815,6773,6312,61,110,21,25,7
MO,29027,MO-03,5926,15206,21455,4989,13057,5870,14815,44283,34738,30721,1534,627,181,117,24
MO,29029,MO-04,5724,19597,25548,4768,16944,5652,18850,42745,34946,32173,167,877,173,149,28
MO,29031,MO-08,10561,29315,40353,8492,27017,10760,28907,81710,64296,54656,4436,1456,1056,134,10
MO,29033,MO-06,789,3708,4528,745,3480,786,3706,8495,6659,6234,85,76,14,11,0
MO,29035,MO-08,364,2488,2862,436,2324,418,2451,5202,4071,3772,8,67,15,13,1
MO,29037,MO-04,19753,38792,59349,14846,33098,19052,37197,107824,81653,69708,3464,3361,660,389,53
MO,29039,MO-04,1060,6064,7188,1011,5021,1145,5788,14188,10641,9805,26,153,36,55,7
MO,29041,MO-06,875,3179,4089,888,2950,916,3111,7408,5750,5415,122,50,3,15,3
MO,29043,MO-07,11850,38379,50789,8508,30946,11131,34920,88842,65681,59351,411,1841,468,367,49
MO,29045,MO-06,628,2679,3333,724,2458,678,2672,6634,5065,4845,3,41,12,6,0
MO,29047,MO-06,60345,67688,130160,45304,57476,59400,64605,253335,191373,151600,12457,12055,4546,834,637
MO,29049,MO-06,2855,8235,11230,2572,7067,2896,7799,21184,16230,14946,162,299,61,61,4
MO,29051,MO-05,12874,26686,40152,10913,24616,12694,26086,77279,60163,49517,5835,1686,748,138,48
MO,29053,MO-05,2347,6393,8835,1932,5624,2249,6272,17103,13296,11636,781,183,49,44,5
MO,29055,MO-02,2007,8742,10829,1824,7724,2113,8725,23056,17846,16396,114,292,63,90,10
MO,29057,MO-04,671,3480,4186,637,3184,656,3414,7569,5956,5530,19,96,19,50,0
MO,29059,MO-04,1458,6907,8441,1272,5895,1380,6619,17071,12997,12064,21,207,24,83,11
MO,29061,MO-06,701,3185,3925,730,2767,746,3102,8430,6252,5913,16,75,12,23,10
MO,29063,MO-06,870,3885,4814,824,3540,930,3828,11029,8927,7761,664,166,35,30,0
MO,29065,MO-08,1025,6013,7103,978,5600,1056,5987,14421,11245,10405,36,151,48,52,4
MO,29067,MO-08,996,6242,7289,984,5486,1016,5898,11578,9074,8381,21,133,23,59,0
MO,29069,MO-08,1885,8096,10051,2360,8026,2200,8135,28283,21317,17094,2144,1211,67,63,4
MO,29071,MO-02,14694,40126,55464,12341,35430,14569,38058,104682,81077,75041,675,1306,431,230,20
MO,29073,MO-02,1555,6370,7997,1520,5670,1601,6222,14794,11692,10918,16,126,46,25,7
MO,29075,MO-06,616,2651,3292,605,2304,613,2581,6162,4595,4401,5,48,9,6,1
MO,29077,MO-07,55971,85956,144037,42728,78035,55068,83630,298915,237444,200726,7532,9675,4857,1399,273
MO,29079,MO-06,784,3582,4404,780,3462,799,3585,9808,7358,6897,38,146,47,31,4
MO,29081,MO-06,534,3293,3845,574,2965,597,3198,8157,6239,5891,25,87,20,30,0
MO,29083,MO-04,2535,8286,10932,2357,7075,2619,8027,21946,17087,15660,145,323,78,83,6
MO,29085,MO-04,978,4108,5120,1016,3542,1056,3966,8279,6926,6453,10,87,15,42,0
MO,29087,MO-06,357,1982,2352,347,1926,338,1976,4223,3312,3172,4,41,2,13,0
MO,29089,MO-05,1341,3534,4956,1283,3277,1413,3553,10151,7903,6918,452,155,24,33,3
MO,29091,MO-08,3073,15733,18968,2881,13893,3218,15181,39750,30281,27715,123,523,167,210,17
MO,29093,MO-08,824,3644,4518,933,3173,945,3596,9537,7533,6849,99,126,30,40,0
MO,29095,MO-04,102155,70633,175728,81889,64565,105214,70487,330346,260620,193291,30240,16872,6715,841,281
MO,29095,MO-05,81956,53908,138189,84466,50814,91643,55075,370556,281844,147449,82954,30310,4034,1331,947
MO,29095,MO-06,2916,1068,4101,2617,832,2985,973,16302,11703,4214,2048,3640,1261,44,36
MO,29097,MO-07,13943,39084,53807,10572,35070,13549,37728,122761,92315,75447,1701,6652,1171,1398,290
MO,29099,MO-02,9724,24452,34618,9062,21887,10099,24062,68267,53176,48943,256,890,296,169,9
MO,29099,MO-08,27241,56344,84696,22533,47196,27463,53038,158472,121174,109593,1375,2617,1106,342,49
MO,29101,MO-05,6960,16298,23602,5930,13719,6974,15489,54013,41848,34920,1913,1753,706,217,128
MO,29103,MO-06,311,1479,1810,379,1416,340,1486,3744,2838,2725,13,11,18,4,0
MO,29105,MO-04,2756,14155,17076,2553,12881,2780,13762,36039,27397,25044,187,561,148,155,13
MO,29107,MO-05,4294,12720,17248,4053,10988,4472,12273,32984,25400,22877,548,644,86,108,12
MO,29109,MO-07,3248,15001,18427,2901,13089,3214,14426,38001,28412,24880,91,1719,130,248,22
MO,29111,MO-06,872,3565,4486,934,3344,984,3553,10032,7901,7392,150,122,19,25,0
MO,29113,MO-03,6908,24866,32133,5575,18159,6607,21848,59574,44385,40110,792,945,181,161,20
MO,29115,MO-06,1183,4437,5687,1240,4088,1275,4363,11874,9110,8549,45,164,22,25,6
MO,29117,MO-06,1422,5395,6873,1265,4879,1410,5267,14557,11473,10617,282,130,64,38,5
MO,29119,MO-07,1423,7843,9338,1329,6599,1439,7465,23303,17174,12933,294,1658,234,372,563
MO,29121,MO-06,1481,6300,7839,1548,5798,1662,6076,15209,11666,10734,228,192,57,18,4
MO,29123,MO-08,986,4721,5753,1005,4102,1019,4584,12626,9748,8979,45,220,32,42,0
MO,29125,MO-05,755,3987,4786,794,3561,814,3892,8432,6605,6174,11,91,7,28,0
MO,29127,MO-06,3032,9991,13153,2994,9419,3202,9915,28525,21924,19559,995,331,127,56,16
MO,29129,MO-06,235,1545,1792,216,1486,222,1541,3538,2727,2527,0,130,0,8,0
MO,29131,MO-05,2067,10826,13011,1750,9285,2038,10176,24722,18884,17675,83,289,54,86,13
MO,29133,MO-08,1015,3404,4449,1458,3600,1178,3537,12577,9942,7127,2368,149,20,33,0
MO,29135,MO-05,1313,5877,7275,1237,5347,1308,5744,15473,11527,10278,264,531,35,36,12
MO,29137,MO-03,857,3476,4378,853,3159,936,3477,8666,6714,6228,133,101,18,23,1
MO,29139,MO-03,1170,4776,5998,1119,4127,1208,4465,11322,8848,8246,97,128,37,20,0
MO,29141,MO-05,1914,7725,9735,1768,6760,1924,7442,21006,16220,14962,104,303,46,82,2
MO,29143,MO-08,1561,5203,6811,1933,5270,1748,5447,16434,12540,9930,1942,144,49,18,1
MO,29145,MO-07,5867,22923,29097,4990,20553,5818,22120,58648,44742,37499,382,2200,582,940,466
MO,29147,MO-06,2674,6909,9689,2529,6380,2853,6865,21241,17004,15492,333,304,348,19,0
MO,29149,MO-08,696,3884,4613,865,3671,823,3847,8635,6744,6286,14,82,3,51,0
MO,29151,MO-05,1009,6657,7727,998,5856,1037,6425,13274,10254,9831,18,98,3,20,10
MO,29153,MO-08,698,4044,4780,724,3639,752,4064,8553,6947,6519,19,72,14,37,5
MO,29155,MO-08,1331,3917,5270,1947,3964,1560,4120,15661,11628,8040,2888,269,24,29,4
MO,29157,MO-08,1757,7986,9824,1520,6908,1664,7657,18956,14576,13701,73,219,97,22,0
MO,29159,MO-05,4703,13907,18882,4324,12810,4783,13854,42980,32204,26952,991,2405,243,128,78
MO,29161,MO-08,5379,13658,19300,4766,12709,5637,13480,44638,35493,30532,801,828,1275,193,20
MO,29163,MO-03,1618,6151,7824,1806,5274,1717,5863,17587,13512,11906,836,253,17,35,5
MO,29165,MO-06,27566,29381,57817,20057,25933,27179,28917,106718,81192,64065,5757,4630,2144,313,428
MO,29167,MO-04,2948,12691,15826,2631,10438,2885,11850,31519,23908,21962,197,490,109,144,4
MO,29169,MO-04,3765,11579,15549,2922,9876,3740,10329,53955,41753,28246,4910,4448,1547,272,267
MO,29171,MO-06,347,2021,2380,353,1936,361,1984,4681,3656,3485,11,78,0,5,0
MO,29173,MO-03,1154,4575,5777,1138,3969,1205,4396,10355,8090,7637,84,74,15,14,4
MO,29175,MO-05,2571,8322,11028,2283,7529,2485,8018,24716,19421,16905,1202,339,86,79,9
MO,29177,MO-06,2927,8602,11662,3090,7104,3109,8345,23158,17828,16281,184,364,55,107,8
MO,29179,MO-08,472,2560,3059,540,2406,529,2733,6096,4790,4484,21,62,9,22,0
MO,29181,MO-08,763,5002,5804,830,4522,833,4839,10679,8291,7744,20,67,27,33,1
MO,29183,MO-03,92226,130588,226166,68626,121650,89530,128389,405262,310617,263726,15097,10314,8385,493,144
MO,29185,MO-04,959,3982,4990,936,3501,988,3932,9284,7310,6797,24,94,18,36,7
MO,29186,MO-08,2629,7031,9776,2542,5496,2713,6630,18479,14513,13516,284,188,29,39,2
MO,29187,MO-08,6811,21521,28615,6250,17468,7044,20511,66922,52905,47029,2504,721,316,156,12
MO,29189,MO-01,151980,44954,200255,159928,51834,170299,48985,467755,362389,160117,164103,12899,10464,655,103
MO,29189,MO-02,153283,142764,301837,126444,150250,157419,150178,535145,420995,350636,16368,11831,27128,494,106
MO,29189,MO-03,372,264,646,306,303,394,276,1225,993,803,73,51,31,0,1
MO,29195,MO-05,2726,6498,9330,2789,5977,2904,6451,23333,18120,13982,982,1934,159,44,254
MO,29197,MO-06,334,1588,1945,354,1505,373,1606,4032,2990,2884,0,23,15,1,0
MO,29199,MO-06,358,1537,1918,365,1525,388,1560,4716,3311,3195,2,18,1,5,1
MO,29201,MO-08,3527,13795,17432,3576,13176,3755,13777,38059,28941,24103,3015,551,116,62,0
MO,29203,MO-08,625,3364,4018,776,2966,706,3165,7031,5496,5066,3,79,13,35,0
MO,29205,MO-06,550,2691,3262,606,2524,592,2700,6103,4611,4404,3,69,1,10,0
MO,29207,MO-08,1734,11774,13588,1875,11071,1817,11476,28672,22234,20835,221,353,64,60,2
MO,29209,MO-07,3620,15357,19123,2887,13158,3506,14800,31076,25786,23752,49,511,96,179,11
MO,29211,MO-06,408,2035,2463,526,1884,478,1974,5999,4599,3625,129,674,21,20,0
MO,29213,MO-07,5329,21236,26824,4373,18276,5339,20508,56066,44701,37686,659,3065,496,337,187
MO,29215,MO-08,1589,9855,11525,1728,8875,1716,9478,24487,19140,17166,742,344,55,117,6
MO,29217,MO-04,1774,7112,8973,1707,6533,1903,7155,19707,14930,13702,85,277,87,112,11
MO,29219,MO-03,4970,14915,20095,3915,11111,4769,13222,35532,27258,24373,534,830,120,95,0
MO,29221,MO-02,1747,8424,10237,1926,7048,1804,8047,23514,18294,16607,574,161,34,73,0
MO,29223,MO-08,783,5030,5847,948,4658,845,4987,10974,8859,8198,32,84,17,61,5
MO,29225,MO-04,2124,8673,10895,1983,7655,2162,8658,21862,16390,15200,49,256,60,122,2
MO,29225,MO-07,1529,7311,8919,1194,5185,1411,6222,17223,12110,11213,107,211,51,61,0
MO,29227,MO-06,190,904,1105,195,808,215,877,1973,1565,1510,0,21,1,2,0
MO,29229,MO-08,1057,7850,8980,1170,6707,1168,7453,18188,13490,12462,74,211,31,56,5
MO,29510,MO-01,94458,19342,116271,104235,20832,110089,21474,301578,247547,115743,98485,11254,10875,502,73
MS,28001,MS-02,6743,5081,11928,7757,5874,7917,5696,29538,23528,9260,12702,913,149,39,7
MS,28003,MS-01,2328,12657,15112,2684,11819,2782,12818,34740,26866,22074,3220,683,131,41,10
MS,28005,MS-02,2246,4484,6815,2697,4289,2620,4503,12720,10239,6125,3764,92,26,24,0
MS,28007,MS-02,2930,4723,7703,3242,4897,3542,5178,17889,13493,7529,5427,205,65,27,3
MS,28009,MS-01,1318,2535,3880,1719,2251,1679,2570,7646,6078,3723,2076,101,1,6,0
MS,28011,MS-02,6419,3943,10435,9046,4590,8904,4671,30985,23662,8102,14231,581,217,17,0
MS,28013,MS-01,1547,4443,6034,1910,4390,1902,4625,13266,10432,7075,2644,453,13,15,0
MS,28015,MS-02,1431,3730,5194,1680,3799,1729,3924,9998,8122,5390,2404,122,25,15,0
MS,28017,MS-01,3090,4079,7234,3649,4127,3810,4175,17106,13222,6987,5540,408,34,13,0
MS,28019,MS-01,965,2881,3890,1218,2788,1185,3001,8246,6447,4455,1768,63,4,12,0
MS,28021,MS-02,2950,558,3541,3708,540,3772,603,9135,7223,884,6182,51,0,6,0
MS,28023,MS-03,2430,5093,7571,2585,5137,2838,5417,15615,12027,7824,3836,70,8,7,6
MS,28025,MS-01,4960,4017,9057,5722,4150,5844,4181,18636,14614,6057,8119,128,44,19,1
MS,28027,MS-02,4711,2008,6790,6378,2426,6020,2375,21390,15915,3640,11609,249,91,20,0
MS,28029,MS-02,5426,6134,11665,6741,6103,6470,6250,28368,22065,10066,10723,692,95,16,12
MS,28031,MS-03,2921,5869,8861,3276,5435,3416,5854,18340,14126,8819,4760,235,59,10,4
MS,28033,MS-01,29023,48064,79082,20591,43089,28265,46462,185314,138014,84970,39625,6345,2340,232,97
MS,28035,MS-04,11475,16579,28466,11716,15461,13755,17290,78158,61220,35283,21097,2192,718,138,23
MS,28037,MS-02,1213,2831,4066,1502,2721,1480,2923,7675,6069,3966,1960,39,8,2,0
MS,28039,MS-04,1138,9858,11069,1027,8696,1218,9713,24350,18253,15834,1337,405,51,74,1
MS,28041,MS-04,835,4776,5649,974,4335,966,4794,13530,10824,7671,2751,111,18,55,2
MS,28043,MS-02,4060,5651,9766,4424,5970,4734,6081,21629,16697,9058,6956,193,74,25,1
MS,28045,MS-04,4262,16684,21175,3344,13811,4504,16132,46053,36202,30007,2808,1391,345,185,9
MS,28047,MS-04,26555,48497,75923,21169,40354,27728,46822,208621,159463,101512,36075,9162,4833,609,203
