code,state,chamber,district,vap_total,vap_white_pct,vap_black_pct,vap_hisp_pct,vap_asian_pct,vap_native_pct,vap_pac_pct,vap_minor_pct
GA-H-41,GA,lower,41,45117.0,27.6,38.47,29.55,3.64,2.6,0.15,72.4
GA-H-163,GA,lower,163,48476.0,42.5,44.91,7.41,4.23,1.57,0.21,57.5
GA-H-42,GA,lower,42,50505.0,40.68,33.31,18.03,6.3,2.04,0.13,59.32
GA-H-164,GA,lower,164,40723.0,60.65,23.29,8.56,5.49,2.27,0.3,39.35
GA-H-43,GA,lower,43,44418.0,46.48,27.15,12.62,9.26,2.06,0.1,53.52
GA-H-165,GA,lower,165,48069.0,38.95,50.54,5.35,4.17,1.39,0.23,61.05
GA-H-44,GA,lower,44,46783.0,68.1,11.87,10.33,6.68,2.11,0.14,31.9
GA-H-166,GA,lower,166,54652.0,80.67,8.87,4.51,3.8,1.81,0.2,19.33
GA-H-45,GA,lower,45,44040.0,74.92,5.31,4.86,12.97,1.22,0.08,25.08
GA-H-46,GA,lower,46,44268.0,74.79,8.12,7.35,7.78,1.51,0.13,25.21
GA-H-167,GA,lower,167,47476.0,64.7,22.75,8.18,2.23,2.59,0.41,35.3
GA-H-47,GA,lower,47,45016.0,64.78,10.4,7.2,15.66,1.64,0.13,35.22
GA-H-168,GA,lower,168,41423.0,38.49,47.75,9.65,3.32,2.34,0.97,61.51
GA-H-169,GA,lower,169,43225.0,63.08,26.9,7.72,1.04,1.6,0.09,36.92
GA-H-48,GA,lower,48,45293.0,61.53,11.95,12.47,12.55,1.58,0.16,38.47
GA-H-49,GA,lower,49,44118.0,71.23,8.61,6.66,11.76,1.26,0.1,28.77
GA-H-170,GA,lower,170,45313.0,64.17,24.22,8.65,1.46,1.75,0.08,35.83
GA-H-171,GA,lower,171,45972.0,53.85,39.6,4.63,0.76,1.33,0.05,46.15
GA-H-50,GA,lower,50,44026.0,44.37,12.41,6.37,35.78,0.93,0.16,55.63
GA-H-172,GA,lower,172,44756.0,61.03,23.32,13.42,0.98,1.83,0.08,38.97
GA-H-51,GA,lower,51,48580.0,53.97,23.62,13.7,6.93,1.8,0.16,46.03
GA-H-52,GA,lower,52,48511.0,55.15,15.98,7.43,20.03,1.23,0.21,44.85
GA-H-173,GA,lower,173,45289.0,55.68,36.27,5.35,1.1,1.93,0.06,44.32
GA-H-174,GA,lower,174,47854.0,72.36,17.42,7.65,0.98,2.2,0.17,27.64
GA-H-53,GA,lower,53,45377.0,72.05,14.25,6.86,5.52,1.38,0.12,27.95
GA-H-175,GA,lower,175,55883.0,57.56,33.28,5.59,1.96,1.83,0.21,42.44
GA-H-54,GA,lower,54,50425.0,62.98,15.48,12.77,7.87,1.29,0.11,37.02
GA-H-176,GA,lower,176,49800.0,62.35,26.44,8.12,1.46,1.8,0.22,37.65
GA-H-55,GA,lower,55,48251.0,35.18,55.97,4.79,3.8,1.31,0.17,64.82
GA-H-56,GA,lower,56,53920.0,34.93,48.78,5.63,10.35,1.21,0.21,65.07
GA-H-177,GA,lower,177,29977.0,40.41,50.62,5.71,2.2,1.58,0.27,59.59
GA-H-178,GA,lower,178,45750.0,77.78,14.78,5.16,0.73,1.57,0.07,22.22
GA-H-57,GA,lower,57,50844.0,62.48,18.16,7.92,10.38,1.39,0.15,37.52
GA-H-58,GA,lower,58,50034.0,32.36,57.69,5.5,3.99,1.25,0.1,67.64
GA-H-179,GA,lower,179,47153.0,63.69,27.03,6.38,1.47,1.57,0.24,36.31
GA-H-59,GA,lower,59,49681.0,22.03,69.96,4.6,3.61,1.34,0.15,77.97
GA-H-180,GA,lower,180,45363.0,71.17,18.21,5.62,2.52,2.62,0.32,28.83
GA-H-60,GA,lower,60,47168.0,37.03,53.22,5.77,3.76,1.34,0.18,62.97
GA-H-61,GA,lower,61,48337.0,32.14,56.0,4.63,6.88,1.31,0.09,67.86
GA-H-62,GA,lower,62,45927.0,19.04,72.45,6.66,1.88,1.44,0.13,80.96
GA-H-63,GA,lower,63,44978.0,19.23,69.33,9.26,2.02,1.65,0.12,80.77
GA-H-64,GA,lower,64,44889.0,36.52,52.45,7.88,2.33,1.95,0.12,63.48
GA-H-65,GA,lower,65,45112.0,24.01,71.29,3.43,1.17,1.42,0.07,75.99
GA-H-66,GA,lower,66,45241.0,31.21,54.27,11.86,1.85,2.19,0.24,68.79
GA-H-67,GA,lower,67,43706.0,31.23,58.69,7.57,1.87,1.55,0.11,68.77
GA-H-100,GA,lower,100,40646.0,59.59,10.2,10.44,18.18,1.79,0.14,40.41
GA-H-101,GA,lower,101,47643.0,48.85,21.68,19.43,9.39,2.2,0.1,51.15
GA-H-68,GA,lower,68,44496.0,34.17,55.61,6.26,3.26,1.51,0.13,65.83
GA-H-69,GA,lower,69,45616.0,26.86,63.59,5.42,3.6,1.47,0.09,73.14
GA-H-102,GA,lower,102,43287.0,30.44,40.74,20.8,8.08,1.96,0.14,69.56
GA-H-103,GA,lower,103,44007.0,53.15,16.54,16.67,12.68,1.92,0.13,46.85
GA-H-104,GA,lower,104,43624.0,63.24,17.0,11.16,6.92,2.11,0.18,36.76
GA-H-105,GA,lower,105,44132.0,46.81,23.37,15.5,13.65,1.92,0.14,53.19
GA-H-106,GA,lower,106,45008.0,29.57,27.21,24.98,18.16,2.39,0.14,70.43
GA-H-107,GA,lower,107,45234.0,33.87,24.08,20.59,21.02,2.05,0.18,66.13
GA-H-108,GA,lower,108,44098.0,46.1,17.29,17.78,17.96,2.21,0.13,53.9
GA-H-109,GA,lower,109,44212.0,13.9,32.96,38.91,15.05,2.46,0.16,86.1
GA-S-32,GA,upper,32,148781.0,65.53,15.25,10.44,6.18,2.29,0.16,34.47
GA-S-30,GA,upper,30,144926.0,65.81,23.83,6.62,1.44,2.45,0.11,34.19
GA-S-31,GA,upper,31,141588.0,68.36,20.59,7.42,1.56,2.3,0.14,31.64
GA-S-33,GA,upper,33,150527.0,38.25,35.12,19.4,5.14,2.3,0.14,61.75
GA-S-34,GA,upper,34,141902.0,13.36,69.55,12.75,4.61,1.77,0.12,86.64
GA-S-35,GA,upper,35,146254.0,29.78,55.42,8.72,5.58,1.54,0.13,70.22
GA-S-36,GA,upper,36,161270.0,36.18,51.35,7.06,4.98,1.46,0.13,63.82
GA-S-37,GA,upper,37,149607.0,65.23,19.28,8.71,4.86,2.08,0.14,34.77
GA-S-38,GA,upper,38,150044.0,30.01,60.6,6.29,2.94,1.2,0.11,69.99
GA-S-39,GA,upper,39,157557.0,31.9,55.41,6.1,6.34,1.26,0.15,68.1
GA-S-40,GA,upper,40,146855.0,46.32,19.24,21.65,12.05,2.37,0.15,53.68
GA-S-41,GA,upper,41,147858.0,23.32,58.43,9.13,8.96,1.57,0.11,76.68
GA-S-42,GA,upper,42,146974.0,58.17,33.53,4.97,1.68,1.97,0.13,41.83
GA-S-43,GA,upper,43,139493.0,25.37,63.25,8.64,2.41,1.6,0.2,74.63
GA-S-44,GA,upper,44,150332.0,32.96,53.55,6.82,6.22,1.42,0.15,67.04
GA-S-45,GA,upper,45,140306.0,55.64,18.4,13.07,11.67,1.99,0.14,44.36
GA-S-1,GA,upper,1,146292.0,61.83,25.28,7.54,3.69,2.15,0.5,38.17
GA-S-46,GA,upper,46,145519.0,69.42,17.31,7.02,4.56,1.79,0.1,30.58
GA-S-2,GA,upper,2,150822.0,40.21,46.86,7.48,4.45,1.61,0.26,59.79
GA-S-47,GA,upper,47,148363.0,67.76,17.19,9.52,3.39,2.06,0.14,32.24
GA-S-3,GA,upper,3,149329.0,68.85,21.23,6.15,1.81,2.2,0.23,31.15
GA-S-4,GA,upper,4,145591.0,66.96,23.16,5.52,2.45,2.03,0.18,33.04
GA-S-48,GA,upper,48,137278.0,52.08,9.54,7.03,30.11,1.09,0.13,47.92
GA-S-5,GA,upper,5,138576.0,16.09,30.0,41.18,13.18,2.88,0.18,83.91
GA-S-49,GA,upper,49,142832.0,65.68,7.78,22.0,2.62,2.54,0.09,34.32
GA-S-6,GA,upper,6,146022.0,72.33,17.26,5.97,2.4,2.2,0.11,27.67
GA-S-7,GA,upper,7,148071.0,37.32,21.44,17.15,23.56,1.74,0.18,62.68
GA-S-8,GA,upper,8,144727.0,60.11,30.37,6.23,1.74,1.81,0.24,39.89
GA-S-9,GA,upper,9,142022.0,35.83,29.51,18.79,15.42,2.09,0.13,64.17
GA-S-50,GA,upper,50,149870.0,81.38,5.8,8.78,1.5,2.57,0.11,18.62
GA-S-51,GA,upper,51,155572.0,90.24,1.21,4.34,0.91,2.9,0.08,9.76
GA-S-52,GA,upper,52,146412.0,74.7,13.05,8.27,1.43,2.7,0.08,25.3
GA-S-53,GA,upper,53,148692.0,87.32,5.1,3.22,1.22,2.74,0.12,12.68
GA-S-10,GA,upper,10,152987.0,25.47,65.16,4.71,4.33,1.52,0.11,74.53
GA-S-54,GA,upper,54,143558.0,69.96,3.79,22.66,1.38,3.58,0.08,30.04
GA-S-11,GA,upper,11,144598.0,58.97,31.04,7.6,0.94,1.78,0.07,41.03
GA-S-55,GA,upper,55,145980.0,23.62,62.19,8.11,6.01,1.67,0.13,76.38
GA-S-12,GA,upper,12,149154.0,36.71,57.97,3.48,1.2,1.12,0.14,63.29
GA-S-56,GA,upper,56,143915.0,76.01,7.61,7.66,6.55,1.68,0.11,23.99
GA-S-13,GA,upper,13,143604.0,63.9,27.52,5.67,1.48,1.63,0.09,36.1
GA-S-14,GA,upper,14,155470.0,57.12,18.96,12.12,10.39,1.53,0.15,42.88
GA-S-15,GA,upper,15,139773.0,35.94,55.1,6.24,2.04,1.65,0.41,64.06
GA-S-16,GA,upper,16,147159.0,66.9,22.71,5.04,3.46,1.92,0.11,33.1
GA-S-17,GA,upper,17,142737.0,23.49,63.7,7.86,4.88,1.67,0.15,76.51
GA-S-18,GA,upper,18,149750.0,60.8,30.35,4.53,2.9,1.74,0.11,39.2
GA-S-19,GA,upper,19,146677.0,64.18,25.19,8.7,0.86,1.57,0.13,35.82
GA-S-20,GA,upper,20,147280.0,61.64,31.29,3.48,2.35,1.43,0.14,38.36
GA-S-21,GA,upper,21,145681.0,74.04,7.43,8.76,7.56,2.15,0.13,25.96
GA-S-22,GA,upper,22,150448.0,34.38,56.5,5.35,3.0,1.66,0.3,65.62
GA-S-23,GA,upper,23,144098.0,56.89,35.48,4.52,1.85,1.77,0.23,43.11
GA-S-24,GA,upper,24,148624.0,69.81,19.86,4.4,4.08,1.88,0.24,30.19
GA-S-25,GA,upper,25,147575.0,62.81,30.86,3.43,1.24,1.67,0.1,37.19
GA-S-26,GA,upper,26,145703.0,36.61,56.98,4.24,1.32,1.48,0.12,63.39
GA-S-27,GA,upper,27,139151.0,71.67,4.94,10.18,10.88,2.01,0.11,28.33
GA-S-28,GA,upper,28,145377.0,28.67,56.15,12.08,2.59,1.97,0.16,71.33
GA-S-29,GA,upper,29,146206.0,62.98,27.13,4.47,3.66,1.88,0.22,37.02
HI-H-8,HI,lower,8,18368.0,39.44,1.27,8.91,36.38,3.44,29.72,60.56
HI-H-11,HI,lower,11,21692.0,57.18,2.03,8.8,24.66,3.21,10.29,42.82
HI-H-13,HI,lower,13,21624.0,39.1,1.63,7.93,32.1,3.11,31.85,60.9
HI-H-3,HI,lower,3,20030.0,28.0,1.96,9.91,41.63,3.96,38.36,72.0
HI-H-16,HI,lower,16,19321.0,28.09,1.26,7.53,55.93,2.44,20.72,71.91
HI-H-23,HI,lower,23,24135.0,12.94,2.66,6.04,70.25,1.91,17.11,87.06
HI-H-26,HI,lower,26,23282.0,18.53,2.92,6.57,63.83,2.0,19.49,81.47
HI-H-29,HI,lower,29,21240.0,5.09,1.38,4.02,76.17,1.1,23.39,94.91
HI-H-32,HI,lower,32,30406.0,17.38,5.46,7.81,64.71,2.01,17.54,82.62
HI-H-35,HI,lower,35,20431.0,6.43,1.92,5.72,81.96,1.31,15.49,93.57
HI-H-44,HI,lower,44,18347.0,10.19,3.18,11.54,45.64,2.95,60.99,89.81
HI-H-45,HI,lower,45,20910.0,13.89,4.0,13.37,42.61,3.64,57.14,86.11
HI-H-46,HI,lower,46,39566.0,27.42,7.82,15.55,43.57,2.7,18.76,72.58
HI-H-47,HI,lower,47,23874.0,32.41,3.07,8.22,34.74,2.79,33.8,67.59
HI-H-48,HI,lower,48,22819.0,24.23,2.01,8.12,54.99,3.08,32.99,75.77
HI-H-30,HI,lower,30,26624.0,14.09,4.03,5.53,65.05,1.27,20.21,85.91
HI-H-25,HI,lower,25,24887.0,20.29,2.71,5.24,67.82,1.67,11.48,79.71
HI-H-12,HI,lower,12,23086.0,42.63,1.72,9.32,35.05,3.13,24.39,57.37
HI-H-38,HI,lower,38,21618.0,13.37,3.11,8.49,73.22,2.58,20.11,86.63
HI-H-22,HI,lower,22,23699.0,21.32,2.58,5.69,65.31,1.82,14.28,78.68
HI-H-15,HI,lower,15,19186.0,43.18,1.46,8.84,34.93,3.29,22.62,56.82
HI-H-28,HI,lower,28,21073.0,9.48,2.31,4.45,71.37,1.46,20.57,90.52
HI-H-2,HI,lower,2,20190.0,16.96,1.24,9.1,63.04,2.95,30.31,83.04
HI-H-33,HI,lower,33,21637.0,11.06,2.26,5.73,78.09,1.52,16.53,88.94
HI-H-50,HI,lower,50,33588.0,45.48,3.33,11.42,32.98,2.59,16.74,54.52
HI-H-27,HI,lower,27,23556.0,12.33,1.47,4.93,73.49,1.58,20.48,87.67
HI-H-9,HI,lower,9,20933.0,12.16,0.95,7.09,69.64,1.79,23.87,87.84
HI-H-4,HI,lower,4,19035.0,42.16,2.02,10.53,31.81,4.82,26.33,57.84
HI-H-37,HI,lower,37,21508.0,12.3,2.82,7.59,75.89,2.17,18.63,87.7
HI-H-51,HI,lower,51,21381.0,31.34,1.82,7.07,39.9,2.67,38.16,68.66
HI-H-17,HI,lower,17,19037.0,30.05,1.18,8.97,50.77,2.84,23.9,69.95
HI-H-36,HI,lower,36,21471.0,2.29,1.26,3.98,84.02,0.92,17.13,97.71
HI-H-43,HI,lower,43,22134.0,18.96,5.47,11.54,58.1,2.97,25.15,81.04
HI-H-41,HI,lower,41,24447.0,22.85,6.78,10.49,54.78,2.8,19.39,77.15
HI-H-42,HI,lower,42,19268.0,8.09,3.12,9.98,67.31,2.32,37.81,91.91
HI-H-20,HI,lower,20,22760.0,20.87,1.3,4.86,68.95,1.75,13.94,79.13
HI-H-7,HI,lower,7,20701.0,43.81,1.51,8.32,29.19,3.17,28.78,56.19
HI-H-19,HI,lower,19,22478.0,24.22,1.21,4.0,67.0,1.78,11.76,75.78
HI-H-1,HI,lower,1,18560.0,28.57,1.5,8.82,51.07,3.09,27.0,71.43
HI-H-34,HI,lower,34,25059.0,9.33,2.89,7.15,75.92,1.92,21.24,90.67
HI-H-6,HI,lower,6,19778.0,50.1,1.49,7.82,29.88,3.03,17.34,49.9
HI-H-18,HI,lower,18,22007.0,26.07,1.52,4.93,64.65,1.77,12.88,73.93
HI-H-21,HI,lower,21,22511.0,18.84,1.81,5.14,66.41,1.91,18.73,81.16
HI-H-10,HI,lower,10,21163.0,20.98,1.54,8.82,56.65,2.79,29.35,79.02
HI-H-39,HI,lower,39,24959.0,9.08,3.28,7.04,74.05,1.68,20.68,90.92
HI-H-14,HI,lower,14,21312.0,38.68,1.5,10.24,38.82,2.53,19.4,61.32
HI-H-24,HI,lower,24,25530.0,34.75,3.89,6.35,50.81,2.03,7.73,65.25
HI-H-5,HI,lower,5,22050.0,43.29,2.05,9.07,29.78,4.48,28.31,56.71
HI-H-49,HI,lower,49,20185.0,17.03,1.63,7.95,64.14,2.3,31.63,82.97
HI-H-40,HI,lower,40,22621.0,13.3,4.15,9.92,67.16,2.62,21.35,86.7
HI-H-31,HI,lower,31,29621.0,25.27,6.42,9.66,53.86,2.09,12.88,74.73
HI-S-2,HI,upper,2,38946.0,39.34,2.18,10.75,33.42,4.91,29.0,60.66
HI-S-7,HI,upper,7,43490.0,41.01,1.67,8.61,33.31,3.15,28.37,58.99
HI-S-9,HI,upper,9,44261.0,24.47,1.3,4.44,66.27,1.73,12.01,75.53
HI-S-11,HI,upper,11,47925.0,19.31,2.69,5.93,65.11,1.86,17.12,80.69
HI-S-19,HI,upper,19,44113.0,4.47,1.87,5.33,81.34,1.12,18.38,95.53
HI-S-13,HI,upper,13,44575.0,12.33,2.07,4.81,71.14,1.52,19.74,87.67
HI-S-18,HI,upper,18,43274.0,10.43,2.87,7.26,75.91,1.97,18.72,89.57
HI-S-20,HI,upper,20,46154.0,16.86,5.24,10.09,62.99,2.65,19.97,83.14
HI-S-23,HI,upper,23,61920.0,33.29,5.68,11.99,36.18,2.78,25.81,66.71
HI-S-1,HI,upper,1,40494.0,19.03,1.34,9.08,57.76,2.93,34.07,80.97
HI-S-10,HI,upper,10,46631.0,17.23,2.28,5.93,67.0,2.08,18.39,82.77
HI-S-8,HI,upper,8,57544.0,33.77,1.3,8.44,47.22,2.86,22.41,66.23
HI-S-21,HI,upper,21,43877.0,14.91,4.66,10.86,60.75,2.72,30.91,85.09
HI-S-6,HI,upper,6,45593.0,47.13,1.79,9.41,33.55,2.89,13.96,52.87
HI-S-14,HI,upper,14,46531.0,8.04,2.23,4.58,73.58,1.28,22.56,91.96
HI-S-3,HI,upper,3,39904.0,46.18,1.59,8.01,29.5,3.34,23.64,53.82
HI-S-24,HI,upper,24,53123.0,32.69,2.73,10.5,46.18,2.55,23.67,67.31
HI-S-12,HI,upper,12,49779.0,25.92,3.13,5.68,61.12,1.78,9.42,74.08
HI-S-17,HI,upper,17,43562.0,12.37,3.24,9.16,71.48,2.62,22.87,87.63
HI-S-15,HI,upper,15,64180.0,22.38,6.21,8.79,56.61,1.98,15.14,77.62
HI-S-5,HI,upper,5,40728.0,16.22,1.2,8.04,62.46,2.23,27.97,83.78
HI-S-4,HI,upper,4,39367.0,42.35,1.46,8.42,34.61,3.36,26.4,57.65
HI-S-25,HI,upper,25,44782.0,30.58,1.62,6.0,50.17,2.27,26.02,69.42
HI-S-22,HI,upper,22,38638.0,12.73,3.58,12.48,43.18,3.34,59.33,87.27
HI-S-16,HI,upper,16,46309.0,10.09,2.48,6.14,77.88,1.72,18.42,89.91
IA-H-3,IA,lower,3,23651.0,88.96,1.42,7.46,0.82,1.15,0.3,11.04
IA-H-8,IA,lower,8,25319.0,85.95,6.54,4.65,1.18,1.49,0.19,14.05
IA-H-13,IA,lower,13,24290.0,94.56,0.6,2.19,0.45,1.61,0.21,5.44
IA-H-16,IA,lower,16,24024.0,93.8,0.51,2.4,0.61,1.71,0.18,6.2
IA-H-23,IA,lower,23,23889.0,95.0,0.62,1.57,0.77,1.32,0.12,5.0
IA-H-26,IA,lower,26,23754.0,95.41,0.68,1.49,0.57,1.21,0.08,4.59
IA-H-29,IA,lower,29,23197.0,57.43,10.24,19.34,11.26,2.63,0.09,42.57
IA-H-32,IA,lower,32,24980.0,77.59,5.86,7.65,6.56,1.52,0.16,22.41
IA-H-35,IA,lower,35,25143.0,77.45,8.26,5.31,7.35,1.1,0.13,22.55
IA-H-44,IA,lower,44,24209.0,83.21,4.88,4.5,5.78,1.03,0.14,16.79
IA-H-45,IA,lower,45,22729.0,92.9,1.4,2.42,1.0,1.58,0.11,7.1
IA-H-46,IA,lower,46,22025.0,89.45,2.18,2.99,3.53,1.28,0.09,10.55
IA-H-47,IA,lower,47,24200.0,87.12,1.01,9.16,0.78,1.53,0.22,12.88
IA-H-48,IA,lower,48,24922.0,92.99,1.48,2.33,1.08,1.54,0.1,7.01
IA-H-52,IA,lower,52,23748.0,69.11,2.67,22.07,4.37,2.1,0.12,30.89
IA-H-53,IA,lower,53,24925.0,86.03,1.77,5.64,1.44,5.1,0.21,13.97
IA-H-57,IA,lower,57,24601.0,94.95,1.17,1.45,1.01,0.97,0.08,5.05
IA-H-61,IA,lower,61,24959.0,79.15,11.09,4.67,3.23,1.5,0.56,20.85
IA-H-64,IA,lower,64,24739.0,93.73,0.9,3.53,0.49,1.18,0.13,6.27
IA-H-65,IA,lower,65,23511.0,95.1,1.09,1.54,1.2,0.64,0.11,4.9
IA-H-67,IA,lower,67,24062.0,96.05,0.6,1.34,0.61,0.93,0.07,3.95
IA-H-70,IA,lower,70,24329.0,93.8,1.5,1.78,0.48,1.4,0.62,6.2
IA-H-72,IA,lower,72,25390.0,90.06,3.72,2.09,1.75,1.31,0.95,9.94
IA-H-75,IA,lower,75,25783.0,87.95,4.43,2.39,3.31,1.12,0.23,12.05
IA-H-78,IA,lower,78,25110.0,78.35,13.02,4.6,1.77,2.08,0.18,21.65
IA-H-80,IA,lower,80,24796.0,84.65,5.76,3.29,4.24,1.39,0.29,15.35
IA-H-82,IA,lower,82,24230.0,88.57,0.68,7.97,0.85,1.57,0.08,11.43
IA-H-85,IA,lower,85,23612.0,84.32,5.36,4.59,3.91,1.12,0.15,15.68
IA-H-87,IA,lower,87,25479.0,86.91,3.48,3.98,3.37,1.69,0.16,13.09
IA-H-92,IA,lower,92,24132.0,87.97,1.71,7.22,1.15,1.47,0.08,12.03
IA-H-94,IA,lower,94,24339.0,85.19,5.66,4.51,2.66,1.7,0.1,14.81
IA-H-95,IA,lower,95,24704.0,89.23,0.89,6.52,1.22,1.65,0.07,10.77
IA-H-97,IA,lower,97,24678.0,73.31,14.83,7.9,2.12,2.29,0.15,26.69
IA-H-99,IA,lower,99,25154.0,85.93,7.49,2.86,1.48,1.77,0.12,14.07
IA-H-30,IA,lower,30,24122.0,71.39,7.99,13.32,4.91,2.38,0.15,28.61
IA-H-12,IA,lower,12,23918.0,82.44,1.53,13.29,1.34,1.5,0.1,17.56
IA-H-38,IA,lower,38,25023.0,92.05,2.33,2.45,0.87,1.44,0.18,7.95
IA-H-66,IA,lower,66,25117.0,94.37,1.86,1.62,0.43,1.16,0.12,5.63
IA-H-22,IA,lower,22,23374.0,92.81,1.05,2.61,1.13,1.26,0.06,7.19
IA-H-100,IA,lower,100,25069.0,90.24,3.87,2.84,0.67,2.05,0.1,9.76
IA-H-59,IA,lower,59,25480.0,88.64,2.69,4.85,1.59,1.41,0.44,11.36
IA-H-69,IA,lower,69,24839.0,89.47,4.15,2.65,1.02,1.89,0.1,10.53
IA-H-2,IA,lower,2,23973.0,72.0,6.73,14.61,3.21,3.3,0.33,28.0
IA-H-33,IA,lower,33,23725.0,58.08,11.75,20.77,7.44,2.74,0.2,41.92
IA-H-63,IA,lower,63,25120.0,94.65,0.74,2.14,1.0,0.9,0.11,5.35
IA-H-98,IA,lower,98,25038.0,77.62,9.92,7.91,2.05,2.58,0.1,22.38
IA-H-86,IA,lower,86,25437.0,69.58,12.11,5.42,11.44,1.1,0.11,30.42
IA-H-96,IA,lower,96,24223.0,80.93,3.27,12.8,1.11,1.82,0.0,19.07
IA-H-81,IA,lower,81,24447.0,76.52,11.71,6.09,3.65,2.3,0.1,23.48
IA-H-68,IA,lower,68,24223.0,94.66,1.18,1.8,0.58,1.34,0.07,5.34
IA-H-79,IA,lower,79,25027.0,82.8,10.2,2.91,1.96,1.35,0.48,17.2
IA-H-71,IA,lower,71,25627.0,85.3,7.22,3.89,1.2,1.32,0.96,14.7
IA-H-73,IA,lower,73,23379.0,89.97,3.01,2.35,2.97,1.14,0.12,10.03
IA-H-50,IA,lower,50,26552.0,75.56,4.72,4.62,13.56,1.16,1.31,24.44
IA-H-84,IA,lower,84,24123.0,95.25,0.82,1.3,0.6,1.28,0.07,4.75
IA-H-89,IA,lower,89,26723.0,67.97,12.27,8.75,9.29,1.33,0.13,32.03
IA-H-91,IA,lower,91,24368.0,92.95,1.47,2.25,1.26,1.38,0.07,7.05
IA-H-77,IA,lower,77,24323.0,77.95,12.43,4.8,2.5,1.63,0.5,22.05
IA-H-27,IA,lower,27,22316.0,85.31,3.43,4.05,5.68,0.96,0.17,14.69
IA-H-9,IA,lower,9,25268.0,91.31,1.5,4.9,0.83,1.03,0.09,8.69
IA-H-4,IA,lower,4,22461.0,89.11,0.41,8.87,0.65,0.75,0.17,10.89
IA-H-83,IA,lower,83,24306.0,94.14,1.1,1.65,0.95,1.45,0.05,5.86
IA-H-76,IA,lower,76,24630.0,92.23,2.05,1.93,1.98,1.19,0.29,7.77
IA-H-55,IA,lower,55,24607.0,87.82,0.78,8.22,1.31,1.67,0.13,12.18
IA-H-37,IA,lower,37,24160.0,94.24,0.77,1.56,1.61,1.2,0.14,5.76
IA-H-90,IA,lower,90,27648.0,82.56,4.87,4.97,5.68,1.14,0.13,17.44
IA-H-60,IA,lower,60,25014.0,94.78,1.0,1.97,0.9,0.98,0.1,5.22
IA-H-51,IA,lower,51,23969.0,92.73,1.05,2.95,0.9,1.56,0.04,7.27
IA-H-93,IA,lower,93,23562.0,85.16,2.77,3.42,6.95,1.3,0.1,14.84
IA-H-17,IA,lower,17,24751.0,92.35,2.08,2.79,0.83,1.64,0.09,7.65
IA-H-74,IA,lower,74,24513.0,83.76,5.71,3.11,5.16,1.74,0.18,16.24
IA-H-88,IA,lower,88,24415.0,93.32,1.6,1.85,1.14,1.46,0.14,6.68
IA-H-36,IA,lower,36,26574.0,77.23,10.35,6.2,4.38,1.64,0.18,22.77
IA-H-54,IA,lower,54,24531.0,94.33,0.62,2.51,0.8,1.14,0.22,5.67
IA-H-43,IA,lower,43,23725.0,85.65,4.08,3.16,5.49,1.0,0.09,14.35
IA-H-58,IA,lower,58,24594.0,93.58,1.28,2.64,1.19,1.1,0.06,6.42
IA-H-41,IA,lower,41,23655.0,88.76,2.97,3.12,2.92,1.14,0.11,11.24
IA-H-42,IA,lower,42,23469.0,89.2,2.76,3.61,2.58,1.19,0.13,10.8
IA-H-62,IA,lower,62,24458.0,62.19,25.2,6.92,2.94,2.22,1.17,37.81
IA-H-56,IA,lower,56,24381.0,89.58,0.78,7.46,0.61,1.2,0.16,10.42
IA-H-20,IA,lower,20,24150.0,82.05,3.31,9.52,1.4,3.07,0.17,17.95
IA-H-7,IA,lower,7,24778.0,93.99,1.33,2.66,0.44,1.21,0.15,6.01
IA-H-19,IA,lower,19,24759.0,84.9,3.32,7.72,1.49,2.11,0.14,15.1
IA-H-28,IA,lower,28,23938.0,84.17,3.25,3.44,7.55,1.15,0.12,15.83
IA-H-15,IA,lower,15,24463.0,95.33,0.34,1.59,0.67,1.35,0.03,4.67
IA-H-1,IA,lower,1,22911.0,56.96,7.07,25.15,5.77,5.38,0.99,43.04
IA-H-34,IA,lower,34,24075.0,54.44,21.52,13.94,8.63,2.38,0.2,45.56
IA-H-6,IA,lower,6,24029.0,73.32,2.03,16.04,5.88,1.28,1.49,26.68
IA-H-18,IA,lower,18,24817.0,94.24,0.49,2.18,0.53,1.77,0.24,5.76
IA-H-21,IA,lower,21,24290.0,93.3,1.21,2.12,0.8,1.76,0.13,6.7
IA-H-10,IA,lower,10,25298.0,95.53,0.62,1.82,0.57,0.91,0.07,4.47
IA-H-39,IA,lower,39,24224.0,77.63,6.84,8.57,4.33,2.06,0.2,22.37
IA-H-14,IA,lower,14,23929.0,82.8,3.57,8.26,2.39,2.54,0.6,17.2
IA-H-25,IA,lower,25,24391.0,79.94,4.33,10.32,2.16,2.12,1.21,20.06
IA-H-24,IA,lower,24,24150.0,91.06,0.89,5.26,0.79,1.44,0.31,8.94
IA-H-11,IA,lower,11,24533.0,95.14,0.95,2.21,0.46,0.97,0.06,4.86
IA-H-5,IA,lower,5,24546.0,90.27,1.05,6.36,0.7,1.1,0.35,9.73
IA-H-49,IA,lower,49,29040.0,79.17,4.25,6.55,8.74,0.98,3.22,20.83
IA-H-40,IA,lower,40,24069.0,86.54,4.59,4.45,2.28,1.68,0.16,13.46
IA-H-31,IA,lower,31,24840.0,81.75,5.36,5.2,5.97,1.01,0.08,18.25
IA-S-2,IA,upper,2,46112.0,89.04,0.93,8.15,0.74,0.96,0.24,10.96
