code,state,chamber,district,vap_total,vap_white_pct,vap_black_pct,vap_hisp_pct,vap_asian_pct,vap_native_pct,vap_pac_pct,vap_minor_pct
IA-S-7,IA,upper,7,48220.0,88.72,2.07,5.2,1.41,2.07,0.4,11.28
IA-S-9,IA,upper,9,49568.0,93.3,1.28,2.48,0.68,1.7,0.17,6.7
IA-S-11,IA,upper,11,47663.0,93.06,1.14,2.36,0.96,1.51,0.09,6.94
IA-S-13,IA,upper,13,48145.0,87.58,2.53,5.97,1.38,1.67,0.65,12.42
IA-S-20,IA,upper,20,48293.0,82.07,5.72,6.52,3.31,1.87,0.18,17.93
IA-S-23,IA,upper,23,44754.0,91.21,1.78,2.7,2.25,1.43,0.1,8.79
IA-S-26,IA,upper,26,47717.0,80.97,1.86,12.47,2.63,1.83,0.08,19.03
IA-S-35,IA,upper,35,49168.0,91.61,2.84,2.22,0.75,1.65,0.36,8.39
IA-S-37,IA,upper,37,47892.0,86.79,4.4,2.74,4.09,1.45,0.15,13.21
IA-S-40,IA,upper,40,49824.0,83.72,7.99,3.1,3.09,1.37,0.39,16.28
IA-S-45,IA,upper,45,54371.0,75.39,8.5,6.83,7.46,1.23,0.13,24.61
IA-S-46,IA,upper,46,48500.0,90.48,1.59,4.72,1.21,1.43,0.07,9.52
IA-S-47,IA,upper,47,47901.0,85.18,4.24,3.98,4.77,1.5,0.1,14.82
IA-S-49,IA,upper,49,49716.0,75.48,12.36,7.9,2.09,2.44,0.13,24.52
IA-S-42,IA,upper,42,48429.0,94.7,0.96,1.48,0.78,1.36,0.06,5.3
IA-S-38,IA,upper,38,50413.0,90.04,3.27,2.17,2.66,1.15,0.26,9.96
IA-S-1,IA,upper,1,46884.0,64.65,6.89,19.76,4.46,4.31,0.65,35.35
IA-S-39,IA,upper,39,49434.0,78.15,12.73,4.7,2.13,1.86,0.34,21.85
IA-S-41,IA,upper,41,48676.0,82.52,6.22,7.02,2.25,1.94,0.09,17.48
IA-S-50,IA,upper,50,50223.0,88.08,5.68,2.85,1.08,1.91,0.11,11.92
IA-S-10,IA,upper,10,48909.0,83.49,3.31,8.61,1.45,2.58,0.15,16.51
IA-S-28,IA,upper,28,48988.0,88.69,0.78,7.84,0.96,1.44,0.15,11.31
IA-S-34,IA,upper,34,48284.0,95.35,0.89,1.57,0.59,1.14,0.07,4.65
IA-S-8,IA,upper,8,48487.0,94.57,0.43,1.99,0.64,1.53,0.11,5.43
IA-S-19,IA,upper,19,49183.0,93.13,1.56,2.01,1.24,1.32,0.16,6.87
IA-S-21,IA,upper,21,47125.0,88.98,2.87,3.36,2.75,1.16,0.12,11.02
IA-S-43,IA,upper,43,49049.0,76.68,8.86,5.02,7.81,1.11,0.13,23.32
IA-S-6,IA,upper,6,48451.0,88.87,1.23,7.68,0.89,1.23,0.08,11.13
IA-S-29,IA,upper,29,49195.0,94.27,1.23,2.04,1.1,1.03,0.07,5.73
IA-S-14,IA,upper,14,46254.0,84.72,3.34,3.73,6.65,1.06,0.14,15.28
IA-S-3,IA,upper,3,48576.0,81.89,1.53,11.15,3.26,1.19,0.91,18.11
IA-S-36,IA,upper,36,51018.0,87.67,5.48,2.99,1.47,1.32,0.96,12.33
IA-S-24,IA,upper,24,49121.0,90.1,1.25,5.7,0.93,1.54,0.16,9.9
IA-S-12,IA,upper,12,48039.0,93.02,0.76,3.42,0.78,1.38,0.22,6.98
IA-S-44,IA,upper,44,49895.0,90.05,2.56,2.94,2.28,1.58,0.15,9.95
IA-S-17,IA,upper,17,47800.0,56.25,16.67,17.33,8.04,2.56,0.2,43.75
IA-S-15,IA,upper,15,47320.0,64.55,9.09,16.27,8.02,2.5,0.12,35.45
IA-S-5,IA,upper,5,50565.0,93.42,1.06,3.36,0.7,0.97,0.08,6.58
IA-S-4,IA,upper,4,50097.0,89.93,3.96,3.66,0.82,1.35,0.17,10.07
IA-S-25,IA,upper,25,55592.0,77.44,4.47,5.63,11.04,1.07,2.31,22.56
IA-S-27,IA,upper,27,49457.0,90.15,1.2,4.09,1.12,3.14,0.21,9.85
IA-S-22,IA,upper,22,47934.0,84.42,4.49,3.84,5.64,1.01,0.12,15.58
IA-S-31,IA,upper,31,49416.0,70.76,18.07,5.78,3.09,1.85,0.86,29.24
IA-S-16,IA,upper,16,49820.0,79.66,5.61,6.43,6.27,1.27,0.12,20.34
IA-S-32,IA,upper,32,49859.0,94.2,0.82,2.83,0.75,1.04,0.12,5.8
IA-S-18,IA,upper,18,51717.0,77.34,9.33,5.76,5.82,1.38,0.16,22.66
IA-S-33,IA,upper,33,48628.0,94.72,1.49,1.58,0.8,0.91,0.12,5.28
IA-S-30,IA,upper,30,50494.0,91.68,1.85,3.42,1.25,1.2,0.27,8.32
IA-S-48,IA,upper,48,48928.0,85.12,2.07,9.63,1.17,1.73,0.04,14.88
ID-H-8,ID,lower,8,40899.0,81.04,2.24,9.87,2.67,3.29,0.51,18.96
ID-H-13,ID,lower,13,38169.0,73.89,1.13,19.12,1.89,3.64,0.61,26.11
ID-H-16,ID,lower,16,41302.0,80.89,2.48,9.38,3.3,2.97,0.56,19.11
ID-H-23,ID,lower,23,44915.0,79.14,1.2,13.84,1.57,3.6,0.34,20.86
ID-H-26,ID,lower,26,39722.0,71.13,0.4,24.7,1.12,2.71,0.27,28.87
ID-H-29,ID,lower,29,37614.0,82.25,1.82,8.98,2.67,4.09,0.56,17.75
ID-H-32,ID,lower,32,33191.0,83.27,0.66,11.51,2.2,1.96,0.29,16.73
ID-H-35,ID,lower,35,35777.0,88.77,0.5,7.64,0.97,1.8,0.24,11.23
ID-H-30,ID,lower,30,35235.0,75.7,0.49,15.12,0.95,8.28,0.19,24.3
ID-H-12,ID,lower,12,38087.0,69.77,1.23,23.18,2.07,3.52,0.61,30.23
ID-H-22,ID,lower,22,38669.0,82.28,1.85,7.65,4.62,2.71,0.65,17.72
ID-H-28,ID,lower,28,39689.0,82.71,0.67,9.52,1.38,5.37,0.47,17.29
ID-H-2,ID,lower,2,42302.0,89.47,0.46,2.67,0.86,4.88,0.23,10.53
ID-H-33,ID,lower,33,37689.0,80.36,1.15,13.81,1.76,2.98,0.3,19.64
ID-H-27,ID,lower,27,35655.0,69.09,0.47,27.41,0.92,2.62,0.21,30.91
ID-H-9,ID,lower,9,41362.0,76.21,0.5,17.26,1.49,3.81,0.26,23.79
ID-H-4,ID,lower,4,37985.0,88.02,0.81,4.55,2.04,3.34,0.44,11.98
ID-H-17,ID,lower,17,42129.0,80.09,3.12,8.77,4.33,2.82,0.59,19.91
ID-H-20,ID,lower,20,34818.0,83.63,1.25,7.59,4.14,2.42,0.49,16.37
ID-H-7,ID,lower,7,41903.0,89.47,0.69,3.33,1.22,4.3,0.28,10.53
ID-H-3,ID,lower,3,44384.0,89.75,0.46,3.83,1.51,3.08,0.32,10.25
ID-H-19,ID,lower,19,40701.0,86.39,1.47,5.49,3.33,2.26,0.31,13.61
ID-H-15,ID,lower,15,40155.0,79.91,2.68,8.71,5.23,2.83,0.55,20.09
ID-H-1,ID,lower,1,42801.0,90.62,0.44,3.16,1.06,3.11,0.25,9.38
ID-H-34,ID,lower,34,42141.0,83.34,1.95,9.68,2.9,1.38,0.87,16.66
ID-H-6,ID,lower,6,42577.0,84.51,1.09,4.35,3.11,6.1,0.34,15.49
ID-H-18,ID,lower,18,41373.0,81.14,1.62,6.93,6.96,1.89,0.6,18.86
ID-H-21,ID,lower,21,38122.0,83.31,1.44,8.98,2.99,2.58,0.51,16.69
ID-H-10,ID,lower,10,38328.0,80.12,0.9,13.04,1.92,3.09,0.49,19.88
ID-H-14,ID,lower,14,44393.0,87.51,0.6,6.02,2.37,2.46,0.33,12.49
ID-H-25,ID,lower,25,38182.0,77.06,1.85,14.63,3.1,2.95,0.48,22.94
ID-H-24,ID,lower,24,39390.0,77.76,0.44,17.78,0.85,2.87,0.2,22.24
ID-H-11,ID,lower,11,32408.0,60.63,1.44,32.56,1.86,3.94,0.49,39.37
ID-H-5,ID,lower,5,37211.0,87.83,0.61,4.8,1.66,3.98,0.42,12.17
ID-H-31,ID,lower,31,37120.0,87.19,0.44,8.98,0.8,2.17,0.27,12.81
ID-S-18,ID,upper,18,41373.0,81.14,1.62,6.93,6.96,1.89,0.6,18.86
ID-S-33,ID,upper,33,37689.0,80.36,1.15,13.81,1.76,2.98,0.3,19.64
ID-S-30,ID,upper,30,35235.0,75.7,0.49,15.12,0.95,8.28,0.19,24.3
ID-S-32,ID,upper,32,33191.0,83.27,0.66,11.51,2.2,1.96,0.29,16.73
ID-S-2,ID,upper,2,42302.0,89.47,0.46,2.67,0.86,4.88,0.23,10.53
ID-S-7,ID,upper,7,41903.0,89.47,0.69,3.33,1.22,4.3,0.28,10.53
ID-S-9,ID,upper,9,41362.0,76.21,0.5,17.26,1.49,3.81,0.26,23.79
ID-S-11,ID,upper,11,32408.0,60.63,1.44,32.56,1.86,3.94,0.49,39.37
ID-S-13,ID,upper,13,38169.0,73.89,1.13,19.12,1.89,3.64,0.61,26.11
ID-S-20,ID,upper,20,34818.0,83.63,1.25,7.59,4.14,2.42,0.49,16.37
ID-S-23,ID,upper,23,44915.0,79.14,1.2,13.84,1.57,3.6,0.34,20.86
ID-S-26,ID,upper,26,39722.0,71.13,0.4,24.7,1.12,2.71,0.27,28.87
ID-S-27,ID,upper,27,35655.0,69.09,0.47,27.41,0.92,2.62,0.21,30.91
ID-S-35,ID,upper,35,35777.0,88.77,0.5,7.64,0.97,1.8,0.24,11.23
ID-S-1,ID,upper,1,42801.0,90.62,0.44,3.16,1.06,3.11,0.25,9.38
ID-S-10,ID,upper,10,38328.0,80.12,0.9,13.04,1.92,3.09,0.49,19.88
ID-S-28,ID,upper,28,39689.0,82.71,0.67,9.52,1.38,5.37,0.47,17.29
ID-S-34,ID,upper,34,42141.0,83.34,1.95,9.68,2.9,1.38,0.87,16.66
ID-S-8,ID,upper,8,40899.0,81.04,2.24,9.87,2.67,3.29,0.51,18.96
ID-S-19,ID,upper,19,40701.0,86.39,1.47,5.49,3.33,2.26,0.31,13.61
ID-S-21,ID,upper,21,38122.0,83.31,1.44,8.98,2.99,2.58,0.51,16.69
ID-S-6,ID,upper,6,42577.0,84.51,1.09,4.35,3.11,6.1,0.34,15.49
ID-S-29,ID,upper,29,37614.0,82.25,1.82,8.98,2.67,4.09,0.56,17.75
ID-S-14,ID,upper,14,44393.0,87.51,0.6,6.02,2.37,2.46,0.33,12.49
ID-S-3,ID,upper,3,44384.0,89.75,0.46,3.83,1.51,3.08,0.32,10.25
ID-S-24,ID,upper,24,39390.0,77.76,0.44,17.78,0.85,2.87,0.2,22.24
ID-S-12,ID,upper,12,38087.0,69.77,1.23,23.18,2.07,3.52,0.61,30.23
ID-S-17,ID,upper,17,42129.0,80.09,3.12,8.77,4.33,2.82,0.59,19.91
ID-S-15,ID,upper,15,40155.0,79.91,2.68,8.71,5.23,2.83,0.55,20.09
ID-S-5,ID,upper,5,37211.0,87.83,0.61,4.8,1.66,3.98,0.42,12.17
ID-S-4,ID,upper,4,37985.0,88.02,0.81,4.55,2.04,3.34,0.44,11.98
ID-S-25,ID,upper,25,38182.0,77.06,1.85,14.63,3.1,2.95,0.48,22.94
ID-S-22,ID,upper,22,38669.0,82.28,1.85,7.65,4.62,2.71,0.65,17.72
ID-S-31,ID,upper,31,37120.0,87.19,0.44,8.98,0.8,2.17,0.27,12.81
ID-S-16,ID,upper,16,41302.0,80.89,2.48,9.38,3.3,2.97,0.56,19.11
IL-H-12,IL,lower,12,101180.0,77.28,5.45,6.42,9.64,0.79,0.13,22.72
IL-H-38,IL,lower,38,84506.0,42.68,48.35,5.87,2.53,1.11,0.06,57.32
IL-H-66,IL,lower,66,86545.0,69.23,4.07,17.96,7.16,2.19,0.09,30.77
IL-H-22,IL,lower,22,83187.0,32.37,2.46,63.05,2.01,4.67,0.1,67.63
IL-H-100,IL,lower,100,85429.0,93.91,1.48,1.24,0.65,2.0,0.11,6.09
IL-H-59,IL,lower,59,82285.0,55.49,3.02,19.05,21.5,1.63,0.13,44.51
IL-H-69,IL,lower,69,80178.0,77.98,2.14,14.1,3.7,1.96,0.07,22.02
IL-H-2,IL,lower,2,81216.0,28.71,4.44,64.95,1.74,5.45,0.12,71.29
IL-H-33,IL,lower,33,82029.0,13.94,65.49,20.08,0.69,2.01,0.12,86.06
IL-H-63,IL,lower,63,83024.0,80.24,1.65,13.26,2.75,1.92,0.09,19.76
IL-H-98,IL,lower,98,82785.0,52.99,15.35,22.42,8.13,2.08,0.08,47.01
IL-H-86,IL,lower,86,83811.0,51.09,16.76,29.67,1.37,2.47,0.08,48.91
IL-H-96,IL,lower,96,84962.0,64.97,28.19,2.8,1.92,2.09,0.12,35.03
IL-H-81,IL,lower,81,85434.0,73.76,5.0,6.81,13.15,1.12,0.09,26.24
IL-H-68,IL,lower,68,81804.0,65.3,11.24,17.34,4.35,2.36,0.11,34.7
IL-H-79,IL,lower,79,83527.0,63.71,24.12,8.9,1.43,2.0,0.07,36.29
IL-H-71,IL,lower,71,86818.0,80.96,8.41,6.09,2.42,1.84,0.31,19.04
IL-H-73,IL,lower,73,83069.0,89.77,1.6,2.89,3.66,1.46,0.07,10.23
IL-H-50,IL,lower,50,80013.0,37.16,8.88,48.86,4.6,3.7,0.13,62.84
IL-H-84,IL,lower,84,79499.0,48.71,11.94,19.52,18.96,1.93,0.12,51.29
IL-H-89,IL,lower,89,87506.0,90.44,1.94,4.8,0.67,1.71,0.06,9.56
IL-H-91,IL,lower,91,94658.0,78.9,10.2,5.54,3.35,1.86,0.12,21.1
IL-H-77,IL,lower,77,84335.0,40.64,3.87,51.2,4.15,3.17,0.08,59.36
IL-H-112,IL,lower,112,85202.0,73.65,15.44,5.6,2.68,2.29,0.17,26.35
IL-H-27,IL,lower,27,89141.0,37.88,52.87,6.74,2.24,1.06,0.07,62.12
IL-H-116,IL,lower,116,84354.0,91.74,3.21,1.45,1.04,1.99,0.12,8.26
IL-H-9,IL,lower,9,90324.0,33.71,42.36,9.83,13.59,1.23,0.12,66.29
IL-H-4,IL,lower,4,84871.0,30.33,15.19,51.93,3.42,3.49,0.19,69.67
IL-H-83,IL,lower,83,77305.0,68.25,7.17,19.95,3.23,2.13,0.07,31.75
IL-H-76,IL,lower,76,78896.0,77.87,6.35,11.36,2.32,2.11,0.08,22.13
IL-H-55,IL,lower,55,84738.0,65.46,2.87,11.72,19.2,1.32,0.09,34.54
IL-H-111,IL,lower,111,85972.0,82.11,10.13,3.39,1.24,2.57,0.1,17.89
IL-H-37,IL,lower,37,83143.0,86.76,2.41,6.36,3.12,1.06,0.05,13.24
IL-H-90,IL,lower,90,88148.0,83.66,6.55,5.26,2.01,1.89,0.09,16.34
IL-H-60,IL,lower,60,79580.0,23.04,20.73,50.96,4.57,4.29,0.22,76.96
IL-H-51,IL,lower,51,85900.0,75.75,2.0,6.62,14.47,0.96,0.09,24.25
IL-H-107,IL,lower,107,84774.0,94.07,1.01,2.1,0.73,1.51,0.06,5.93
IL-H-93,IL,lower,93,83523.0,90.65,2.66,3.14,1.24,1.79,0.1,9.35
IL-H-17,IL,lower,17,83551.0,66.88,4.53,6.74,20.89,0.94,0.14,33.12
IL-H-74,IL,lower,74,92150.0,78.5,5.37,12.37,1.55,2.09,0.07,21.5
IL-H-115,IL,lower,115,85607.0,88.44,5.93,2.43,0.69,1.83,0.09,11.56
IL-H-88,IL,lower,88,85353.0,85.53,5.13,2.91,4.37,1.66,0.11,14.47
IL-H-108,IL,lower,108,85999.0,93.18,1.99,1.28,0.83,1.99,0.09,6.82
IL-H-36,IL,lower,36,84147.0,68.09,13.84,14.27,2.78,1.51,0.09,31.91
IL-H-54,IL,lower,54,84948.0,71.73,2.74,13.96,10.59,1.39,0.1,28.27
IL-H-43,IL,lower,43,77157.0,33.27,7.03,50.46,8.68,4.45,0.2,66.73
IL-H-58,IL,lower,58,83985.0,77.6,4.76,9.58,6.89,1.06,0.23,22.4
IL-H-41,IL,lower,41,81344.0,67.3,5.87,8.1,17.35,1.07,0.14,32.7
IL-H-42,IL,lower,42,84931.0,74.5,5.36,7.53,11.14,1.21,0.08,25.5
IL-H-62,IL,lower,62,80425.0,59.32,4.7,27.22,7.32,2.67,0.16,40.68
IL-H-56,IL,lower,56,91508.0,58.15,4.53,16.93,19.63,1.74,0.11,41.85
IL-H-20,IL,lower,20,85136.0,72.71,1.76,19.21,5.8,1.7,0.12,27.29
IL-H-7,IL,lower,7,86460.0,29.4,43.35,23.53,3.65,2.05,0.13,70.6
IL-H-19,IL,lower,19,87772.0,58.8,3.45,27.84,9.45,2.56,0.18,41.2
IL-H-28,IL,lower,28,84434.0,35.06,47.15,15.23,2.0,1.5,0.1,64.94
IL-H-15,IL,lower,15,86634.0,57.89,3.45,14.56,23.45,1.51,0.15,42.11
IL-H-1,IL,lower,1,81282.0,13.45,6.14,76.17,4.3,5.72,0.17,86.55
IL-H-34,IL,lower,34,88655.0,21.29,68.0,9.8,0.58,1.47,0.09,78.71
IL-H-6,IL,lower,6,81846.0,18.64,48.31,25.62,7.7,2.1,0.17,81.36
IL-H-18,IL,lower,18,85001.0,63.37,14.63,9.29,11.64,1.48,0.16,36.63
IL-H-21,IL,lower,21,82019.0,38.94,7.46,50.4,2.79,3.84,0.1,61.06
IL-H-10,IL,lower,10,87941.0,41.85,40.13,11.7,6.02,1.23,0.15,58.15
IL-H-39,IL,lower,39,85409.0,38.55,4.94,51.69,5.11,3.85,0.21,61.45
IL-H-14,IL,lower,14,93901.0,49.51,20.98,16.92,11.56,2.25,0.19,50.49
IL-H-25,IL,lower,25,86097.0,17.68,57.56,17.82,7.15,1.94,0.15,82.32
IL-H-24,IL,lower,24,86492.0,19.46,6.22,46.86,27.59,4.29,0.13,80.54
IL-H-11,IL,lower,11,92956.0,75.85,5.06,9.67,8.43,1.2,0.11,24.15
IL-H-5,IL,lower,5,84850.0,29.06,55.07,4.94,10.61,1.16,0.12,70.94
IL-H-49,IL,lower,49,85024.0,55.8,4.74,23.68,14.61,2.23,0.12,44.2
IL-H-40,IL,lower,40,87242.0,41.1,5.59,42.25,10.64,3.5,0.18,58.9
IL-H-31,IL,lower,31,86114.0,33.57,53.48,11.1,1.67,1.41,0.11,66.43
IL-H-3,IL,lower,3,86889.0,35.21,6.11,54.33,4.88,4.2,0.23,64.79
IL-H-8,IL,lower,8,80013.0,31.42,51.98,14.92,1.78,1.42,0.09,68.58
IL-H-13,IL,lower,13,92707.0,60.49,12.42,14.09,11.95,1.95,0.15,39.51
IL-H-16,IL,lower,16,83971.0,45.35,10.15,14.42,29.46,1.5,0.18,54.65
IL-H-23,IL,lower,23,79093.0,4.51,6.37,85.81,3.67,6.26,0.12,95.49
IL-H-26,IL,lower,26,97861.0,34.53,47.29,5.56,12.25,1.08,0.14,65.47
IL-H-29,IL,lower,29,83157.0,32.47,59.29,6.85,0.78,1.3,0.1,67.53
IL-H-32,IL,lower,32,80111.0,15.49,52.14,31.04,1.38,2.74,0.07,84.51
IL-H-35,IL,lower,35,86115.0,66.26,21.83,8.66,2.34,1.23,0.1,33.74
IL-H-44,IL,lower,44,83270.0,46.59,5.78,26.64,20.31,2.67,0.17,53.41
IL-H-45,IL,lower,45,83129.0,74.27,3.35,9.28,11.8,1.18,0.11,25.73
IL-H-46,IL,lower,46,84770.0,51.45,6.42,24.4,16.74,2.26,0.17,48.55
IL-H-47,IL,lower,47,86606.0,75.98,4.16,7.88,10.55,1.2,0.1,24.02
IL-H-48,IL,lower,48,85117.0,71.81,2.57,12.33,12.15,1.42,0.09,28.19
IL-H-52,IL,lower,52,85559.0,77.55,1.71,10.69,8.62,1.37,0.1,22.45
IL-H-53,IL,lower,53,81174.0,67.25,3.13,13.72,15.05,1.37,0.08,32.75
IL-H-57,IL,lower,57,86161.0,67.85,1.89,13.42,15.88,1.24,0.08,32.15
IL-H-61,IL,lower,61,84213.0,54.32,13.45,23.22,7.44,2.8,0.22,45.68
IL-H-64,IL,lower,64,85574.0,83.77,2.08,9.3,2.53,1.91,0.15,16.23
IL-H-65,IL,lower,65,82695.0,79.39,2.34,9.67,7.01,1.53,0.07,20.61
IL-H-67,IL,lower,67,79997.0,56.78,22.08,16.69,2.49,2.61,0.11,43.22
IL-H-70,IL,lower,70,84769.0,81.73,2.75,9.34,4.43,1.62,0.11,18.27
IL-H-72,IL,lower,72,83809.0,68.48,13.09,13.78,2.95,2.23,0.1,31.52
IL-H-75,IL,lower,75,79172.0,78.56,4.98,12.44,1.99,1.99,0.11,21.44
IL-H-78,IL,lower,78,86305.0,46.45,32.35,15.69,5.3,1.63,0.11,53.55
IL-H-80,IL,lower,80,79194.0,53.76,28.74,15.17,1.13,1.92,0.13,46.24
IL-H-82,IL,lower,82,85047.0,79.73,3.47,7.63,8.12,0.96,0.1,20.27
IL-H-85,IL,lower,85,85551.0,52.25,15.65,23.46,7.51,2.2,0.1,47.75
IL-H-87,IL,lower,87,83348.0,91.91,2.57,2.14,0.99,1.81,0.09,8.09
IL-H-92,IL,lower,92,84118.0,60.66,27.69,6.09,3.79,1.82,0.11,39.34
IL-H-94,IL,lower,94,87101.0,93.56,1.9,1.78,0.5,1.85,0.08,6.44
IL-H-95,IL,lower,95,83006.0,82.9,9.38,2.22,3.24,1.79,0.07,17.1
IL-H-97,IL,lower,97,77546.0,64.44,9.54,15.56,9.1,1.72,0.13,35.56
IL-H-99,IL,lower,99,85430.0,86.27,6.72,3.98,1.01,1.74,0.14,13.73
IL-H-101,IL,lower,101,83655.0,88.97,3.01,4.08,1.46,1.91,0.12,11.03
IL-H-102,IL,lower,102,86274.0,92.76,2.91,1.66,0.55,1.68,0.08,7.24
IL-H-103,IL,lower,103,85275.0,51.45,17.58,8.96,20.73,1.56,0.11,48.55
IL-H-104,IL,lower,104,91560.0,69.54,16.0,5.97,6.66,1.79,0.14,30.46
IL-H-105,IL,lower,105,78196.0,90.11,2.95,2.9,1.93,1.59,0.09,9.89
IL-H-106,IL,lower,106,81162.0,89.29,1.48,5.99,0.81,1.97,0.09,10.71
IL-H-109,IL,lower,109,86976.0,90.52,2.98,2.68,1.24,1.87,0.11,9.48
IL-H-110,IL,lower,110,84723.0,90.55,3.86,1.99,0.94,2.04,0.09,9.45
IL-H-113,IL,lower,113,83695.0,59.16,31.48,4.76,2.54,2.13,0.21,40.84
IL-H-114,IL,lower,114,79733.0,58.74,35.38,2.31,1.52,1.92,0.18,41.26
IL-H-117,IL,lower,117,86676.0,90.18,4.39,1.86,0.6,2.31,0.11,9.82
IL-H-118,IL,lower,118,85837.0,78.74,11.17,3.81,3.26,2.57,0.1,21.26
IL-H-30,IL,lower,30,83083.0,28.31,53.42,15.79,2.15,1.76,0.1,71.69
IL-S-2,IL,upper,2,171760.0,32.8,10.6,53.14,4.16,3.85,0.21,67.2
IL-S-7,IL,upper,7,186607.0,54.97,16.73,15.52,11.75,2.1,0.17,45.03
IL-S-9,IL,upper,9,168552.0,65.11,9.62,8.03,16.22,1.21,0.15,34.89
IL-S-11,IL,upper,11,165206.0,35.63,4.94,56.77,2.39,4.26,0.1,64.37
IL-S-13,IL,upper,13,183958.0,26.64,52.1,11.3,9.86,1.48,0.15,73.36
IL-S-20,IL,upper,20,172651.0,39.84,5.27,46.92,7.9,3.67,0.19,60.16
IL-S-23,IL,upper,23,167899.0,62.75,4.9,16.92,14.29,1.73,0.14,37.25
IL-S-26,IL,upper,26,171459.0,76.65,1.86,8.65,11.55,1.16,0.1,23.35
IL-S-27,IL,upper,27,166123.0,69.54,2.94,13.85,12.77,1.38,0.09,30.46
IL-S-35,IL,upper,35,164947.0,79.91,2.45,11.66,4.08,1.78,0.09,20.09
IL-S-37,IL,upper,37,175219.0,83.84,3.58,7.88,2.55,1.79,0.07,16.16
IL-S-40,IL,upper,40,162721.0,58.87,26.37,11.95,1.28,1.96,0.1,41.13
IL-S-45,IL,upper,45,175654.0,87.04,4.25,5.03,1.34,1.8,0.08,12.96
IL-S-46,IL,upper,46,178776.0,70.32,18.43,5.8,3.56,1.84,0.12,29.68
IL-S-47,IL,upper,47,170624.0,92.13,2.28,2.45,0.86,1.82,0.09,7.87
IL-S-49,IL,upper,49,160331.0,58.53,12.54,19.1,8.6,1.91,0.1,41.47
IL-S-51,IL,upper,51,169929.0,90.89,2.96,2.86,1.0,1.79,0.1,9.11
IL-S-52,IL,upper,52,176835.0,60.82,16.76,7.41,13.44,1.68,0.13,39.18
IL-S-55,IL,upper,55,171699.0,90.53,3.41,2.34,1.09,1.95,0.1,9.47
IL-S-56,IL,upper,56,171174.0,77.9,12.77,4.49,1.95,2.43,0.13,22.1
IL-S-57,IL,upper,57,163428.0,58.96,33.38,3.57,2.04,2.03,0.2,41.04
IL-S-42,IL,upper,42,156803.0,58.34,9.59,19.73,11.21,2.03,0.1,41.66
IL-S-38,IL,upper,38,158068.0,78.22,5.67,11.9,2.16,2.05,0.09,21.78
IL-S-1,IL,upper,1,162498.0,21.08,5.29,70.56,3.02,5.58,0.15,78.92
IL-S-39,IL,upper,39,170639.0,43.58,18.28,33.24,4.73,2.39,0.09,56.42
IL-S-41,IL,upper,41,170481.0,76.74,4.24,7.22,10.64,1.04,0.1,23.26
IL-S-50,IL,upper,50,170860.0,90.09,4.1,2.61,0.83,1.87,0.12,9.91
IL-S-10,IL,upper,10,172908.0,65.65,2.62,23.59,7.65,2.14,0.15,34.35
IL-S-28,IL,upper,28,176246.0,61.67,3.73,14.42,19.42,1.53,0.1,38.33
IL-S-34,IL,upper,34,161801.0,61.09,16.6,17.02,3.43,2.48,0.11,38.91
IL-S-8,IL,upper,8,170605.0,51.72,6.75,14.49,26.41,1.51,0.17,48.28
IL-S-19,IL,upper,19,167650.0,64.54,25.57,6.12,2.83,1.09,0.05,35.46
IL-S-21,IL,upper,21,166275.0,70.98,5.61,7.81,14.17,1.14,0.11,29.02
IL-S-43,IL,upper,43,169361.0,51.67,16.2,26.53,4.47,2.33,0.09,48.33
IL-S-53,IL,upper,53,159359.0,89.69,2.2,4.47,1.36,1.78,0.09,10.31
IL-S-54,IL,upper,54,170773.0,93.62,1.5,1.69,0.78,1.75,0.07,6.38
IL-S-6,IL,upper,6,194136.0,76.6,5.26,7.98,9.06,0.99,0.12,23.4
IL-S-29,IL,upper,29,170146.0,72.66,3.3,11.52,11.44,1.15,0.15,27.34
IL-S-14,IL,upper,14,173575.0,36.51,50.09,10.87,2.12,1.27,0.09,63.49
IL-S-3,IL,upper,3,166696.0,23.94,51.75,15.09,9.18,1.62,0.14,76.06
IL-S-36,IL,upper,36,170627.0,74.83,10.71,9.87,2.68,2.03,0.21,25.17
IL-S-24,IL,upper,24,171723.0,73.91,3.37,10.08,11.34,1.31,0.1,26.09
IL-S-58,IL,upper,58,169962.0,90.08,4.58,1.94,0.86,1.91,0.1,9.92
IL-S-59,IL,upper,59,172513.0,84.49,7.76,2.83,1.93,2.44,0.1,15.51
IL-S-12,IL,upper,12,165585.0,12.31,6.29,65.46,16.16,5.24,0.13,87.69
IL-S-44,IL,upper,44,168701.0,88.68,3.86,2.53,2.7,1.74,0.1,11.32
IL-S-17,IL,upper,17,170683.0,17.76,66.79,14.74,0.63,1.73,0.1,82.24
IL-S-15,IL,upper,15,166240.0,30.39,56.36,11.32,1.46,1.53,0.1,69.61
IL-S-5,IL,upper,5,178265.0,37.73,41.26,10.75,9.86,1.23,0.13,62.27
IL-S-4,IL,upper,4,166473.0,30.37,47.5,19.39,2.75,1.75,0.11,69.63
IL-S-25,IL,upper,25,165037.0,46.76,6.75,35.89,9.76,2.94,0.13,53.24
IL-S-22,IL,upper,22,160427.0,40.18,6.38,38.09,14.72,3.52,0.18,59.82
IL-S-31,IL,upper,31,164639.0,56.76,9.18,25.17,7.38,2.74,0.19,43.24
