race_code,slot,name,wiki_title,description,image_url,page_url
MD-04,dem,Glenn Ivey,Glenn Ivey,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Rep._Glenn_Ivey_official_portrait%2C_118th_Congress.jpg/330px-Rep._Glenn_Ivey_official_portrait%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Glenn_Ivey
MD-05,dem,Adrian Boafo,Adrian Boafo,American politician (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Adrian_Boafo_Feb2023.jpg/330px-Adrian_Boafo_Feb2023.jpg,https://en.wikipedia.org/wiki/Adrian_Boafo
MD-06,rep,Robin Ficker,Robin Ficker,American political activist and candidate (born 1943),https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Robin_Ficker_%2835598540490%29.jpg/330px-Robin_Ficker_%2835598540490%29.jpg,https://en.wikipedia.org/wiki/Robin_Ficker
MD-07,dem,Kweisi Mfume,Kweisi Mfume,American politician (born 1948),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Maryland_Congressman_Kweisi_Mfume%2C_117th_Congress.jpg/330px-Maryland_Congressman_Kweisi_Mfume%2C_117th_Congress.jpg,https://en.wikipedia.org/wiki/Kweisi_Mfume
MD-08,dem,Jamie Raskin,Jamie Raskin,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Jamie_Raskin_Official_Portrait_2019.jpg/330px-Jamie_Raskin_Official_Portrait_2019.jpg,https://en.wikipedia.org/wiki/Jamie_Raskin
ME-01,dem,Chellie Pingree,Chellie Pingree,American politician (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/CPingree_Portrait_202203_%28cropped%29_%28cropped%29.jpg/330px-CPingree_Portrait_202203_%28cropped%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Chellie_Pingree
ME-02,dem,Matthew Dunlap,Matthew Dunlap,American politician from Maine (born 1964),,https://en.wikipedia.org/wiki/Matthew_Dunlap
ME-02,rep,Paul LePage,Paul LePage,Governor of Maine from 2011 to 2019,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Paul_LePage_by_Gage_Skidmore.jpg/330px-Paul_LePage_by_Gage_Skidmore.jpg,https://en.wikipedia.org/wiki/Paul_LePage
MI-02,rep,John Moolenaar,John Moolenaar,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/John_Moolenaar_portrait_%28118th_Congress%29.jpg/330px-John_Moolenaar_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/John_Moolenaar
MI-03,dem,Hillary Scholten,Hillary Scholten,American politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Rep._Hillary_Scholten_-_118th_Congress_%281%29.jpg/330px-Rep._Hillary_Scholten_-_118th_Congress_%281%29.jpg,https://en.wikipedia.org/wiki/Hillary_Scholten
MI-04,dem,Sean McCann,Sean McCann (politician),American politician (born 1971),,https://en.wikipedia.org/wiki/Sean_McCann_(politician)
MI-04,rep,Bill Huizenga,Bill Huizenga,American politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Rep._Bill_Huizenga_-_118th_Congress_%28portrait_crop%29.jpg/330px-Rep._Bill_Huizenga_-_118th_Congress_%28portrait_crop%29.jpg,https://en.wikipedia.org/wiki/Bill_Huizenga
MI-05,rep,Timothy Walberg,Tim Walberg,American politician (born 1951),https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/TimWalbergHeadshot.jpg/330px-TimWalbergHeadshot.jpg,https://en.wikipedia.org/wiki/Tim_Walberg
MI-06,dem,Debbie Dingell,Debbie Dingell,American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Debbie_Dingell_Official_Headshot.jpg/330px-Debbie_Dingell_Official_Headshot.jpg,https://en.wikipedia.org/wiki/Debbie_Dingell
MI-07,rep,Tom Barrett,Tom Barrett (Michigan politician),American politician (born 1981),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Tom_Barrett%2C_official_portrait_%28119th_Congress%29.webp/330px-Tom_Barrett%2C_official_portrait_%28119th_Congress%29.webp.png,https://en.wikipedia.org/wiki/Tom_Barrett_(Michigan_politician)
MI-08,dem,Kristen McDonald Rivet,Kristen McDonald Rivet,American politician (born 1970),https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/McDonald_Rivet_Kristen_119th_Congress%28crop2%29.jpeg/330px-McDonald_Rivet_Kristen_119th_Congress%28crop2%29.jpeg,https://en.wikipedia.org/wiki/Kristen_McDonald_Rivet
MI-09,rep,Lisa McClain,Lisa McClain,American politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Rep._Lisa_McClain.jpg/330px-Rep._Lisa_McClain.jpg,https://en.wikipedia.org/wiki/Lisa_McClain
MI-10,rep,Michael Bouchard,Mike Bouchard,American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mike_Bouchard_2006.jpg/330px-Mike_Bouchard_2006.jpg,https://en.wikipedia.org/wiki/Mike_Bouchard
MI-11,dem,Jeremy Moss,Jeremy Moss,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Michigan_Senator_Jeremy_Moss_2019.jpg/330px-Michigan_Senator_Jeremy_Moss_2019.jpg,https://en.wikipedia.org/wiki/Jeremy_Moss
MI-12,dem,Rashida Tlaib,Rashida Tlaib,American politician and lawyer (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Tlaib_Rashida_119th_Congress_%283x4_cropped%29.jpg/330px-Tlaib_Rashida_119th_Congress_%283x4_cropped%29.jpg,https://en.wikipedia.org/wiki/Rashida_Tlaib
MI-13,dem,Shri Thanedar,Shri Thanedar,American businessman and politician (born 1955),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Shri_Thanedar%2C_official_portrait_%28119th_Congress%29.jpg/330px-Shri_Thanedar%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Shri_Thanedar
MN-01,rep,Brad Finstad,Brad Finstad,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Rep._Brad_Finstad_%28R-MN%29%2C_Official_Portrait%2C_119th_Congress.jpg/330px-Rep._Brad_Finstad_%28R-MN%29%2C_Official_Portrait%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Brad_Finstad
MN-02,dem,Matt Little,Matt Little,American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/2026MattLittle_%28cropped%29.jpg/330px-2026MattLittle_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Matt_Little
MN-03,dem,Kelly Morrison,Kelly Morrison,American physician and politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Representative_Kelly_Morrison_Official_Portrait.jpg/330px-Representative_Kelly_Morrison_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Kelly_Morrison
MN-04,dem,Betty McCollum,Betty McCollum,American politician (born 1954),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Betty_McCollum%2C_official_portrait%2C_116th_Congress.jpg/330px-Betty_McCollum%2C_official_portrait%2C_116th_Congress.jpg,https://en.wikipedia.org/wiki/Betty_McCollum
MN-05,dem,Ilhan Omar,Ilhan Omar,American politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Ilhan_Omar%2C_official_portrait%2C_116th_Congress_%28cropped%29_A.jpg/330px-Ilhan_Omar%2C_official_portrait%2C_116th_Congress_%28cropped%29_A.jpg,https://en.wikipedia.org/wiki/Ilhan_Omar
MN-06,rep,Tom Emmer,Tom Emmer,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Tom_Emmer_Congressional_Photo_2.jpg/330px-Tom_Emmer_Congressional_Photo_2.jpg,https://en.wikipedia.org/wiki/Tom_Emmer
MN-07,rep,Michelle Fischbach,Michelle Fischbach,American politician (born 1965),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Rep._Michelle_Fischbach_official_portrait.jpg/330px-Rep._Michelle_Fischbach_official_portrait.jpg,https://en.wikipedia.org/wiki/Michelle_Fischbach
MN-08,rep,Peter Stauber,Pete Stauber,American hockey player and politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Pete_Stauber_118th_Congress_%28cropped%29.jpeg/330px-Pete_Stauber_118th_Congress_%28cropped%29.jpeg,https://en.wikipedia.org/wiki/Pete_Stauber
MO-01,dem,Wesley Bell,Wesley Bell,American attorney and politician (born 1974),https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Wesley_Bell%2C_official_portrait_%28119th_Congress%29.jpg/330px-Wesley_Bell%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Wesley_Bell
MO-02,rep,Ann Wagner,Ann Wagner,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Ann_Wagner_Headshot_%28002%29_%28cropped%29.jpg/330px-Ann_Wagner_Headshot_%28002%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Ann_Wagner
MO-03,rep,Bob Onder,Bob Onder,American politician and physician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Onder_Bob_119th_Congress.jpg/330px-Onder_Bob_119th_Congress.jpg,https://en.wikipedia.org/wiki/Bob_Onder
MO-04,rep,Mark Alford,Mark Alford,American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Rep._Mark_Alford_official_photo%2C_118th_Congress.jpg/330px-Rep._Mark_Alford_official_photo%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Mark_Alford
MO-05,dem,Emanuel Cleaver,Emanuel Cleaver,American pastor and politician (born 1944),https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Emanuel_Cleaver_official_photo.jpg/330px-Emanuel_Cleaver_official_photo.jpg,https://en.wikipedia.org/wiki/Emanuel_Cleaver
MO-07,rep,Eric Burlison,Eric Burlison,American politician (born 1976),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Rep._Eric_Burlison_-_118th_Congress.jpg/330px-Rep._Eric_Burlison_-_118th_Congress.jpg,https://en.wikipedia.org/wiki/Eric_Burlison
MS-01,rep,Trent Kelly,Trent Kelly,American politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Trent_Kelly%2C_Official_Portrait%2C_115th_Congress.jpg/330px-Trent_Kelly%2C_Official_Portrait%2C_115th_Congress.jpg,https://en.wikipedia.org/wiki/Trent_Kelly
MS-02,dem,Bennie Thompson,Bennie Thompson,American politician and educator (born 1948),https://upload.wikimedia.org/wikipedia/commons/2/23/Bennie_Thompson_118th_Congress.jpeg,https://en.wikipedia.org/wiki/Bennie_Thompson
MS-04,rep,Mike Ezell,Mike Ezell,American politician (born 1959),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Rep._Mike_Ezell_official_photo.jpg/330px-Rep._Mike_Ezell_official_photo.jpg,https://en.wikipedia.org/wiki/Mike_Ezell
MT-01,dem,Sam Forstag,Sam Forstag,American political candidate and smokejumper,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Sam_Forstag_Portrait_%28cropped%29.jpg/330px-Sam_Forstag_Portrait_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Sam_Forstag
MT-02,rep,Troy Downing,Troy Downing,American politician and businessman (born 1967),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Rep._Troy_Downing_official_photo%2C_119th_Congress_%28cropped2%29.jpg/330px-Rep._Troy_Downing_official_photo%2C_119th_Congress_%28cropped2%29.jpg,https://en.wikipedia.org/wiki/Troy_Downing
NC-01,dem,Don Davis,Don Davis (North Carolina politician),American politician (born 1971),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Portrait_of_Congressman_Don_Davis.jpg/330px-Portrait_of_Congressman_Don_Davis.jpg,https://en.wikipedia.org/wiki/Don_Davis_(North_Carolina_politician)
NC-01,rep,Laurie Buckhout,Laurie Buckhout,American politician (born 1961),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Laurie_Buckhout.jpg/330px-Laurie_Buckhout.jpg,https://en.wikipedia.org/wiki/Laurie_Buckhout
NC-02,dem,Deborah Ross,Deborah Ross (politician),American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Deborah_Ross_117th_U.S_Congress.jpg/330px-Deborah_Ross_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Deborah_Ross_(politician)
NC-03,rep,Greg Murphy,Greg Murphy (politician),American politician and urologist (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Rep._Greg_Murphy_116th_Congress_Portrait.jpg/330px-Rep._Greg_Murphy_116th_Congress_Portrait.jpg,https://en.wikipedia.org/wiki/Greg_Murphy_(politician)
NC-04,dem,Valerie Foushee,Valerie Foushee,American politician (born 1956),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Valerie_Foushee_118th_Congress_3.jpg/330px-Valerie_Foushee_118th_Congress_3.jpg,https://en.wikipedia.org/wiki/Valerie_Foushee
NC-05,rep,Virginia Foxx,Virginia Foxx,American politician (born 1943),https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Virginia_Foxx_official_photo_%28slight_crop%29.jpg/330px-Virginia_Foxx_official_photo_%28slight_crop%29.jpg,https://en.wikipedia.org/wiki/Virginia_Foxx
NC-06,rep,Addison McDowell,Addison McDowell,American politician (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Addison_McDowell_119th_congress.jpg/330px-Addison_McDowell_119th_congress.jpg,https://en.wikipedia.org/wiki/Addison_McDowell
NC-07,rep,David Rouzer,David Rouzer,American politician (born 1972),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/David_Rouzer_official_photo.jpg/330px-David_Rouzer_official_photo.jpg,https://en.wikipedia.org/wiki/David_Rouzer
NC-08,rep,Mark Harris,Mark Harris (North Carolina politician),American pastor and politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Harris_Mark_119th_Congress_%28crop2%29.jpg/330px-Harris_Mark_119th_Congress_%28crop2%29.jpg,https://en.wikipedia.org/wiki/Mark_Harris_(North_Carolina_politician)
NC-09,rep,Richard Hudson,Richard Hudson (American politician),American politician (born 1971),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Richard_Hudson%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg/330px-Richard_Hudson%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Richard_Hudson_(American_politician)
NC-10,rep,Pat Harrigan,Pat Harrigan,American politician (born 1987),https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/CongressmanPatHarriganPortrait.jpg/330px-CongressmanPatHarriganPortrait.jpg,https://en.wikipedia.org/wiki/Pat_Harrigan
NC-11,rep,Chuck Edwards,Chuck Edwards,American politician (born 1960),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Chuck_Edwards_119th_Congress.jpg/330px-Chuck_Edwards_119th_Congress.jpg,https://en.wikipedia.org/wiki/Chuck_Edwards
NC-12,dem,Alma Adams,Alma Adams,American politician (born 1946),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Alma_Adams_official_portrait_%283x4_cropped%29.jpg/330px-Alma_Adams_official_portrait_%283x4_cropped%29.jpg,https://en.wikipedia.org/wiki/Alma_Adams
NC-13,dem,Paul Barringer,Paul Barringer,American politician,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Paul_Barringer.png/330px-Paul_Barringer.png,https://en.wikipedia.org/wiki/Paul_Barringer
NC-13,rep,Brad Knott,Brad Knott,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Rep._Brad_Knott_official_photo%2C_119th_Congress.jpg/330px-Rep._Brad_Knott_official_photo%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Brad_Knott
NC-14,rep,Tim Moore,Tim Moore (North Carolina politician),American politician (born 1970),https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Moore_Tim_119th_Congress_%28cropped2%29.jpg/330px-Moore_Tim_119th_Congress_%28cropped2%29.jpg,https://en.wikipedia.org/wiki/Tim_Moore_(North_Carolina_politician)
ND-01,rep,Julie Fedorchak,Julie Fedorchak,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Rep._Julie_Fedorchak_official_photo%2C_119th_Congress.jpg/330px-Rep._Julie_Fedorchak_official_photo%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Julie_Fedorchak
NE-01,rep,Mike Flood,Mike Flood (politician),American politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Mike_Flood%2C_official_portrait_%28118th_Congress%29.jpg/330px-Mike_Flood%2C_official_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/Mike_Flood_(politician)
NE-03,rep,Adrian Smith,Adrian Smith (politician),American politician (born 1970),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Adrian_Smith_portrait_%28118th_Congress%29.jpg/330px-Adrian_Smith_portrait_%28118th_Congress%29.jpg,https://en.wikipedia.org/wiki/Adrian_Smith_(politician)
NH-02,dem,Maggie Goodlander,Maggie Goodlander,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Maggie_Goodlander_official_portrait%2C_119th_Congress.jpg/330px-Maggie_Goodlander_official_portrait%2C_119th_Congress.jpg,https://en.wikipedia.org/wiki/Maggie_Goodlander
NJ-01,dem,Donald Norcross,Donald Norcross,American politician (born 1958),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Donald_Norcross_official_portrait.jpg/330px-Donald_Norcross_official_portrait.jpg,https://en.wikipedia.org/wiki/Donald_Norcross
NJ-02,rep,Jeff Van Drew,Jeff Van Drew,American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Representative_Jeff_Van_Drew.jpg/330px-Representative_Jeff_Van_Drew.jpg,https://en.wikipedia.org/wiki/Jeff_Van_Drew
NJ-03,dem,Herb Conaway,Herb Conaway,American politician (born 1963),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Representative_Herb_Conaway_Official_Portrait.jpg/330px-Representative_Herb_Conaway_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Herb_Conaway
NJ-04,rep,Chris Smith,Chris Smith (New Jersey politician),American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Chris_Smith_official_photo.jpg/330px-Chris_Smith_official_photo.jpg,https://en.wikipedia.org/wiki/Chris_Smith_(New_Jersey_politician)
NJ-05,dem,Josh Gottheimer,Josh Gottheimer,American politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Josh_Gottheimer%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg/330px-Josh_Gottheimer%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Josh_Gottheimer
NJ-06,dem,Frank Pallone,Frank Pallone,American lawyer and politician (born 1951),https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Frank_Pallone_Photo.jpg/330px-Frank_Pallone_Photo.jpg,https://en.wikipedia.org/wiki/Frank_Pallone
NJ-07,rep,Tom Kean Jr.,Thomas Kean Jr.,American politician (born 1968),https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Rep._Tom_Kean_official_photo%2C_118th_Congress.jpg/330px-Rep._Tom_Kean_official_photo%2C_118th_Congress.jpg,https://en.wikipedia.org/wiki/Thomas_Kean_Jr.
NJ-08,dem,Rob Menendez,Rob Menendez,American lawyer and politician (born 1985),https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Rep._Rob_Menendez_Jr._-_118th_Congress.jpg/330px-Rep._Rob_Menendez_Jr._-_118th_Congress.jpg,https://en.wikipedia.org/wiki/Rob_Menendez
NJ-09,dem,Nelida Pou,Nellie Pou,American politician (born 1956),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Representative_Nellie_Pou_Official_Portrait.jpg/330px-Representative_Nellie_Pou_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Nellie_Pou
NJ-11,dem,Analilia Mejia,Analilia Mejia,American activist and politician (born 1977),https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Analilia_Mejia%2C_official_portrait_%28119th_Congress%29.jpg/330px-Analilia_Mejia%2C_official_portrait_%28119th_Congress%29.jpg,https://en.wikipedia.org/wiki/Analilia_Mejia
NJ-12,dem,Adam Hamawy,Adam Hamawy,American political candidate (born 1969/1970),https://upload.wikimedia.org/wikipedia/commons/1/11/Adam_Hamawy_in_2025.jpg,https://en.wikipedia.org/wiki/Adam_Hamawy
NM-01,dem,Melanie Stansbury,Melanie Stansbury,American politician (born 1979),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Melanie_Stansbury_117th_Congress.jpg/330px-Melanie_Stansbury_117th_Congress.jpg,https://en.wikipedia.org/wiki/Melanie_Stansbury
NM-03,rep,Martin Zamora,Martin R. Zamora,American politician,,https://en.wikipedia.org/wiki/Martin_R._Zamora
NV-01,dem,Dina Titus,Dina Titus,American politician (born 1950),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Dina_Titus_official_photo.jpg/330px-Dina_Titus_official_photo.jpg,https://en.wikipedia.org/wiki/Dina_Titus
NV-01,rep,Carrie Buck,Carrie Buck (politician),American educator and politician,,https://en.wikipedia.org/wiki/Carrie_Buck_(politician)
NV-02,dem,Teresa Benitez-Thompson,Teresa Benitez-Thompson,American politician from Nevada,,https://en.wikipedia.org/wiki/Teresa_Benitez-Thompson
NV-03,dem,Susie Lee,Susie Lee,American politician (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Rep._Susie_Lee_118th_Portrait.jpg/330px-Rep._Susie_Lee_118th_Portrait.jpg,https://en.wikipedia.org/wiki/Susie_Lee
NV-04,dem,Steven Horsford,Steven Horsford,American politician (born 1973),https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Steven_Horsford_118th.jpeg/330px-Steven_Horsford_118th.jpeg,https://en.wikipedia.org/wiki/Steven_Horsford
NY-01,rep,Nick LaLota,Nick LaLota,American politician and businessman (born 1978),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Nick_lalota_portrait.jpg/330px-Nick_lalota_portrait.jpg,https://en.wikipedia.org/wiki/Nick_LaLota
NY-02,dem,Patrick Halpin,Patrick G. Halpin,American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/b/b9/Patrick_Halpin_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Patrick_G._Halpin
NY-02,rep,Andrew Garbarino,Andrew Garbarino,American politician (born 1984),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Andrew_Garbarino_117th_U.S_Congress.jpg/330px-Andrew_Garbarino_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Andrew_Garbarino
NY-03,dem,Tom Suozzi,Tom Suozzi,American politician (born 1962),https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/TomSuozzi118thCongress.jpg/330px-TomSuozzi118thCongress.jpg,https://en.wikipedia.org/wiki/Tom_Suozzi
NY-04,dem,Laura Gillen,Laura Gillen,American politician and attorney (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Gillen_Laura_119th_Congress_%28cropped2%29.jpg/330px-Gillen_Laura_119th_Congress_%28cropped2%29.jpg,https://en.wikipedia.org/wiki/Laura_Gillen
NY-05,dem,Gregory Meeks,Gregory Meeks,American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Gregory_Meeks%2C_official_portrait%2C_115th_congress_%283x4_cropped%29.jpg/330px-Gregory_Meeks%2C_official_portrait%2C_115th_congress_%283x4_cropped%29.jpg,https://en.wikipedia.org/wiki/Gregory_Meeks
NY-06,dem,Grace Meng,Grace Meng,American politician (born 1975),https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Grace_Meng_Official_Congressional_Photo.jpg/330px-Grace_Meng_Official_Congressional_Photo.jpg,https://en.wikipedia.org/wiki/Grace_Meng
NY-07,dem,Claire Valdez,Claire Valdez,American politician (born 1989),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Queens_Bus_Network_Redesign_Claire_Valdez_%28cropped%29.jpg/330px-Queens_Bus_Network_Redesign_Claire_Valdez_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Claire_Valdez
NY-08,dem,Hakeem Jeffries,Hakeem Jeffries,American politician (born 1970),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Rep-Hakeem-Jeffries-Official-Portrait_%28cropped%29.jpg/330px-Rep-Hakeem-Jeffries-Official-Portrait_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Hakeem_Jeffries
NY-09,dem,Yvette Clarke,Yvette Clarke,American politician (born 1964),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/2026_Official_Portrait_of_Rep._Clarke_%28D-NY%29.jpg/330px-2026_Official_Portrait_of_Rep._Clarke_%28D-NY%29.jpg,https://en.wikipedia.org/wiki/Yvette_Clarke
NY-10,dem,Brad Lander,Brad Lander,American politician (born 1969),https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Brad_Lander.jpg/330px-Brad_Lander.jpg,https://en.wikipedia.org/wiki/Brad_Lander
NY-11,rep,Nicole Malliotakis,Nicole Malliotakis,American politician (born 1980),https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Congresswoman_Nicole_Malliotakis.jpg/330px-Congresswoman_Nicole_Malliotakis.jpg,https://en.wikipedia.org/wiki/Nicole_Malliotakis
NY-12,dem,Micah Lasher,Micah Lasher,American politician (born 1981),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/FWNY25%3B_U.S._Marines_and_Sailors_hold_wreath_laying_ceremony_Micah_Lasher_%28cropped%29.jpg/330px-FWNY25%3B_U.S._Marines_and_Sailors_hold_wreath_laying_ceremony_Micah_Lasher_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Micah_Lasher
NY-13,dem,Darializa Avila Chevalier,Darializa Avila Chevalier,American political candidate (born 1993 or 1994),,https://en.wikipedia.org/wiki/Darializa_Avila_Chevalier
NY-14,dem,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,American politician and activist (born 1989),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Alexandria_Ocasio-Cortez_Official_Portrait.jpg/330px-Alexandria_Ocasio-Cortez_Official_Portrait.jpg,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez
NY-15,dem,Ritchie Torres,Ritchie Torres,American politician (born 1988),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Ritchie_Torres_117th_U.S_Congress.jpg/330px-Ritchie_Torres_117th_U.S_Congress.jpg,https://en.wikipedia.org/wiki/Ritchie_Torres
NY-16,dem,George Latimer,George Latimer (New York politician),American politician (born 1953),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Latimer_George_119th_Congress_2.jpg/330px-Latimer_George_119th_Congress_2.jpg,https://en.wikipedia.org/wiki/George_Latimer_(New_York_politician)
NY-17,rep,Mike Lawler,Mike Lawler,American politician (born 1986),https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Rep._Mike_Lawler_official_photo.jpg/330px-Rep._Mike_Lawler_official_photo.jpg,https://en.wikipedia.org/wiki/Mike_Lawler
NY-18,dem,Pat Ryan,Pat Ryan (politician),American politician (born 1982),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Pat_Ryan_117th_Congress_portrait.jpeg/330px-Pat_Ryan_117th_Congress_portrait.jpeg,https://en.wikipedia.org/wiki/Pat_Ryan_(politician)
