code,level,state,partisan_lean,gcb,environment,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
CA-13,district,CA,4.96,3.25,8.21,0.51,36.0,60.6,-24.6,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,3.25,42.32,36.2,23.0,73.7,-50.7,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,3.25,55.48,49.64,17.3,79.4,-62.1,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,3.25,54.78,49.91,18.3,78.4,-60.1,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,3.25,46.86,40.75,20.9,75.7,-54.8,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,3.25,36.55,29.37,23.8,72.9,-49.0,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,3.25,40.47,35.64,24.5,72.2,-47.7,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,3.25,-28.59,-32.98,53.4,43.2,10.2,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,3.25,13.19,6.17,33.9,62.8,-28.8,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,3.25,6.21,-1.86,36.3,60.3,-24.0,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,3.25,-15.05,-19.9,47.5,49.2,-1.7,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,3.25,30.04,25.76,28.5,68.1,-39.6,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,3.25,12.01,5.97,34.8,61.8,-27.0,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,3.25,20.79,15.73,32.1,64.6,-32.5,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,3.25,15.81,10.06,34.0,62.7,-28.7,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,3.25,31.52,26.17,27.4,69.3,-41.9,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,3.25,42.76,34.71,21.4,75.3,-53.9,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,3.25,46.67,41.41,22.1,74.6,-52.5,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,3.25,19.4,12.61,31.4,65.3,-33.9,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,3.25,31.59,25.76,28.4,68.2,-39.8,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,3.25,17.64,10.12,32.3,64.3,-32.0,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,3.25,60.37,53.04,13.5,83.2,-69.8,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,3.25,15.49,8.0,33.1,63.6,-30.5,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,3.25,45.24,40.42,22.9,73.7,-50.8,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,3.25,69.38,62.31,11.0,85.7,-74.7,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,3.25,20.38,12.8,30.5,66.2,-35.7,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,3.25,17.34,9.85,32.4,64.3,-31.9,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,3.25,-8.45,-12.6,45.1,51.6,-6.5,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,3.25,21.08,14.61,30.6,66.0,-35.4,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,3.25,18.5,13.57,33.6,63.0,-29.4,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,3.25,58.21,50.59,15.4,81.3,-65.9,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,3.25,44.85,36.32,20.0,76.7,-56.7,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,3.25,10.01,4.07,36.0,60.6,-24.6,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,3.25,23.51,16.7,29.3,67.4,-38.0,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,3.25,15.04,10.47,35.3,61.3,-26.0,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,3.25,7.4,3.52,38.0,58.7,-20.7,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,3.25,16.36,12.48,35.1,61.6,-26.5,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,3.25,22.61,18.83,32.5,64.2,-31.7,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,3.25,23.2,18.79,32.0,64.6,-32.6,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,3.25,25.89,18.06,28.5,68.1,-39.6,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,3.25,62.07,57.61,15.7,80.9,-65.2,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,3.25,43.99,40.92,24.2,72.5,-48.3,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,3.25,-6.53,-9.98,45.0,51.7,-6.7,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,3.25,-15.97,-18.71,49.7,46.9,2.8,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,3.25,-6.99,-9.34,45.7,51.0,-5.3,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,3.25,24.1,20.36,32.1,64.5,-32.4,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,3.25,18.01,15.41,35.2,61.5,-26.3,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,3.25,2.65,-1.88,40.2,56.4,-16.2,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,3.25,27.71,23.27,31.0,65.7,-34.6,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,3.25,11.69,7.86,38.3,58.4,-20.1,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,3.25,18.76,14.34,34.9,61.8,-26.8,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,3.25,28.58,23.73,30.3,66.4,-36.1,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,3.25,9.93,5.68,38.4,58.3,-19.9,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,3.25,18.86,14.84,35.3,61.3,-26.0,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,3.25,-33.45,-37.53,57.6,39.1,18.6,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,3.25,-13.24,-18.33,49.2,47.5,1.7,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,3.25,-16.2,-21.26,50.1,46.6,3.5,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,3.25,-7.53,-11.96,46.7,49.9,-3.2,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,3.25,-17.38,-21.69,50.4,46.3,4.2,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,3.25,-25.32,-30.31,54.0,42.6,11.4,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,3.25,-7.67,-12.62,45.8,50.9,-5.1,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,3.25,-11.81,-16.4,47.9,48.8,-0.9,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.25,-11.56,-17.93,46.3,50.4,-4.1,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.25,30.05,24.29,29.1,67.5,-38.4,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.25,-11.12,-15.84,47.2,49.5,-2.3,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.25,-9.74,-15.55,46.3,50.4,-4.1,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.25,-8.75,-13.46,46.8,49.8,-3.0,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.25,-5.54,-10.62,44.4,52.2,-7.8,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.25,-14.41,-20.09,49.0,47.7,1.3,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.25,-8.42,-13.81,46.6,50.1,-3.4,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.25,-16.94,-22.24,50.3,46.3,4.0,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.25,-11.94,-17.1,47.3,49.4,-2.0,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.25,-25.18,-30.42,53.3,43.4,9.9,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
FL-20,district,FL,40.58,3.25,43.83,37.5,24.0,72.7,-48.7,-0.0,30.0,41.9,23.2,3.7,1.1,0.2
FL-21,district,FL,-14.46,3.25,-11.21,-16.36,47.7,49.0,-1.4,0.6,67.4,13.1,15.0,2.8,1.5,0.2
FL-22,district,FL,-7.03,3.25,-3.78,-10.6,43.3,53.4,-10.0,-1.8,49.0,13.6,31.0,4.9,1.3,0.2
FL-23,district,FL,17.41,3.25,20.66,13.94,33.5,63.2,-29.7,-0.7,46.9,22.8,25.5,2.9,1.6,0.2
FL-24,district,FL,44.37,3.25,47.62,39.08,21.3,75.4,-54.1,-2.1,11.2,46.0,39.5,2.1,1.1,0.1
FL-25,district,FL,-5.24,3.25,-1.99,-9.22,42.8,53.9,-11.2,-1.4,59.9,7.5,28.2,3.3,1.0,0.1
FL-26,district,FL,-12.73,3.25,-9.48,-18.5,42.8,53.8,-11.0,-7.6,12.3,10.4,72.7,3.8,0.7,0.1
FL-27,district,FL,-9.78,3.25,-6.53,-14.7,41.6,55.1,-13.5,-7.6,16.5,6.9,73.0,2.6,0.8,0.1
FL-28,district,FL,-19.43,3.25,-16.18,-25.63,45.8,50.9,-5.0,-7.3,15.0,10.1,71.6,2.2,1.1,0.1
GA-01,district,GA,-15.28,3.25,-12.03,-15.92,48.7,47.9,0.8,2.0,60.0,28.0,6.7,3.0,2.0,0.3
GA-02,district,GA,8.57,3.25,11.82,7.66,38.9,57.7,-18.8,2.7,42.4,48.9,5.1,1.9,1.5,0.2
GA-03,district,GA,-30.08,3.25,-26.83,-29.88,55.1,41.6,13.5,2.1,66.7,23.3,5.3,2.5,2.1,0.1
GA-04,district,GA,54.47,3.25,57.72,53.04,18.3,78.3,-60.0,0.5,21.3,49.6,16.7,10.4,1.9,0.1
GA-05,district,GA,73.04,3.25,76.29,72.33,11.2,85.5,-74.3,2.0,33.2,50.4,8.5,6.2,1.5,0.1
GA-06,district,GA,50.2,3.25,53.45,50.34,20.8,75.8,-55.0,1.9,32.4,51.1,10.5,4.3,1.6,0.1
GA-07,district,GA,-22.22,3.25,-18.97,-22.27,51.0,45.7,5.2,0.6,66.8,8.9,9.1,13.2,1.8,0.1
GA-08,district,GA,-30.02,3.25,-26.77,-30.76,55.1,41.6,13.5,2.2,60.2,29.9,6.1,2.0,1.6,0.1
GA-09,district,GA,-34.31,3.25,-31.06,-34.33,56.0,40.7,15.4,0.4,64.1,12.6,13.6,7.3,2.3,0.1
GA-10,district,GA,-21.15,3.25,-17.9,-20.93,51.2,45.5,5.7,2.0,65.1,23.6,6.4,2.8,1.9,0.1
GA-11,district,GA,-23.67,3.25,-20.42,-23.52,51.8,44.9,6.9,1.0,69.5,12.8,10.4,4.8,2.4,0.1
GA-12,district,GA,-13.21,3.25,-9.96,-14.2,48.1,48.6,-0.5,2.5,54.3,36.5,4.8,2.5,1.7,0.2
GA-13,district,GA,41.87,3.25,45.12,42.65,24.1,72.6,-48.5,1.3,27.4,50.6,12.4,7.6,1.8,0.2
GA-14,district,GA,-37.49,3.25,-34.24,-37.03,57.8,38.9,18.9,1.3,72.8,12.5,10.0,1.9,2.7,0.1
HI-01,district,HI,26.98,3.25,30.23,25.17,28.3,68.4,-40.1,-3.0,14.1,2.7,5.8,59.9,1.6,15.8
HI-02,district,HI,24.56,3.25,27.81,22.06,29.8,66.9,-37.1,-2.0,26.9,2.0,8.1,36.7,2.5,23.7
IA-01,district,IA,-7.01,3.25,-3.76,-8.59,45.1,51.5,-6.4,1.9,86.1,4.7,4.7,2.7,1.6,0.1
IA-02,district,IA,-8.56,3.25,-5.31,-10.13,45.9,50.7,-4.8,2.2,88.6,4.8,3.0,1.8,1.5,0.3
IA-03,district,IA,-3.41,3.25,-0.16,-4.46,43.4,53.2,-9.8,1.5,82.3,5.2,6.6,4.2,1.6,0.2
IA-04,district,IA,-30.53,3.25,-27.28,-31.9,54.9,41.8,13.1,1.4,85.4,2.4,7.6,2.5,1.7,0.5
ID-01,district,ID,-44.68,3.25,-41.43,-46.2,60.7,35.9,24.8,1.0,83.1,0.9,9.9,2.1,3.6,0.4
ID-02,district,ID,-26.75,3.25,-23.5,-27.56,52.9,43.7,9.2,0.7,80.3,1.4,12.2,2.6,3.0,0.4
IL-01,district,IL,35.49,3.25,38.74,32.27,27.3,69.3,-42.0,2.4,36.6,51.5,7.8,2.6,1.4,0.1
IL-02,district,IL,35.77,3.25,39.02,33.6,26.8,69.8,-43.0,1.6,35.8,47.8,13.2,1.3,1.8,0.1
IL-03,district,IL,34.84,3.25,38.09,31.81,24.5,72.1,-47.6,-3.8,41.3,5.8,42.3,7.1,3.3,0.2
IL-04,district,IL,33.61,3.25,36.86,28.79,23.9,72.8,-48.9,-6.2,25.0,5.5,60.3,4.5,4.6,0.1
IL-05,district,IL,38.64,3.25,41.89,37.55,25.0,71.7,-46.7,0.4,73.0,3.3,10.6,11.7,1.2,0.1
IL-06,district,IL,7.05,3.25,10.3,5.67,38.5,58.1,-19.6,0.6,74.4,5.9,11.8,6.5,1.3,0.1
IL-07,district,IL,68.64,3.25,71.89,66.13,12.5,84.2,-71.7,0.8,32.3,42.4,13.7,10.1,1.5,0.1
IL-08,district,IL,9.34,3.25,12.59,7.01,36.6,60.0,-23.4,-1.2,57.7,4.7,20.5,15.0,2.1,0.1
IL-09,district,IL,38.75,3.25,42.0,37.04,24.8,71.9,-47.1,0.1,61.2,9.6,11.6,15.9,1.5,0.1
IL-10,district,IL,23.46,3.25,26.71,22.34,30.8,65.8,-35.0,-0.8,61.0,7.1,21.0,8.6,2.2,0.2
IL-11,district,IL,12.54,3.25,15.79,11.6,35.8,60.9,-25.1,-0.2,66.3,6.6,16.4,8.9,1.8,0.1
IL-12,district,IL,-43.71,3.25,-40.46,-44.13,60.9,35.7,25.2,2.3,88.5,5.6,2.4,1.4,2.0,0.1
IL-13,district,IL,11.02,3.25,14.27,10.63,37.5,59.1,-21.6,2.0,67.8,20.3,4.3,5.4,2.1,0.1
IL-14,district,IL,6.84,3.25,10.09,5.26,38.1,58.5,-20.4,-0.4,62.1,10.1,19.9,5.6,2.2,0.1
IL-15,district,IL,-40.0,3.25,-36.75,-40.5,59.3,37.3,22.0,2.3,91.3,3.4,2.4,1.0,1.8,0.1
IL-16,district,IL,-22.73,3.25,-19.48,-23.07,51.7,44.9,6.8,1.7,87.6,2.7,5.3,2.5,1.8,0.1
IL-17,district,IL,5.83,3.25,9.08,4.81,39.4,57.2,-17.8,1.4,71.8,14.1,9.4,2.6,2.0,0.1
IN-01,district,IN,2.84,3.25,6.09,0.4,40.4,56.2,-15.8,0.8,62.9,18.8,14.2,1.8,2.1,0.1
IN-02,district,IN,-25.97,3.25,-22.72,-26.92,52.9,43.7,9.2,1.3,79.4,7.2,9.2,1.9,2.2,0.1
IN-03,district,IN,-31.51,3.25,-28.26,-31.73,55.5,41.2,14.3,1.8,83.2,6.6,5.5,2.8,1.9,0.1
IN-04,district,IN,-29.97,3.25,-26.72,-29.88,54.7,41.9,12.8,1.5,83.3,4.0,5.9,4.3,1.9,0.6
IN-05,district,IN,-17.22,3.25,-13.97,-17.13,49.5,47.2,2.3,1.9,83.7,6.7,3.8,3.9,1.8,0.1
IN-06,district,IN,-33.14,3.25,-29.89,-33.1,56.2,40.5,15.7,1.7,84.2,4.5,4.2,5.1,1.9,0.1
IN-07,district,IN,42.38,3.25,45.63,42.16,23.9,72.8,-48.9,1.4,50.0,33.1,12.1,2.7,2.0,0.1
IN-08,district,IN,-35.64,3.25,-32.39,-36.49,57.5,39.2,18.3,2.3,89.5,4.7,2.5,1.3,1.8,0.2
IN-09,district,IN,-29.6,3.25,-26.35,-30.39,54.8,41.8,13.0,2.0,88.7,3.4,3.3,2.3,2.1,0.1
KS-01,district,KS,-31.58,3.25,-28.33,-31.85,55.0,41.7,13.2,0.6,77.4,3.7,13.0,2.5,3.2,0.2
KS-02,district,KS,-19.21,3.25,-15.96,-20.06,49.9,46.7,3.2,1.1,73.0,9.8,10.6,2.2,4.1,0.3
KS-03,district,KS,3.85,3.25,7.1,4.17,40.1,56.5,-16.4,1.1,78.0,5.4,8.5,5.4,2.5,0.1
KS-04,district,KS,-23.53,3.25,-20.28,-23.7,51.6,45.0,6.6,0.8,72.9,7.7,11.1,4.0,4.1,0.2
KY-01,district,KY,-46.75,3.25,-43.5,-47.91,62.2,34.4,27.8,2.3,86.0,7.9,3.0,1.0,2.0,0.1
KY-02,district,KY,-40.88,3.25,-37.63,-41.93,59.6,37.0,22.6,2.1,85.8,6.3,3.4,2.3,2.1,0.2
KY-03,district,KY,19.91,3.25,23.16,19.27,33.7,63.0,-29.3,1.8,65.4,22.0,6.8,3.7,1.9,0.2
KY-04,district,KY,-35.58,3.25,-32.33,-36.16,57.4,39.3,18.1,2.1,88.8,4.0,3.4,1.5,2.1,0.2
KY-05,district,KY,-63.42,3.25,-60.17,-64.67,69.4,27.3,42.1,2.4,94.3,2.0,1.3,0.5,1.8,0.1
KY-06,district,KY,-14.62,3.25,-11.37,-15.31,48.4,48.3,0.1,1.9,80.9,9.1,5.0,2.8,2.0,0.2
LA-01,district,LA,-39.2,3.25,-35.95,-39.08,58.5,38.2,20.3,1.2,70.3,13.3,10.3,3.0,3.0,0.1
LA-02,district,LA,50.05,3.25,53.3,48.71,21.1,75.5,-54.4,2.4,29.3,57.5,8.2,3.3,1.5,0.1
LA-03,district,LA,-35.51,3.25,-32.26,-36.65,57.5,39.2,18.3,2.4,63.9,27.7,4.6,2.0,1.7,0.1
LA-04,district,LA,-33.25,3.25,-30.0,-34.59,56.6,40.1,16.5,2.5,61.0,30.3,4.3,1.5,2.6,0.2
LA-05,district,LA,-32.9,3.25,-29.65,-34.39,56.5,40.1,16.4,2.7,59.9,33.2,3.6,1.3,2.0,0.1
LA-06,district,LA,-32.23,3.25,-28.98,-32.4,55.9,40.7,15.2,2.0,64.6,24.5,6.3,2.7,1.8,0.1
MA-01,district,MA,15.81,3.25,19.06,13.91,34.7,62.0,-27.3,0.4,72.5,7.2,15.6,2.7,1.7,0.2
MA-02,district,MA,25.78,3.25,29.03,24.29,30.7,66.0,-35.3,0.8,74.4,6.5,9.7,7.8,1.4,0.1
MA-03,district,MA,21.24,3.25,24.49,19.39,31.9,64.8,-32.8,-0.6,64.2,6.3,19.4,8.5,1.4,0.2
MA-04,district,MA,22.05,3.25,25.3,20.13,32.6,64.1,-31.5,1.5,81.8,4.7,5.2,7.3,1.0,0.1
MA-05,district,MA,47.53,3.25,50.78,46.35,21.2,75.4,-54.2,0.4,68.7,6.4,9.6,14.2,0.9,0.1
MA-06,district,MA,22.31,3.25,25.56,21.09,32.3,64.4,-32.1,1.1,80.0,4.4,9.2,5.3,1.1,0.1
MA-07,district,MA,67.47,3.25,70.72,65.14,12.3,84.4,-72.1,-0.5,41.7,24.0,19.1,13.7,1.4,0.2
MA-08,district,MA,28.81,3.25,32.06,26.99,29.6,67.0,-37.4,1.3,70.0,12.5,6.1,10.4,0.9,0.1
MA-09,district,MA,12.33,3.25,15.58,10.94,36.9,59.7,-22.8,1.9,87.2,4.6,5.0,1.7,1.4,0.1
MD-01,district,MD,-17.13,3.25,-13.88,-17.31,49.5,47.1,2.4,2.1,74.9,15.5,4.5,3.1,1.9,0.1
MD-02,district,MD,19.11,3.25,22.36,18.95,34.1,62.6,-28.6,1.9,62.2,24.3,5.1,6.8,1.6,0.1
MD-03,district,MD,24.34,3.25,27.59,24.49,31.4,65.2,-33.8,1.1,60.3,18.3,7.6,11.8,1.8,0.2
MD-04,district,MD,77.68,3.25,80.93,75.67,8.4,88.3,-79.9,0.3,11.9,58.0,21.3,6.2,2.4,0.2
MD-05,district,MD,34.17,3.25,37.42,34.05,27.8,68.8,-41.0,2.3,45.1,42.4,6.0,4.2,2.2,0.2
MD-06,district,MD,6.52,3.25,9.77,5.93,38.7,57.9,-19.2,0.6,63.1,13.8,11.5,9.4,2.0,0.2
MD-07,district,MD,61.65,3.25,64.9,60.49,16.2,80.5,-64.3,2.4,32.1,54.1,7.1,4.8,1.8,0.1
MD-08,district,MD,59.43,3.25,62.68,58.06,15.6,81.0,-65.4,-0.6,46.4,18.1,17.8,15.9,1.7,0.2
ME-01,district,ME,22.36,3.25,25.61,22.33,32.8,63.8,-31.0,2.2,91.8,2.4,1.8,2.1,1.8,0.1
ME-02,district,ME,-8.86,3.25,-5.61,-9.72,46.1,50.5,-4.4,2.3,93.0,1.6,1.4,1.2,2.7,0.1
MI-01,district,MI,-21.16,3.25,-17.91,-21.52,51.3,45.3,6.0,2.2,91.5,1.4,1.6,0.9,4.5,0.1
MI-02,district,MI,-29.82,3.25,-26.57,-30.54,54.9,41.8,13.2,2.0,89.8,2.8,3.8,0.9,2.7,0.1
MI-03,district,MI,7.85,3.25,11.1,7.95,38.6,58.1,-19.5,1.3,73.8,11.7,8.8,3.5,2.1,0.1
